instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ300805,2021-03-31,44.5328,-0.3246,0.4383,-0.14,9.892,-0.0057,-0.0989,0.2958,0.6701,-0.14,304.2596,,35.84143347541,134.3083,-0.0989,9.0983,0.3155,285.2615,-0.046554956241,11.6589417677
SZ300805,2021-06-30,7.8448,0.0426,0.8477,0.04,11.614,0.0014,1.7292,0.5678,1.3585,0.04,317.013,50.6441,-98.6836,132.4991,0.0249,15.4986,0.6062,296.9317,52.2013,13.6853515906
SZ300805,2021-09-30,-2.3631,0.3127,1.2784,0.4,10.831,0.0159,0.2702,0.8492,2.0752,0.4,317.9463,,-93.0784,130.1079,0.2702,24.9284,0.9055,298.1778,4.8561,13.8193496124
SZ300805,2021-12-31,-13.4859,-1.205,1.7159,-2.07,13.0406,-0.0811,0.3779,1.1043,2.5575,-2.1,325.9984,106.2118,-124.5396,140.7625,-1.3273,27.6061,1.186,303.5413,0.040395490832,13.8387036338
SZ300805,2022-03-31,-22.549,-1.0697,0.351,-0.34,17.8179,-0.0145,-0.2491,0.227,0.555,-0.34,396.4758,,-130.662485078713,162.1622,-0.2491,5.0511,0.2487,361.8818,-0.106839941062,13.4147503598
SZ300805,2022-06-30,-22.6687,-2.2023,0.6775,-1.45,17.7082,-0.0572,0.041,0.4445,1.1604,-1.46,404.9494,83.3309,-4094.0466,155.1189,-1.0257,10.1648,0.4864,370.0658,0.032393650753,13.1991766695
SZ300805,2022-09-30,-23.0333,-1.5632,1.0158,-1.49,18.6797,-0.061,-1.0899,0.667,1.8239,-1.5,404.7976,,-484.7295,148.0344,-1.0899,14.4542,0.7381,365.8041,0.043060734226,13.079550805
SZ300805,2022-12-31,-23.6061,-6.9053,1.3931,-9.47,17.9062,-0.3548,-5.7447,0.9052,2.455,-9.93,397.7022,126.1126,-330.329827978407,146.6395,-6.7623,20.1048,0.9967,361.1919,0.029262497101,11.1002161874
SZ300805,2023-03-31,-1.9921,0.7304,0.3755,0.32,12.1892,0.0097,0.1926,0.2579,0.7843,0.32,348.9725,,187.145669761695,114.752,0.1926,7.3836,0.295,305.0847,-9.1163,10.7277904594
SZ300805,2023-06-30,4.6075,1.8055,0.7649,1.48,12.9153,0.049,2.1684,0.5317,1.7369,1.47,338.5368,26.1116,194.288781874163,103.6329,0.9868,13.937,0.6098,295.1787,2.317,11.9246396934
SZ300805,2023-09-30,0.1385,1.7591,1.0963,2.06,15.5806,0.0688,1.4455,0.7815,2.6776,2.04,345.4894,,228.393348130687,100.8366,1.4455,17.3292,0.9054,298.2107,0.4796,11.9637156395
SZ300805,2023-12-31,3.5096,1.3574,1.4899,2.19,14.2842,0.0722,2.7264,1.0578,3.5715,2.16,340.329,41.0924,122.289217920376,100.798,1.5013,25.2026,1.2237,294.1898,1.5718,11.9831472511
SZ300805,2024-03-31,-6.2844,0.9051,0.3426,0.34,13.9552,0.0112,0.2433,0.2634,1.0123,0.34,341.6856,,16.1318,88.9065,0.2433,6.4492,0.3209,280.4612,0.0789,11.0141813266
SZ300805,2024-06-30,-4.8937,0.8324,0.7159,0.7,11.4617,0.0215,1.9343,0.5457,2.0547,0.7,329.8516,12.6679,-56.1517,87.604,0.4616,15.7045,0.6622,271.8212,6.9156,10.8749483102
SZ300805,2024-09-30,-0.3781,0.2433,1.0811,0.4,11.4064,0.0095,0.21,0.8357,3.2578,0.4,323.0824,,-86.2226,82.878,0.21,23.6709,1.0109,267.0887,24.1649,10.2824359604
SZ300805,2024-12-31,1.5756,0.5091,1.4924,0.92,10.9424,0.0275,2.2231,1.1277,4.1369,0.92,319.2338,27.9333,-61.9048,87.0217,0.5763,32.8996,1.3526,266.1541,-1.0839,10.5612387328
SZ300805,2025-03-31,21.4489,0.8663,0.4145,0.28,8.243,0.013,0.2617,0.3088,1.0997,0.28,291.4508,,16.2397,81.8405,0.2617,10.9183,0.3643,247.0491,-6.6355,8.3278966763
SZ300805,2025-06-30,11.5756,1.9426,0.7899,1.49,8.2925,0.0559,2.8422,0.5831,2.1009,1.48,308.6949,18.142,160.3909,85.6776,1.0952,21.7063,0.6872,261.9325,-1.3759,9.8574706427
SZ300805,2025-09-30,12.0876,1.8296,1.1918,2.17,9.465,0.0797,1.5244,0.872,3.4017,2.15,309.633,,742.9578,79.3721,1.5244,28.5261,1.0239,263.6976,-0.4495,10.0211999108
SZ300805,2025-12-31,8.8513,1.2246,1.6089,2.25,9.1518,0.0718,3.375,1.1769,4.1858,2.23,305.8884,39.0145,161.8494,86.0051,1.3793,39.3366,1.3745,261.9134,-0.4682,10.6054378735
SZ300805,2026-03-31,19.2443,0.3099,0.4872,0.17,8.4733,0.0056,0.1056,0.3426,1.148,0.17,262.697,,-57.3458,78.3972,0.1056,10.6216,0.3951,227.7904,-50.0097,9.2480069599
