instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920701,2023-03-31,1.3197,-29.9131,14.4147185477,646.693556504165,7.4864,0.2584,,1.051,100.3344,2.93,348.2972,0.3911,68.1973,0.1301,-0.6937,,1.051,0.897,-26.9629,2.89
BJ920701,2023-06-30,3.2199,-46.0915,14.2915739217,545.1242,5.9392,0.6431,0.3302,43.4876,97.1136,5.25,279.8943,0.8843,55.9024,0.2361,0.7219,,2.0557,1.8535,-17.5362,5.12
BJ920701,2023-09-30,5.6359,-56.716,13.1408358533,578.034621360684,4.996,0.8354,,2.1771,93.3933,6.19,323.1985,1.0841,47.9072,0.2375,1.7986,,2.1771,2.891,-9.6356,4.33
BJ920701,2023-12-31,7.1862,157.1193,12.812214772,574.8962,26.2292,1.1264,0.6262,43.2082,98.1756,34.58,319.6023,1.2762,50.096,1.7151,0.2254,,14.9925,3.6669,-4.2419,24.63
BJ920701,2024-03-31,2.3127,1242.9557,3.036166187,612.6617,78.3359,0.261,0.1469,11.5651,122.3158,17.2,344.8276,0.2195,38.9156,1.3103,-0.2631,,11.5651,0.7358,28.3442,15.83
BJ920701,2024-06-30,4.2153,725.1337,10.6155473341,544.9591,38.7053,0.5919,0.3303,40.836,105.7828,18.99,304.1054,0.507,42.7016,1.4611,-0.1436,0.9697,12.7962,1.7016,26.6141,18.43
BJ920701,2024-09-30,6.3018,572.5804,12.1661229504,515.5623,26.957,0.949,0.5237,14.2758,101.3361,20.58,284.51,0.7887,42.8449,1.5974,0.0275,,14.2758,2.6644,24.651,19.81
BJ920701,2024-12-31,7.3417,2.0341,13.9718316687,508.331,21.4508,1.2591,0.7082,44.8704,102.2524,23.18,285.9185,1.0749,49.035,1.75,0.1162,2.0814,15.0888,3.5207,24.7634,21.3
BJ920701,2025-03-31,1.3566,-93.3581,14.2376266416,560.7477,4.8277,0.2922,0.1605,0.8005,121.8192,1.05,308.0082,0.2183,66.3423,0.087,0.0256,,0.8005,0.7388,7.7741,1.05
BJ920701,2025-06-30,2.8152,-75.8579,17.9143228588,490.9984,8.3146,0.6759,0.3666,35.7167,112.9164,4.29,266.3116,0.5148,63.9386,0.252,1.138,1.0259,3.0556,1.5941,12.3836,4.27
BJ920701,2025-09-30,4.6222,-64.8031,18.5805171199,457.8599,8.062,1.0636,0.5897,4.6637,108.2294,6.76,253.8548,0.8356,58.4137,0.4016,0.8973,,4.6637,2.4947,17.6888,6.63
BJ920701,2025-12-31,6.3695,-59.1546,18.1990596378,462.7844,7.828,1.3988,0.7779,40.2619,109.2863,8.51,257.3635,1.0842,56.5194,0.5106,1.4866,2.142,6.0172,3.2941,11.927,8.28
BJ920701,2026-03-31,1.4074,-67.7859,12.4235342503,579.5235,1.5833,0.2909,0.1553,0.2565,138.2913,0.33,309.3847,0.2049,63.9477,0.02,-7.3753,,0.2565,0.6508,-1.7747,0.32
