instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SZ002288,2021-03-31,211.676335939732,189.1551,0.1462,331.9808,0.9483,0.4758,615.5951,0.3356,2.09,153.7429,0.2711,19.9793684349,2.07,1.0768,0.9483,0.0362,0.9802,,6.2587,91.818
SZ002288,2021-06-30,286.473444551494,182.4448,0.3194,310.8808,32.4325,0.9866,563.5567,0.7363,4.54,125.0521,0.579,22.5902222761,4.44,1.2035,2.0037,0.0791,2.1834,1.1822,6.161,82.4402
SZ002288,2021-09-30,519.587094653656,168.1196,0.4994,295.6312,2.8211,1.606,540.6488,1.1278,6.19,100.7179,0.9133,20.714313411,6.01,1.1838,2.8211,0.1087,2.9057,,5.4756,92.9208
SZ002288,2021-12-31,254.5838,159.3132,0.661,295.5665,32.8848,2.2597,544.6293,1.5231,4.44,93.4904,1.218,18.1239882153,4.35,1.2181,1.9412,0.0764,4.5763,2.512,2.8778,78.6662
SZ002288,2022-03-31,-17.5431,194.4685,0.1527,318.8098,0.75,0.4628,589.391,0.3369,1.68,4.469,0.2823,24.5693659287,1.67,1.6126,0.75,0.0299,1.1258,,4.94,79.9432
SZ002288,2022-06-30,-58.1656,189.0359,0.2895,338.0282,32.8322,0.9522,621.7617,0.6366,1.87,-10.8726,0.5325,19.3487146332,1.85,2.4693,0.8329,0.0331,1.844,1.1742,2.8918,97.6139
SZ002288,2022-09-30,-68.1271,194.9881,0.4123,350.3763,0.9121,1.3847,654.863,0.885,1.97,-19.6728,0.7706,17.9490920796,1.94,4.6076,0.9121,0.0346,2.5939,,2.1727,104.0904
SZ002288,2022-12-31,-575.4996,169.5474,0.5136,354.6798,29.9589,2.1233,700.9346,1.1556,-22.58,-30.1419,1.015,6.416673343,-25.24,0.079172506375,-11.0556,-0.3631,3.349,1.8568,-19.5883,107.4948
SZ002288,2023-03-31,-173.6033,299.4012,0.0769,554.1872,-0.6752,0.3006,1170.3511,0.1778,-1.55,-58.4229,0.1624,14.2253602758,-1.57,0.199367196881,-0.6752,-0.022,0.4332,,-8.7451,207.7562
SZ002288,2023-06-30,-70.7029,197.6285,0.2103,404.5853,43.967,0.9108,855.9201,0.4741,0.69,-40.4432,0.4449,15.5681015563,0.68,33.44,0.303,0.0097,1.304,0.7003,1.4225,138.0368
SZ002288,2023-09-30,-90.0864,254.5009,0.255,492.0722,0.1101,1.0609,1058.8235,0.5712,0.26,-48.7823,0.5487,15.5168497013,0.26,105.098,0.1101,0.0034,1.693,,0.4205,159.4802
SZ002288,2023-12-31,-60.364041363289,189.9937,0.243,640.9115,29.0833,1.8948,1481.4815,0.64,-50.71,-60.8207,0.5617,-15.3419484422,-67.88,0.281412784686,-21.907,-0.5899,2.2092,0.772,-81.2206,162.9549
SZ002288,2024-03-31,-9.646431419214,207.23,0.0227,1515.1515,-0.926,0.4343,3964.7577,0.0744,-2.86,-75.5448,0.0594,-35.6981003799,-2.92,0.137569311614,-0.926,-0.0252,1.0013,,-41.044,89.8832
SZ002288,2024-06-30,-613.4521,279.373,0.0292,2374.6702,-1.8262,0.6443,6164.3836,0.0971,-6.01,-88.4139,0.0758,-52.0059498978,-6.23,0.11121995476,-1.8262,-0.0498,1.3663,,-63.0414,131.7427
