instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH603355,2021-03-31,51.745,0.2818,114.4552,78.0255,-1.5742,2.67,5.39,0.341,9.4969,2.67,0.4652,0.5664,319.3754,1.7393,65.1796,263.9296,5.22,21.5396951433,,1.3808
SH603355,2021-06-30,54.3232,0.5436,31.9218,60.5928,0.5803,14.3834,9.08,0.6534,8.1575,4.2303,0.8083,1.2589,331.1258,3.3135,63.593,275.4821,11.0,21.8170046003,4.3651,2.8305
SH603355,2021-09-30,64.7808,0.8102,15.1843,35.3761,0.7335,6.7837,13.76,0.9897,8.3255,6.7837,0.8312,1.7255,333.251,4.1679,60.241,272.8099,14.91,22.3730533058,,4.482
SH603355,2021-12-31,70.9388,0.9908,54.197,26.5088,0.9491,18.9874,15.0,1.3042,6.3294,5.643,0.8751,2.3746,363.3428,5.0748,67.7316,276.0313,15.5,21.7923830022,7.1669,5.3151
SH603355,2022-03-31,71.8047,0.2561,10.5061,16.7906,0.3471,2.2372,6.31,0.3601,8.9859,2.2372,0.3675,0.7017,351.4252,1.2534,65.26,249.9306,6.11,22.8930082612,,1.3791
SH603355,2022-06-30,71.0816,0.481,45.2009,10.8142,1.137,17.8767,13.76,0.6707,10.6889,4.899,0.8394,1.4063,374.2204,2.5323,67.3552,268.3763,15.21,22.1668038269,3.5671,2.6724
SH603355,2022-09-30,68.0512,0.7265,71.7002,17.3613,1.0536,8.5162,23.52,1.0213,12.1802,8.5162,1.4289,1.9889,371.6449,3.9676,66.313,264.3689,23.25,21.3855892082,,4.0716
SH603355,2022-12-31,69.9138,0.9154,95.6379,12.1395,0.8113,21.9827,27.42,1.2671,11.0422,9.3213,1.7135,2.5278,393.2707,5.1492,61.8312,284.1133,25.84,22.1915720882,6.9085,5.8223
SH603355,2023-03-31,75.643,0.1714,-12.0563,-22.2483,0.8101,1.7252,4.76,0.2309,10.1638,1.7252,0.3236,0.4686,525.0875,1.1898,69.4444,389.7791,4.64,27.4311461666,,1.296
SH603355,2023-06-30,73.0608,0.3399,19.0804,-19.0682,0.8919,18.3647,13.99,0.4567,15.7273,5.2555,1.0003,0.9574,529.5675,2.4637,67.7685,394.1318,15.04,27.2725049235,2.8148,2.6561
SH603355,2023-09-30,67.3317,0.5321,-3.0975,-14.1224,0.6563,7.1041,19.75,0.7124,13.7439,7.1041,1.3857,1.4712,507.4234,4.01,75.1419,379.0006,19.59,26.0172920734,,3.5932
SH603355,2023-12-31,66.8549,0.7606,13.7278,-1.3257,0.7508,22.4601,25.6,1.0137,12.7267,8.9072,1.9502,2.146,473.3105,5.3848,69.3348,355.1347,25.53,25.3951825559,5.8801,5.1922
SH603355,2024-03-31,68.4723,0.1759,46.5672,26.5292,1.2123,1.9831,6.03,0.2275,11.7734,1.9831,0.4745,0.5119,511.6543,1.3144,78.4861,395.6044,5.87,25.9581201678,,1.1467
SH603355,2024-06-30,65.624,0.3703,5.1181,30.1261,0.9229,18.4308,12.87,0.4839,12.7048,4.6101,1.0518,1.0131,486.0924,2.7429,77.7706,371.9777,12.11,24.7244872765,2.7564,2.3145
SH603355,2024-09-30,63.3075,0.5599,10.6781,25.2317,1.0848,6.6077,18.22,0.7303,12.1467,6.6077,1.5342,1.4733,482.229,4.2649,77.6174,369.7111,16.17,23.9880070754,,3.4786
SH603355,2024-12-31,65.3251,0.7458,10.1325,11.0634,1.3071,23.1351,24.81,0.9997,12.6201,9.046,2.1488,2.0869,482.7031,5.5109,77.6264,360.108,24.83,24.1500202042,5.422,4.6376
SH603355,2025-03-31,66.4845,0.1738,-16.1081,3.2343,0.0754,1.6495,4.5,0.2365,9.5675,1.6495,0.3983,0.47,517.8366,1.3537,86.2482,380.5497,4.41,23.4081261499,,1.0435
SH603355,2025-06-30,67.388,0.3347,-28.9495,0.6491,0.9714,16.4412,8.27,0.4509,8.9686,2.8685,0.7476,0.9245,537.795,2.6711,85.6164,399.2016,7.99,23.2005288646,2.5028,2.1024
SH603355,2025-09-30,65.4863,0.5065,-29.2067,0.9178,0.9516,4.085,11.79,0.6788,8.5208,4.085,1.0865,1.3857,533.0701,4.123,85.0876,397.7608,11.16,22.3928195669,,3.1732
SH603355,2025-12-31,65.4772,0.6393,-34.9146,1.0465,1.8403,16.8826,14.92,0.8393,8.1287,4.6512,1.3988,1.8415,563.1159,5.4981,80.6723,428.9289,13.95,22.1824887495,5.09,4.4625
SH603355,2026-03-31,67.7507,0.1316,-92.194,-3.0964,3.061,0.0996,0.3,0.1661,0.7707,0.0996,0.0311,0.4022,683.8906,1.3284,83.2948,541.8423,0.3,21.162476663,,1.0805
