instrument,datetime,asset_turnover,profit_growth,equity_turnover,eps,gross_margin,roe_weighted,ar_turn_days,inventory_turn_days,revenue_growth,roa_alt,roa,roe,ar_turnover,net_margin,fixed_asset_turnover,current_asset_turnover,ocf_to_np,asset_turn_days,inventory_turnover,current_asset_turn_days
SH601077,2021-03-31,,4.9818,,0.2907,,3.4225,,,7.424027768651,0.2773,0.2773,3.36,,44.0889620823,,,5.0495,13982.3800990574,,
SH601077,2021-06-30,,10.4984,,0.5123,,5.96,,,8.953751556576,0.9338,0.4754,5.94,,38.3450576492,,,1.6861,13997.3065572434,,
SH601077,2021-09-30,,11.8295,,0.7822,,8.8725,,,9.852802203535,0.71,0.71,8.44,,38.5133614846,,,2.3724,13971.6711735531,,
SH601077,2021-12-31,,13.4689,,0.8557,,9.87,,,9.421735676383,1.2304,0.7677,9.15,,31.5103303137,,,4.2424,14017.3371946919,,
SH601077,2022-03-31,,11.1984,,0.3232,,3.5925,,,1.330945197081,0.2804,0.2804,3.36,,48.3822916494,,,14.6099,15273.9869363884,,
SH601077,2022-06-30,,11.6606,,0.572,,6.16,,,1.035046666143,0.9593,0.4937,5.82,,42.3776956036,,,9.9274,15157.0507488594,,
SH601077,2022-09-30,,6.0182,,0.8293,,8.76,,,-2.210330067483,0.7079,0.7079,8.22,,41.7540667047,,,8.5467,15538.5232810361,,
SH601077,2022-12-31,,7.815,,0.9226,,9.76,,,-6.001844315003,1.2463,0.7751,9.07,,36.1420545315,,,6.7668,16253.0663594257,,
SH601077,2023-03-31,,9.348,,0.3534,,3.6675,,,-3.261541511427,0.2803,0.2803,3.37,,54.6887433208,,,9.5101,17068.8060589837,,
SH601077,2023-06-30,,9.6089,,0.627,,6.25,,,-3.026857109085,0.9549,0.495,5.93,,47.8995655443,,,2.8146,16892.7486614764,,
SH601077,2023-09-30,,7.7075,,0.8932,,8.775,,,-2.912814918216,0.7008,0.7008,8.26,,46.3215212073,,,0.9822,17256.4609558352,,
SH601077,2023-12-31,,6.1779,,0.9796,,9.58,,,-3.570000282159,1.2504,0.772,8.96,,39.7955669739,,,3.5469,17983.0490952008,,
SH601077,2024-03-31,,-8.7721,,0.3224,,3.0025,,,-2.881097926536,0.2456,0.2456,2.79,,51.3714535522,,,19.0911,18511.7481208914,,
SH601077,2024-06-30,,6.1819,,0.6657,,6.06,,,-1.298019252099,0.9763,0.5008,5.78,,51.5295546326,,,5.951,18100.8729520569,,
SH601077,2024-09-30,,4.2384,,0.9311,,8.37,,,-1.758510387976,0.6968,0.6968,7.92,,49.1491092755,,,1.872,18564.5076500937,,
SH601077,2024-12-31,,5.9678,,1.038,,9.28,,,1.093535045393,1.2686,0.7782,8.74,,41.7143266787,,,0.39,18827.2012082147,,
SH601077,2025-03-31,,4.2428,,0.3361,,3.0,,,1.345582893715,0.237,0.237,2.81,,52.8400360149,,,5.9129,19468.9519605715,,
SH601077,2025-06-30,,3.7856,,0.6909,,5.92,,,0.464827525761,0.9564,0.4814,5.63,,53.2328327321,,,0.4378,19202.3273999143,,
SH601077,2025-09-30,,3.3174,,0.962,,8.145,,,0.666037754441,0.6598,0.6598,7.77,,50.4435930148,,,1.7362,19764.4119125357,,
SH601077,2025-12-31,,5.3518,,1.0936,,9.18,,,1.368754335188,1.2245,0.7456,8.84,,43.353385837,,,0.03,19984.5570168342,,
SH601077,2026-03-31,,5.352,,0.3541,,2.9875,,,8.394368739683,0.2277,0.2277,2.77,,51.3569375859,,,21.4835,19724.3735933763,,
