instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ002077,2021-03-31,-38.3771,10.2466,0.0414,0.24,242.4569,0.0227,0.2905,0.0285,0.4039,0.24,3157.8947,,83.5363,222.8274,0.2905,0.3712,0.1106,813.7432,3.8196,32.1545759437
SZ002077,2021-06-30,-25.9758,38.4632,0.0905,3.18,230.7396,0.189,10.7976,0.0627,1.0266,3.13,2870.8134,0.3479,161.6717,175.3361,2.3779,0.7801,0.2311,778.8836,1.7231,35.65997768
SZ002077,2021-09-30,-7.1129,37.7066,0.1547,5.42,190.1408,0.3205,4.234,0.1111,1.7488,5.28,2430.243,,51.6323,154.3916,4.234,1.42,0.4411,612.1061,1.252,33.0462619415
SZ002077,2021-12-31,-20.5405,23.0912,0.2115,4.47,170.2611,0.272,13.532,0.1528,2.5926,4.35,2356.0209,0.8422,25.5591,138.8567,3.5431,2.1144,0.6106,589.584,1.9672,27.8762799416
SZ002077,2022-03-31,1.4894,16.3639,0.0384,0.61,222.5519,0.0367,0.4843,0.0294,0.6864,0.61,3061.2245,,62.0798,131.1189,0.4843,0.4044,0.1216,740.1316,-0.4826,26.6997007876
SZ002077,2022-06-30,-11.4211,19.5866,0.0742,1.41,227.1867,0.0853,12.5981,0.0572,1.3897,1.4,3146.8531,0.3143,-54.8931,129.5244,1.132,0.7923,0.2395,751.5658,0.668,25.8032463658
SZ002077,2022-09-30,-18.2384,12.7524,0.1185,1.36,209.8554,0.0886,1.1773,0.0914,2.1965,1.35,2954.0481,,-72.3481,122.9228,1.1773,1.2866,0.3924,688.0734,1.7008,24.8859400664
SZ002077,2022-12-31,-16.7268,11.4821,0.1668,1.55,191.2351,0.1126,14.1312,0.1282,3.1022,1.54,2808.1123,0.7235,-58.5923,116.0467,1.4768,1.8825,0.5689,632.8001,1.6418,26.1474124688
SZ002077,2023-03-31,-6.4242,64.9973,0.036,2.37,178.6069,0.1366,1.9235,0.0285,0.758,2.35,3157.8947,,271.6832,118.7335,1.9235,0.5039,0.1509,596.4215,0.0827,9.7367813215
SZ002077,2023-06-30,-17.2399,47.5501,0.0616,3.03,197.52,0.1713,12.7486,0.0491,1.4075,2.99,3665.9878,0.3277,100.9156,127.8863,2.4339,0.9113,0.2701,666.4198,0.6011,7.3449301107
SZ002077,2023-09-30,-16.8516,34.9338,0.0987,3.56,194.9318,0.2019,2.846,0.0785,2.1325,3.5,3439.4904,,127.7755,126.612,2.846,1.3851,0.4283,630.3993,0.1874,8.3446510698
SZ002077,2023-12-31,-17.1962,19.4498,0.1388,2.74,194.0178,0.158,13.2573,0.1083,3.5717,2.7,3324.0997,0.7242,40.2634,100.7923,2.1421,1.8555,0.6057,594.3536,1.9036,13.4399497423
SZ002077,2024-03-31,-39.1866,21.5532,0.0221,0.46,311.6343,0.0275,0.3746,0.0174,0.8797,0.46,5172.4138,,-79.8342,102.3076,0.3746,0.2888,0.1135,792.9515,2.2625,12.4607145643
SZ002077,2024-06-30,-30.3733,21.4695,0.0432,0.93,301.3057,0.0539,12.9982,0.0342,1.6362,0.93,5263.1579,0.2535,-68.5627,110.011,0.7395,0.5974,0.2321,775.5278,3.0248,9.5495022303
SZ002077,2024-09-30,-28.5287,17.0107,0.0711,1.21,267.0887,0.0703,0.9559,0.0561,2.3037,1.2,4812.8342,,-65.1976,117.2028,0.9559,1.0109,0.3728,724.2489,2.5674,9.5222063519
SZ002077,2024-12-31,-28.6573,7.8169,0.1,0.72,252.6848,0.0453,14.0487,0.0796,4.475,0.72,4522.6131,0.6117,-71.3273,80.4469,0.6305,1.4247,0.5488,655.9767,6.6525,12.861898025
SZ002077,2025-03-31,-11.7474,24.2715,0.0193,0.47,295.5665,0.0274,0.3815,0.0157,0.911,0.47,5732.4841,,-0.6169,98.7925,0.3815,0.3045,0.1137,791.5567,1.1085,9.6872272823
SZ002077,2025-06-30,10.0351,21.194,0.0472,0.96,257.3635,0.0585,15.3702,0.0385,2.005,0.96,4675.3247,0.2819,8.6231,89.7756,0.8182,0.6994,0.2813,639.8862,1.4355,17.050953056
SZ002077,2025-09-30,12.5671,23.5418,0.0791,1.82,229.2799,0.1095,1.5162,0.0646,3.1135,1.8,4179.5666,,55.7861,86.7191,1.5162,1.1776,0.4482,602.4096,1.3242,18.6634719372
SZ002077,2025-12-31,5.5989,16.0469,0.1038,1.51,230.9024,0.0982,17.0642,0.0852,5.2823,1.59,4225.3521,0.6443,116.7779,68.1521,1.3668,1.5591,0.6065,593.5697,2.2126,18.598368273
SZ002077,2026-03-31,60.2073,37.5795,0.0301,1.14,187.5391,0.0679,0.9328,0.025,1.3836,1.13,3600.0,,148.0486,65.0477,0.9328,0.4799,0.1748,514.8741,0.4389,18.9081834704
