instrument,datetime,revenue_growth,net_margin,inventory_turn_days,ar_turnover,roe,asset_turn_days,profit_growth,ar_turn_days,roa,inventory_turnover,ocf_to_np,gross_margin
SH601112,2026-03-31,20.322172127549,12.3118437525,90.648688789249,0.607505140648,3.58,655.517299388407,10.325437674899,148.146894533272,1.6903687191,0.992843925291,-0.022196670276,21.8413059753
SH601112,2025-12-31,62.259851559709,10.1969736944,63.662975275448,3.117718566765,22.31,513.082922464484,21.186520497403,115.46904965625,7.1546145258,5.654778125628,0.062359834734,22.7334217759
SH601112,2025-09-30,77.058995000153,11.181305146,62.367337160544,2.179374859624,18.63,519.239540126226,40.322560648789,123.888737546776,5.8141804622,4.329189160425,0.020696774929,23.8603015835
SH601112,2025-06-30,,12.348139328,68.567329880086,1.471684416651,12.9,549.106236766237,,122.308830591284,4.0477869859,2.625156912407,0.032427570959,26.0312619257
SH601112,2025-03-31,,13.4062296314,,,6.04,,,,,,-0.049121622173,27.0236903365
SH601112,2024-12-31,-13.371730344583,13.685353169,70.813564508814,2.337058293131,22.78,707.606273630828,-23.35219807887,154.039803396475,6.9625260889,5.083771767416,0.023200717854,26.5728955876
SH601112,2024-09-30,,14.1521695404,,,,,,,,,0.046587404762,27.3975223525
SH601112,2023-12-31,-2.723981051815,15.4839175702,65.687233365259,2.600483564281,35.22,590.416885378345,2.02851519158,138.435791306197,9.4411431369,5.480517013073,-0.079886762825,26.3965818269
SH601112,2022-12-31,,14.8353835642,80.245745102938,2.479762794508,37.08,,,145.175175947192,18.6124506088,4.486219170103,-0.039487644897,24.2985885813
