instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920475,2023-03-31,0.583,90.3187,23.1363477666,432.2767,14.1068,0.2744,0.2082,3.0324,47.1229,4.76,327.9883,0.3375,154.3739,0.1608,-0.4219,,3.0324,1.9099,53.7236,4.66
BJ920475,2023-06-30,1.2246,35.7395,21.6668636975,480.3843,11.2206,0.492,0.3747,10.7885,58.5004,6.89,365.8537,0.6249,146.9868,0.2354,0.2932,5.4926,4.2441,3.0769,43.6895,6.85
BJ920475,2023-09-30,1.7467,5.849,21.2603376273,504.0134,11.1861,0.7045,0.5357,6.0542,56.4594,9.79,383.2505,0.8798,154.5772,0.3353,1.5784,,6.0542,4.7822,34.5287,9.5
BJ920475,2023-12-31,2.2877,-27.2357,20.6068570597,533.8078,8.6894,0.883,0.6744,12.4145,55.5847,9.88,407.701,1.1373,157.3633,0.337,0.9065,6.1889,5.7597,6.4766,15.5217,9.52
BJ920475,2024-03-31,0.7886,-78.383,16.8426206864,500.5562,3.5229,0.2497,0.1798,0.678,64.7389,0.98,360.4325,0.279,114.1263,0.0348,-8.7737,,0.678,1.3902,-13.4385,0.98
BJ920475,2024-06-30,1.8421,-62.0943,16.4804728342,435.7298,3.8909,0.5709,0.4131,9.922,79.6108,2.51,315.2916,0.6531,97.7146,0.0892,-7.6138,2.6879,1.6994,2.261,9.3143,2.55
BJ920475,2024-09-30,2.9073,-74.6569,16.5065264121,435.2031,2.4715,0.8662,0.6204,1.6243,85.8042,2.41,311.7063,0.979,92.8697,0.085,-9.1911,,1.6243,3.1467,14.7022,2.43
BJ920475,2024-12-31,3.6891,-54.562,16.7360339324,453.4005,3.6192,1.1566,0.794,12.9853,58.434,4.32,311.2571,1.1955,97.5848,0.1532,0.1564,5.0407,3.1857,6.1608,9.0936,4.29
BJ920475,2025-03-31,0.3622,-260.3351,16.0193512832,1152.3688,-14.89,0.133,0.0781,-1.1646,168.1614,-1.58,676.6917,0.1061,248.4815,-0.0558,0.246394977678,,-1.1646,0.5352,-62.0657,-1.59
BJ920475,2025-06-30,0.7871,-167.105,16.6189242176,1081.7308,-7.2896,0.2837,0.1664,8.8972,168.2715,-1.7,634.473,0.2346,228.6876,-0.061,0.657226058399,1.0218,-1.1824,1.0697,-64.1826,-1.74
BJ920475,2025-09-30,1.1816,-183.3978,17.6736206235,1103.3919,-5.767,0.4187,0.2447,-1.353,159.7255,-2.04,644.8531,0.3515,228.5037,-0.0722,0.48586583685,,-1.353,1.6904,-64.2587,-2.07
BJ920475,2025-12-31,1.5079,-173.6822,15.8631971672,1118.3597,-6.5411,0.5569,0.3219,7.4109,112.7572,-3.25,646.4356,0.4964,238.7426,-0.115,0.263717715888,1.4754,-1.9095,3.1927,-59.2319,-3.32
BJ920475,2026-03-31,0.6802,160.541433968504,15.0916288554,584.0363,3.4794,0.2734,0.1541,0.5116,44.665,0.99,329.188,0.2806,132.314,0.0339,-6.166,,0.5116,2.015,155.5705,0.99
