instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SZ000584,2021-03-31,-29.723128720031,219.6193,0.1002,459.6527,-0.2136,0.4098,898.2036,0.1978,-0.45,100.4224,0.1958,11.5604244989,-0.45,-0.131271336162,-0.2136,-0.0141,1.187,,-2.1361,75.8214
SZ000584,2021-06-30,-136.03974263891,229.6504,0.1836,492.6108,1.4493,0.7838,980.3922,0.3613,-2.36,18.339,0.3654,10.9573482055,-2.38,-0.123878881346,-1.1771,-0.076,2.0609,7.5368,-6.3433,87.3405
SZ000584,2021-09-30,-205.467562837631,282.7817,0.2253,599.3341,-1.7212,0.9548,1198.4021,0.4711,-3.73,2.1986,0.4505,9.9750175468,-3.8,-0.12946227856,-1.7212,-0.1234,2.7305,,-7.9602,98.883
SZ000584,2021-12-31,-6586.2121,262.1614,0.3507,518.4332,-9.7989,1.3732,1026.5184,0.7637,-27.85,6.4643,0.6944,11.714040224,-32.26,-0.024194719038,-12.5753,-0.7941,4.2276,13.7778,-35.0828,85.1547
SZ000584,2022-03-31,-189.782318198143,619.4081,0.0403,1126.408,-0.715,0.1453,2233.2506,0.1016,-1.72,-60.8792,0.0799,10.853435851,-1.74,-0.176012236059,-0.715,-0.0468,0.503,,-18.0857,178.9264
SZ000584,2022-06-30,-394.154534982858,386.4319,0.1308,710.9005,-3.6805,0.4658,1376.1468,0.3455,-16.4,-31.4015,0.2532,9.3128181716,-17.88,-0.000314939873,-6.1961,-0.3875,1.8359,4.154,-47.1518,98.0446
SZ000584,2022-09-30,-460.216435696622,394.7946,0.2107,693.7307,-10.9542,0.6839,1281.4428,0.6032,-31.25,-13.5936,0.3892,8.7747934867,-37.09,0.011167496962,-10.9542,-0.7011,2.9359,,-52.3331,91.965
SZ000584,2022-12-31,-33.01396783161,234.1463,0.3866,509.5541,-14.7359,1.5375,931.195,1.1854,-51.93,5.8005,0.7065,1.1716612976,-71.5,-0.031992731453,-16.9201,-1.0278,4.7639,7.8818,-42.9163,75.5683
SZ000584,2023-03-31,103.374004961038,427.7567,0.0724,739.5234,0.0014,0.2104,1243.0939,0.2969,0.1,68.0071,0.1217,13.8645667483,0.1,-392.2562,0.0014,0.0001,1.1268,,0.0194,79.8722
SZ000584,2023-06-30,101.162610098244,274.8511,0.2154,492.7457,2.4927,0.6549,835.6546,0.8647,0.31,54.3785,0.3653,11.7743267687,0.31,-10.4367,0.0668,0.0038,2.611,3.1564,0.3002,68.9391
SZ000584,2023-09-30,95.746510265619,272.8375,0.325,491.2664,-0.5224,0.9896,830.7692,1.3277,-2.04,43.7088,0.5496,10.9926795293,-2.06,0.029167397157,-0.5224,-0.0302,4.5587,,-1.5669,59.2274
SZ000584,2023-12-31,48.674285232762,231.2881,0.5014,451.1278,-7.1477,1.5565,717.9896,2.6293,-52.36,20.0555,0.798,11.1485985761,-74.09,0.093787277756,-9.8604,-0.532,5.2655,7.0406,-18.5015,68.3696
SZ000584,2024-03-31,779.2633,270.1891,0.1073,547.4453,0.0146,0.3331,838.7698,0.7785,0.25,29.3389,0.1644,11.8745375503,0.25,-72.8286,0.0146,0.0007,0.9783,,0.1321,91.9963
SZ000584,2024-06-30,20.0117,267.1416,0.2231,534.4418,3.0475,0.6738,806.8131,1.6584,0.87,-5.4056,0.3368,12.5538726347,0.87,4.2767,0.0852,0.0046,2.2791,2.9645,0.3809,78.9785
SZ000584,2024-09-30,189.975847845593,287.5399,0.336,534.9713,0.4143,0.939,803.5714,2.4718,3.41,-5.9501,0.5047,13.667201737,3.35,-1.1306,0.4143,0.0223,3.1656,,1.2318,85.2919
SZ000584,2024-12-31,46.544275484428,222.8964,0.5263,457.7241,-4.2541,1.6151,684.0205,4.4185,-39.61,-11.5132,0.7865,12.668316577,-65.59,-0.006187759419,-6.7936,-0.2903,4.6235,6.3939,-11.4098,77.8631
SZ000584,2025-03-31,-5051.5642,992.2822,0.0315,1986.755,-0.8032,0.0907,2857.1429,0.3386,-8.97,-75.2129,0.0453,16.4877326147,-9.52,0.111320824616,-0.8032,-0.0368,0.2506,,-26.3977,359.1381
SZ000584,2025-06-30,-66.2591,455.9271,0.1545,800.3557,0.0352,0.3948,1165.0485,1.551,0.21,-44.2858,0.2249,17.8662753966,0.21,2.8678,0.0352,0.0015,1.3808,,0.2307,130.3592
