instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH603063,2021-03-31,362.3188,0.0776,105.1473,14.3729,-0.6554,1.4725,2.32,0.0998,19.4327,1.4725,0.1512,0.1192,1159.7938,0.2484,268.9779,901.8036,2.29,45.1844176635,,0.3346
SH603063,2021-06-30,292.7305,0.1769,-23.8697,-10.2862,0.0335,3.6666,3.45,0.2326,12.3272,2.0617,0.2263,0.2801,1017.524,0.6149,236.7798,773.8607,3.4,39.0221627372,3.7499,0.7602
SH603063,2021-09-30,283.3158,0.2747,-31.0513,-17.0324,0.298,3.4747,6.13,0.3643,13.7995,3.4747,0.4058,0.443,982.8904,0.953,213.8444,741.1474,5.92,38.2331034208,,1.2626
SH603063,2021-12-31,208.4781,0.4443,7.7751,-10.0336,-0.1366,7.1532,9.47,0.6039,13.3067,5.3606,0.6412,0.7057,810.2633,1.7268,176.5398,596.1252,8.86,35.3546809404,3.7003,2.0392
SH603063,2022-03-31,296.15,0.0868,2.0466,36.16,3.058,1.2448,2.1,0.1258,14.5641,1.2448,0.1534,0.1438,1036.8664,0.3039,203.6199,715.4213,2.07,35.3968748492,,0.442
SH603063,2022-06-30,238.1582,0.2027,14.8665,37.9651,2.464,4.1191,3.55,0.2924,10.2633,2.0038,0.257,0.3409,888.0118,0.7558,177.69,615.5951,3.43,29.2842580334,1.1897,1.013
SH603063,2022-09-30,226.6622,0.3201,-3.6948,36.7282,1.3913,2.9711,5.25,0.46,9.7197,2.9711,0.3864,0.5364,843.4864,1.1912,176.9216,586.9565,5.04,29.4679789371,,1.5261
SH603063,2022-12-31,179.7484,0.5065,-4.3642,33.5221,1.5279,7.077,8.14,0.7314,9.531,4.562,0.6061,0.853,710.7601,2.0028,157.9086,492.2067,7.81,30.2971817832,3.0177,2.2798
SH603063,2023-03-31,251.8892,0.1034,17.0085,32.511,-0.4415,1.3226,2.27,0.1504,12.8602,1.3226,0.177,0.1757,870.4062,0.3573,216.763,598.4043,2.23,32.7147024618,,0.4152
SH603063,2023-06-30,196.8073,0.2551,79.6087,39.9915,0.3978,7.5509,5.75,0.369,13.1678,3.2665,0.4578,0.4369,705.6056,0.9146,178.6423,487.8049,5.59,31.9003426428,1.4739,1.0076
SH603063,2023-09-30,169.5128,0.42,137.2101,49.0383,-0.1626,6.1459,11.07,0.6051,15.47,6.1459,0.9127,0.7197,642.8571,1.5928,172.5791,446.2072,10.46,32.9346441042,,1.5645
SH603063,2023-12-31,148.8895,0.5721,88.7625,33.5645,0.9658,10.9883,13.62,0.8332,13.4698,6.9735,1.1402,1.0083,629.2606,2.4179,158.7022,432.0691,12.75,34.2526758534,3.3896,2.2684
SH603063,2024-03-31,269.2998,0.0757,-20.4091,-10.0428,-5.0629,0.8615,1.39,0.1116,11.3783,0.8615,0.1408,0.1353,1188.9036,0.3342,300.8021,806.4516,1.38,42.5723094487,,0.2992
SH603063,2024-06-30,199.3135,0.1886,-15.1309,-10.3436,-0.5578,6.775,3.89,0.2796,12.4647,2.327,0.3885,0.3404,954.4008,0.9031,243.7373,643.7768,3.87,38.5505161312,0.9265,0.7385
SH603063,2024-09-30,180.4572,0.3128,-32.7977,-11.6075,-0.1471,3.6098,6.32,0.4615,11.7614,3.6098,0.6134,0.5622,863.1714,1.4962,231.4616,585.0488,6.17,37.4750732817,,1.1665
SH603063,2024-12-31,132.7042,0.4913,-9.0865,-0.4993,0.5926,10.4458,10.71,0.717,12.3073,5.7789,1.0348,0.8866,732.7498,2.7128,193.8193,502.0921,10.24,37.861606954,2.5218,1.8574
SH603063,2025-03-31,162.4842,0.0954,70.1934,41.0226,-0.6415,1.2858,2.37,0.1367,13.7319,1.2858,0.2346,0.1694,943.3962,0.5539,248.139,658.376,2.28,38.4063218307,,0.3627
SH603063,2025-06-30,140.658,0.2256,43.4905,36.3867,-0.6991,7.5856,5.29,0.3199,13.114,2.8238,0.5436,0.4064,797.8723,1.2797,214.8741,562.6758,5.09,36.6580357909,1.1287,0.8377
SH603063,2025-09-30,144.0922,0.3261,25.4566,20.1912,0.0576,3.7531,7.18,0.459,12.2766,3.7531,0.7451,0.5875,827.9669,1.8738,217.9001,588.2353,6.76,36.8992159631,,1.2391
SH603063,2025-12-31,115.0196,0.4837,17.703,11.6421,0.769,10.8489,11.17,0.6796,12.9755,5.8263,1.1811,0.8626,744.263,3.1299,193.3093,529.7234,10.3,38.01206181,2.5195,1.8623
SH603063,2026-03-31,264.7059,0.0622,-46.202,-25.8221,-3.6573,0.6227,0.99,0.0857,9.9592,0.6227,0.1245,0.1083,1446.9453,0.34,358.2803,1050.175,0.98,40.6621935752,,0.2512
