instrument,datetime,profit_growth,gross_margin,ar_turn_days,inventory_turn_days,revenue_growth,roa,roe,ar_turnover,net_margin,ocf_to_np,asset_turn_days,inventory_turnover
SH603293,2026-03-31,7.323035400483,20.6750207982,106.729831449358,112.860775647102,8.905814102522,1.5626729415,3.81,0.843250652398,7.1494935398,0.089913412229,411.765252671891,0.797442685326
SH603293,2025-12-31,17.144960436478,17.6815464854,104.877393945317,85.729532003692,4.11693355028,7.117955625,18.28,3.432579571797,6.8831044672,0.087393791064,348.122092739496,4.199253064679
SH603293,2025-09-30,16.230058046543,,,,4.655326851709,,,,,,387.933221734426,
SH603293,2025-06-30,,17.4911485483,125.05740666121,94.500460106576,,2.7449902775,7.25,1.439338978839,6.0775413196,0.23997675133,398.528711199192,1.904752630802
SH603293,2025-03-31,,18.0930513995,,,,,4.23,,7.2507130201,0.001024244854,,
SH603293,2024-12-31,11.189406722629,17.0195363558,109.611081795823,80.942329704136,15.445774814162,6.9519339864,19.07,3.284339449095,6.117898378,0.073409652554,316.810174029054,4.44761104994
SH603293,2024-09-30,,,,,,,,,,,,
SH603293,2023-12-31,107.957911631352,16.3744767568,101.277774651603,84.177473615479,38.095074654157,7.7204714544,20.85,3.554580471761,6.4577997185,0.080680920516,301.12253019403,4.276678599841
SH603293,2022-12-31,,16.5247333211,112.749824397738,106.794628609252,,8.5829786692,23.85,3.19290962911,4.3274262743,0.030717376055,,3.370956055451
