instrument,datetime,asset_turnover,profit_growth,equity_turnover,eps,gross_margin,roe_weighted,ar_turn_days,inventory_turn_days,revenue_growth,roa_alt,roa,roe,ar_turnover,net_margin,fixed_asset_turnover,current_asset_turnover,ocf_to_np,asset_turn_days,inventory_turnover,current_asset_turn_days
SH601595,2021-03-31,0.0653,135.295898317372,0.1135,0.0471,23.0550388214,1.19,79.3651,2.4467,386.8239,0.5284,0.5284,1.18,1.134,9.4643,,0.1291,2.8995,1378.2542,36.7847,697.134
SH601595,2021-06-30,0.1155,116.001874883889,0.1984,0.0603,20.0348059942,1.75,73.5655,3.2939,583.8114,10.3949,0.6885,1.73,2.4468,6.9175,2.2934,0.2273,5.1004,1558.4416,54.647,791.905
SH601595,2021-09-30,0.1558,108.355555226526,0.2673,0.0062,13.1006404535,0.78,82.3799,3.3663,291.7478,0.0714,0.0714,0.77,3.2775,0.529,,0.3139,55.1749,1732.991,80.2058,860.1465
SH601595,2021-12-31,0.2321,105.072046905079,0.3595,0.0315,10.1271393541,1.15,83.7151,1.7429,136.3678,10.3208,0.4079,1.13,4.3003,1.9307,4.7347,0.4474,18.7067,1551.0556,206.5501,804.6491
SH601595,2022-03-31,0.0451,-115.9134,0.077,-0.0075,9.6724560914,-0.07,97.7623,1.1258,-29.4218,-0.0955,-0.0955,-0.07,0.9206,-2.1339,,0.0973,0.431476820933,1995.5654,79.9464,924.9743
SH601595,2022-06-30,0.0564,-768.3418,0.097,-0.4031,-1.7109630841,-9.11,112.4016,1.3068,-51.5275,5.2976,-5.5472,-9.55,1.6014,-95.3793,1.5603,0.1214,0.213293126207,3191.4894,137.7445,1482.7018
SH601595,2022-09-30,0.0859,-6373.1489,0.1457,-0.3872,1.3365563682,-8.73,111.3586,1.4378,-45.5291,-5.4777,-5.4777,-9.14,2.4246,-60.9229,,0.1868,0.052775347904,3143.1898,187.7811,1445.3961
SH601595,2022-12-31,0.1157,-2557.4255,0.1981,-0.7739,1.6920787998,-19.1,121.778,2.0832,-49.6165,0.4232,-11.9365,-21.26,2.9562,-94.1701,3.2281,0.2437,0.209648392097,3111.4952,172.8108,1477.2261
SH601595,2023-03-31,0.0612,2894.58069925441,0.1048,0.084,23.6606997687,2.26,54.8647,2.2262,12.8967,1.3022,1.3022,2.23,1.6404,21.2138,,0.1243,-0.6544,1470.5882,40.4271,724.0547
SH601595,2023-06-30,0.1268,140.511527815169,0.2202,0.1659,24.5952430081,4.12,68.3216,3.9482,96.3874,14.906,2.5112,4.16,2.6346,19.9931,2.0603,0.2557,1.0952,1419.5584,45.5905,703.9499
SH601595,2023-09-30,0.2143,180.339490883889,0.3649,0.3139,25.517213661,7.65,56.3592,4.4547,120.9487,4.7407,4.7407,7.56,4.7907,22.3513,,0.4487,0.6704,1259.916,60.6096,601.7384
SH601595,2023-12-31,0.2706,138.688255164803,0.4592,0.3223,22.8295889995,7.88,54.878,5.7642,115.8916,17.4121,4.8618,7.7,6.56,18.1646,4.3797,0.5183,1.693,1330.3769,62.4548,694.5784
SH601595,2024-03-31,0.0713,37.5755,0.1158,0.1156,30.8397941539,2.76,68.7023,13.5958,18.2575,1.7758,1.7758,2.73,1.31,24.6791,,0.1349,-0.0355,1262.2721,6.6197,667.1609
SH601595,2024-06-30,0.1317,12.1663,0.2108,0.1861,26.7029898519,4.11,64.9163,19.2938,2.3944,16.2711,2.9647,4.15,2.7728,21.9011,1.4425,0.2741,-0.1117,1366.7426,9.3294,656.6946
SH601595,2024-09-30,0.1958,-1.0652,0.3048,0.3105,24.2728400135,6.37,66.797,21.7914,-11.0679,5.0699,5.0699,6.3,4.0421,24.8653,,0.428,0.1346,1378.9581,12.3902,630.8411
SH601595,2024-12-31,0.2431,-16.4594,0.3823,0.2692,23.3907479614,5.47,73.0519,19.5677,-13.1853,18.7086,4.4556,5.49,4.928,17.4796,2.6707,0.5305,0.5787,1480.8721,18.3977,678.6051
SH601595,2025-03-31,0.0918,37.4596,0.1332,0.1589,32.9464796164,3.9,58.2185,24.2268,17.896,2.6513,2.6513,3.83,1.5459,28.7744,,0.2418,-0.3293,980.3922,3.7149,372.2084
SH601595,2025-06-30,0.1333,-27.2283,0.1953,0.1354,25.2227839672,3.23,63.1291,30.1457,-4.9609,16.8556,2.2285,3.18,2.8513,16.7697,1.4554,0.3359,1.5253,1350.3376,5.971,535.8738
SH601595,2025-09-30,0.2613,28.2635,0.3845,0.3983,36.6686035926,8.16,80.7875,25.8077,29.0943,6.3241,6.3241,8.05,3.3421,24.7052,,0.6602,0.4696,1033.2951,10.462,408.967
SH601595,2025-12-31,0.3133,23.7732,0.4946,0.3332,33.4916535085,6.76,71.9367,26.8152,33.0209,17.7608,4.735,6.72,5.0044,16.2644,3.7483,0.7464,3.6836,1149.0584,13.4252,482.3151
SH601595,2026-03-31,0.0571,-73.0744,0.0921,0.0428,26.7861857557,0.77,114.4893,37.0966,-29.1703,0.6418,0.6418,0.77,0.7861,10.9384,,0.1285,-6.1311,1576.1821,2.4261,700.3891
