instrument,datetime,asset_turnover,profit_growth,equity_turnover,eps,gross_margin,roe_weighted,ar_turn_days,inventory_turn_days,revenue_growth,roa_alt,roa,roe,ar_turnover,net_margin,fixed_asset_turnover,current_asset_turnover,ocf_to_np,asset_turn_days,inventory_turnover,current_asset_turn_days
BJ920039,2021-03-31,,49.709352904165,0.115,0.1362,54.9148690251,3.87,6.4331,,56.914385842807,2.6694,2.6694,4.15,13.9902,35.6037,,0.0899,-2.8034,1279.66457256597,,1001.1123
BJ920039,2021-06-30,,19.0035,0.2292,0.298,55.3709703202,8.19,5.55,,22.8606,5.411,5.411,8.56,32.4323,38.1579,,0.1687,-0.4508,1300.39919241604,,1066.9828
BJ920039,2021-09-30,,14.3195,0.3274,0.4163,55.0717826316,11.99,5.059,,14.7618,7.8735,7.8735,11.34,53.3706,38.0101,,0.2519,-0.4071,1299.79773885128,,1071.8539
BJ920039,2021-12-31,0.2874,5.8048,0.443,0.5064,55.2742012077,15.23,3.8578,,8.5284,11.366,9.6527,13.51,93.3177,33.7208,,0.3478,-0.4659,1252.6096,,1035.0776
BJ920039,2022-03-31,0.0596,-8.1923,0.085,0.1138,55.0246067373,2.93,9.305,,-8.8065,2.1025,2.1025,2.89,9.6722,35.8435,,0.0698,1.0561,1510.0671,,1289.3983
BJ920039,2022-06-30,0.1223,-22.5433,0.1751,0.2101,51.9437504356,5.4,5.9674,,-10.9752,5.9753,4.1211,5.74,30.1637,33.1996,5.9592,0.1438,0.864,1471.7907,,1251.7385
BJ920039,2022-09-30,0.1868,-20.0208,0.2724,0.3329,51.1055398511,8.86,5.5012,,-8.221,6.0343,6.0343,8.87,49.0801,33.1232,,0.2176,1.8423,1445.3961,,1240.8088
BJ920039,2022-12-31,0.257,-13.7323,0.3811,0.4369,52.7379932887,11.57,6.0939,,-5.0469,9.1495,7.469,11.39,59.0758,30.6364,13.7024,0.2974,2.0967,1400.7782,,1210.4909
BJ920039,2023-03-31,0.066,10.1609,0.097,0.1254,55.2789426364,3.29,5.7953,,18.1815,2.2673,2.2673,3.24,15.5298,33.4109,,0.0758,-2.7456,1363.6364,,1187.3351
BJ920039,2023-06-30,0.1306,6.4683,0.1944,0.2237,50.4532696351,5.79,6.2118,,15.7654,6.0933,4.1691,5.93,28.9773,30.5334,7.5356,0.1505,-0.8724,1378.2542,,1196.0133
BJ920039,2023-09-30,0.1992,1.2254,0.2973,0.337,53.4020415614,8.85,5.9795,,13.0844,6.0594,6.0594,8.77,45.154,29.6496,,0.2287,-0.0975,1355.4217,,1180.5859
BJ920039,2023-12-31,0.2792,-3.7926,0.408,0.4203,48.8935251416,10.76,6.0357,,10.4777,9.7209,7.7299,10.53,59.645,26.6791,16.3883,0.3206,-0.3287,1289.3983,,1122.8946
BJ920039,2024-03-31,0.0623,-22.4627,0.0846,0.0972,50.1666329203,2.43,5.9848,,-10.594,1.824,1.824,2.41,15.0381,28.9756,,0.0719,-1.8368,1444.6228,,1251.7385
BJ920039,2024-06-30,0.1645,-15.0861,0.2517,0.1899,49.3542843496,4.67,10.9209,,24.5759,6.5058,3.3576,5.7,16.4822,20.8123,9.3562,0.1911,-0.9995,1094.2249,,941.9152
BJ920039,2024-09-30,0.2517,-21.2396,0.3848,0.2654,48.9029422642,7.05,12.2566,,23.9836,4.6065,4.6065,7.9,22.029,18.8349,,0.2913,-0.3831,1072.7056,,926.8795
BJ920039,2024-12-31,0.3797,-12.4274,0.5716,0.3681,45.0995047498,9.75,12.3756,,34.7504,9.5777,6.4067,10.4,29.0896,17.3384,18.9967,0.4401,-0.3268,948.1169,,817.9959
BJ920039,2025-03-31,0.0761,-25.8992,0.1177,0.072,47.0547375783,2.09,28.2388,,24.4834,1.376,1.376,2.07,3.1871,17.2482,,0.0891,-6.7891,1182.6544,,1010.101
BJ920039,2025-06-30,0.1548,-32.9393,0.24,0.1274,45.0359656101,3.66,27.077,,-8.684,6.3361,2.5367,3.81,6.6477,15.2842,6.4683,0.1831,-4.4662,1162.7907,,983.0694
BJ920039,2025-09-30,0.2286,-30.0081,0.3637,0.1858,43.7152701021,5.47,30.4315,,-9.6562,3.4442,3.4442,5.53,8.8724,14.5919,,0.2683,-0.8489,1181.1024,,1006.3362
BJ920039,2025-12-31,0.3212,-46.9156,0.5138,0.1954,41.5638536698,5.8,36.7021,,-15.1178,7.1719,3.5699,5.82,9.8087,10.8433,14.3838,0.3757,-0.863,1120.797,,958.2113
BJ920039,2026-03-31,0.0677,-32.3395,0.1015,0.0487,44.2152436172,1.42,55.2181,,-14.2958,0.9565,0.9565,1.42,1.6299,13.6169,,0.08,-6.2303,1329.3944,,1125.0
