instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920523,2023-03-31,0.687,-26.7825,21.3705598919,742.5743,8.1799,0.1904,0.1212,1.0062,82.6295,1.21,472.6891,0.1477,131.0044,0.0644,3.5978,,1.0062,1.0892,49.2154,1.2
BJ920523,2023-06-30,1.4973,-52.2181,23.1913056492,697.9449,8.6925,0.404,0.2579,8.0871,85.8328,2.74,445.5446,0.3193,120.2164,0.1466,3.3834,0.8191,2.2604,2.0971,13.7797,2.77
BJ920523,2023-09-30,3.1576,-4.2933,26.9672210292,581.7712,12.832,0.7319,0.4641,5.7875,82.2619,7.44,368.9029,0.5806,85.508,0.4043,2.5591,,5.7875,3.2822,22.7491,7.25
BJ920523,2023-12-31,4.0002,20.7656,30.1949030723,565.7709,15.388,0.9912,0.6363,15.6068,77.4777,12.3,363.1961,0.7964,89.9955,0.684,2.1256,2.1434,9.2701,4.6465,23.7902,11.63
BJ920523,2024-03-31,1.5147,473.81,40.5968182968,481.7987,26.1881,0.293,0.1868,4.7846,75.3453,6.08,307.1672,0.2322,59.4177,0.3694,0.6898,,4.7846,1.1945,79.231,5.89
BJ920523,2024-06-30,2.4735,450.9361,42.3730029357,493.9627,27.6963,0.5842,0.3644,15.3024,75.3643,12.9,308.1137,0.4707,72.7714,0.6214,0.9468,1.4259,9.3616,2.3884,72.9125,12.41
BJ920523,2024-09-30,4.5813,236.9326,42.7613921684,479.4885,27.6343,0.9128,0.5631,13.4462,75.358,21.0,295.7932,0.7616,58.9352,1.048,1.1189,,13.4462,3.5829,56.4547,19.29
BJ920523,2024-12-31,5.8471,182.4728,42.7903733622,506.1867,28.9546,1.1499,0.7112,21.975,74.9204,28.64,313.0707,0.9874,61.569,1.4863,1.1431,3.2786,16.968,4.8051,50.121,25.31
BJ920523,2025-03-31,1.3621,19.2088,40.2622060183,688.0734,29.1673,0.2185,0.1308,3.7634,92.3835,5.61,411.8993,0.1922,66.0744,0.3387,0.9467,,3.7634,0.9742,7.0323,5.45
BJ920523,2025-06-30,2.5849,17.5372,42.3826507715,642.6276,29.0981,0.4718,0.2801,13.5491,89.4188,11.81,381.5176,0.4124,69.6352,0.7304,0.6529,1.1749,7.9719,2.013,11.8749,11.59
BJ920523,2025-09-30,4.0931,5.0415,42.9562534228,650.4457,28.6179,0.7051,0.4151,11.2647,86.0147,17.5,382.9244,0.6133,65.9647,1.1008,0.9068,,11.2647,3.139,1.4313,16.5
BJ920523,2025-12-31,5.4963,-3.5458,43.0275338918,658.4964,27.8284,0.9259,0.5467,20.2405,89.9281,22.35,388.8109,0.8001,65.4986,1.4336,0.887,2.314,14.2136,4.0032,0.3576,20.46
BJ920523,2026-03-31,1.283,-25.9957,39.4127182247,751.8797,20.6316,0.2057,0.1197,2.4526,88.7224,3.52,437.5304,0.1704,70.1481,0.2507,1.6913,,2.4526,1.0144,4.6217,3.45
