instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920270,2023-03-31,0.437,71.7548,42.7163618769,874.6356,27.2368,0.1158,0.1029,2.8001,68.0375,3.12,777.2021,0.1147,205.9497,0.2697,2.2825,,2.8001,1.3228,18.3488,3.07
BJ920270,2023-06-30,1.0967,37.2678,39.2982086714,732.3027,25.7269,0.2881,0.2458,13.0032,68.9127,7.22,624.7831,0.286,164.1287,0.6304,1.7786,6.2407,6.1126,2.612,48.4561,7.3
BJ920270,2023-09-30,1.8471,48.6203,42.133011519,658.5366,26.3498,0.4844,0.41,10.3703,75.6514,12.3,557.3906,0.4682,146.1751,0.5424,1.5201,,10.3703,3.569,63.8825,11.94
BJ920270,2023-12-31,2.2132,31.5548,42.1820000587,714.995,25.6308,0.6251,0.5035,18.8435,68.8231,14.97,575.9079,0.5814,162.6604,0.6643,1.5312,13.3403,12.1147,5.2308,36.6862,14.24
BJ920270,2024-03-31,0.4416,10.5159,42.4577835299,900.0,27.3036,0.1383,0.1,2.741,68.4932,3.14,650.7592,0.1152,203.8043,0.149,0.7844,,2.741,1.314,10.2452,3.1
BJ920270,2024-06-30,1.053,4.6914,42.102887136,777.5378,25.4331,0.3264,0.2315,12.5183,70.5772,7.08,551.4706,0.2833,170.9402,0.33,0.6413,6.4597,5.7608,2.5504,5.9006,7.34
BJ920270,2024-09-30,1.6984,1.5213,42.6872943654,709.4062,26.3968,0.5572,0.3806,10.0522,55.7264,11.54,484.5657,0.4448,158.9732,0.4589,1.0189,,10.0522,4.8451,1.3403,11.68
BJ920270,2024-12-31,2.6788,7.3927,41.1162953464,693.2409,24.5583,0.7603,0.5193,19.5532,61.1704,15.08,473.4973,0.6088,134.3885,0.5945,1.1219,14.3933,12.5055,5.8852,12.0828,14.62
BJ920270,2025-03-31,0.4773,-27.9208,41.9709421662,1057.5793,22.3205,0.1365,0.0851,1.9154,83.5344,2.18,659.3407,0.0976,188.5607,0.0895,1.1043,,1.9154,1.0774,-11.8289,2.15
BJ920270,2025-06-30,1.1882,-22.3707,41.6036599592,846.6604,22.1226,0.353,0.2126,13.0538,71.2251,5.44,509.915,0.246,151.4896,0.2135,1.3577,5.9386,4.9362,2.5272,-10.7542,5.65
BJ920270,2025-09-30,1.8654,-27.0849,40.5963342872,822.1681,21.9207,0.5519,0.3284,7.3649,61.3678,8.23,489.2191,0.3833,144.7411,0.3346,1.2259,,7.3649,4.3997,-12.196,8.58
BJ920270,2025-12-31,2.6484,-42.0071,38.9576249867,847.2582,16.9465,0.7706,0.4249,15.0511,57.7998,8.83,467.1684,0.5102,135.9311,0.3448,1.8591,1.7998,7.1503,6.2284,-15.9588,8.82
BJ920270,2026-03-31,0.6906,-36.1169,35.5671562881,865.3846,11.5526,0.2311,0.104,1.2165,43.7637,1.45,389.4418,0.1257,130.3215,0.0572,-1.2696,,1.2165,2.0565,23.427,1.44
