instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920510,2023-03-31,0.7273,-158.2209,22.669651058,1052.6316,-5.7548,0.2684,0.0855,-0.4964,123.6264,-0.63,335.3204,0.1089,123.7454,-0.0187,0.362235371862,,-0.4964,0.728,-33.1622,-0.63
BJ920510,2023-06-30,1.5527,-74.6884,28.0915553165,941.4226,3.4414,0.6078,0.1912,38.6912,120.3611,0.83,296.15,0.2422,115.9271,0.025,8.2855,0.5062,0.6624,1.4955,-24.9879,0.83
BJ920510,2023-09-30,2.5361,-41.1818,30.7576076731,888.7426,10.5477,0.9933,0.3038,3.1908,117.9297,4.04,271.8212,0.3827,106.4627,0.1231,2.4506,,3.1908,2.2895,-18.9673,3.96
BJ920510,2023-12-31,3.1861,-51.3891,35.3422979157,899.1009,16.8539,1.2944,0.4004,42.5005,129.7204,8.66,278.1211,0.5137,112.9908,0.2704,1.2981,0.8371,6.4525,2.7752,-16.1226,8.3
BJ920510,2024-03-31,0.8878,333.331472107484,37.1024821482,866.2175,9.9891,0.377,0.1039,1.0364,122.7663,1.33,238.7268,0.1329,101.3742,0.0435,4.3225,,1.0364,0.7331,34.4238,1.32
BJ920510,2024-06-30,1.7889,324.6226,37.1271516915,853.8899,11.6954,0.7095,0.2108,38.9063,118.6552,3.23,253.6998,0.2792,100.6205,0.1062,2.9216,0.3718,2.4002,1.517,24.9468,3.27
BJ920510,2024-09-30,2.7562,35.6773,36.7889590246,830.5137,12.0047,1.1175,0.3251,3.8228,122.0063,5.17,241.6107,0.4413,97.961,0.1193,2.0367,,3.8228,2.213,19.2104,5.48
BJ920510,2024-12-31,3.2543,-40.8113,36.3073859114,878.6917,9.061,1.3847,0.4097,42.5063,115.1705,5.06,259.9841,0.5608,110.6229,0.1143,3.054,0.6968,3.6112,3.1258,10.0938,5.26
BJ920510,2025-03-31,0.7511,-141.342,25.8542346444,1022.7273,-4.6481,0.2852,0.088,-0.4121,103.5316,-0.59,315.568,0.1277,119.8243,-0.0129,0.139406737321,,-0.4121,0.8693,-11.1528,-0.6
BJ920510,2025-06-30,1.4619,-110.7527,27.0552844647,998.3361,-1.4801,0.6204,0.1803,44.4059,96.6184,-0.38,290.1354,0.2533,123.1274,-0.0082,0.256679986906,0.2893,-0.2769,1.863,-15.0374,-0.37
BJ920510,2025-09-30,2.0867,-139.9931,27.0096301456,970.1761,-5.606,0.9706,0.2783,-1.6176,95.0537,-2.19,278.1784,0.3914,129.3909,-0.0477,0.231992984277,,-1.6176,2.8405,-14.3584,-2.19
BJ920510,2025-12-31,2.7808,-173.8439,27.2833665576,964.1136,-7.4172,1.3186,0.3734,44.8959,94.0832,-3.94,273.0168,0.531,129.4591,-0.0844,0.162760941573,0.5823,-2.8806,3.8264,-9.7914,-3.99
BJ920510,2026-03-31,0.7839,58.610520205448,26.7044240127,799.2895,-1.6142,0.4488,0.1126,-0.1819,71.1687,-0.25,200.5348,0.1557,114.8106,-0.0053,0.158641362327,,-0.1819,1.2646,19.1788,-0.25
