instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920001,2023-03-31,0.5147,-44.0424,35.7443817253,1515.1515,18.8535,0.0639,0.0594,1.1229,133.5708,1.16,1408.4507,0.0617,174.8591,0.0568,-0.9454,,1.1229,0.6738,-26.548,1.16
BJ920001,2023-06-30,1.2552,-35.522,33.2085471791,1346.2977,20.6009,0.1472,0.1337,21.182,127.0648,2.88,1222.8261,0.1396,143.4034,0.1388,0.984,2.5521,2.7748,1.4166,-18.3922,2.89
BJ920001,2023-09-30,1.8493,-38.6495,32.8219667483,1366.3968,20.285,0.2187,0.1976,4.0353,123.5302,4.16,1234.5679,0.2052,146.0012,0.2022,1.1349,,4.0353,2.1857,-23.2876,4.16
BJ920001,2023-12-31,2.7105,-50.5934,30.3676025682,1380.3681,15.6273,0.2955,0.2608,22.678,116.569,4.27,1218.2741,0.2712,132.8168,0.206,1.5173,5.0709,4.0959,3.0883,-23.9602,4.24
BJ920001,2024-03-31,0.8006,-16.3136,28.4318863745,1412.8728,14.8076,0.0768,0.0637,0.9419,103.0102,0.97,1171.875,0.0657,112.4157,0.0475,0.1047,,0.9419,0.8737,6.552,0.97
BJ920001,2024-06-30,1.607,-26.2228,29.2277464777,1323.5294,14.3979,0.1719,0.136,19.3364,100.846,2.08,1047.1204,0.1462,112.01,0.1024,0.8378,2.9063,1.8866,1.7849,5.5625,2.1
BJ920001,2024-09-30,2.2748,-23.1398,30.1009026152,1294.964,14.1923,0.2676,0.2085,2.8393,98.2211,3.18,1008.9686,0.2239,118.6918,0.1554,0.1174,,2.8393,2.7489,9.856,3.16
BJ920001,2024-12-31,2.3702,4.0874,28.4871469546,1345.2915,15.129,0.3544,0.2676,21.1475,96.988,4.38,1015.8014,0.2885,151.8859,0.2144,-0.2868,3.7243,3.8555,3.7118,7.5153,4.32
BJ920001,2025-03-31,0.3389,-16.4972,34.0576624726,1750.9728,13.9358,0.0762,0.0514,0.7201,115.5476,0.8,1181.1024,0.0571,265.5651,0.0397,0.0253,,0.7201,0.7789,-11.273,0.79
BJ920001,2025-06-30,0.8468,-39.7774,28.7452426326,1506.2762,9.3486,0.1929,0.1195,19.1027,110.9331,1.24,933.126,0.1333,212.565,0.0617,2.2921,1.2413,1.1247,1.6226,-7.25,1.25
BJ920001,2025-09-30,1.2818,-61.5617,24.9579426934,1461.039,5.8305,0.297,0.1848,1.0815,104.6025,1.2,909.0909,0.207,210.6413,0.0597,0.9713,,1.0815,2.5812,-6.4345,1.21
BJ920001,2025-12-31,2.2123,-159.5057,12.595863225,1405.1522,-9.2123,0.4262,0.2562,16.7578,103.5822,-2.64,844.6739,0.2882,162.7266,-0.1276,0.032883144013,1.5306,-2.4291,3.4755,-2.2762,-2.74
BJ920001,2026-03-31,0.5502,-190.5509,14.4104521507,1347.3054,-10.3283,0.1301,0.0668,-0.6957,101.9483,-0.78,691.7756,0.0751,163.5769,-0.0359,-0.182190730696,,-0.6957,0.8828,22.178,-0.78
