instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ300850,2021-03-31,287.597,12.9872,0.3622,4.7,86.3807,0.688,2.0997,0.1649,1.0915,4.59,545.7853,,168.2806,82.4553,2.0997,1.0419,0.2362,381.033,-4.3706,27.3112744372
SZ300850,2021-06-30,132.479,13.9039,0.7981,11.0,77.4627,0.9727,10.3951,0.3482,2.0782,10.65,516.9443,2.4163,74.7319,86.6134,4.4906,2.3237,0.5037,357.3556,-1.1486,28.4856376717
SZ300850,2021-09-30,44.9365,21.051,0.7859,21.67,69.2912,2.062,7.0734,0.4226,2.668,12.04,638.902,,54.5156,101.1994,7.0734,3.8966,0.5962,452.8682,-1.2815,31.3824717134
SZ300850,2021-12-31,19.9803,20.7938,0.9865,23.07,93.2232,2.6556,12.6975,0.5164,3.7844,14.97,697.134,3.898,21.2647,95.1274,8.2322,3.8617,0.7678,468.8721,-0.6647,30.8213343657
SZ300850,2022-03-31,14.6628,15.6926,0.1809,2.8,117.801,0.521,1.5116,0.0995,0.6423,2.77,904.5226,,38.5485,140.1214,1.5116,0.764,0.1601,562.1487,0.3799,34.4224414479
SZ300850,2022-06-30,0.1335,19.7772,0.35,6.85,108.1926,0.7572,8.391,0.1924,1.3942,6.69,935.5509,1.3594,42.4314,129.1063,3.6372,1.6637,0.3312,543.4783,1.0434,31.307011073
SZ300850,2022-09-30,2.7949,17.5584,0.5345,9.34,119.9147,1.04,4.3265,0.2754,2.0434,8.98,980.3922,,-14.2601,132.1327,4.3265,2.2516,0.4894,551.696,1.5956,29.0874245419
SZ300850,2022-12-31,7.1291,12.3777,0.7111,8.67,121.7491,0.9961,7.6284,0.3438,2.7811,8.17,1047.1204,2.2573,-36.2302,129.4452,3.5778,2.9569,0.5936,606.469,0.3098,27.5027166449
SZ300850,2023-03-31,-21.4099,9.6085,0.1272,1.14,252.0302,0.1475,0.5085,0.054,0.486,1.13,1666.6667,,-51.8798,185.1852,0.5085,0.3571,0.1021,881.4887,-1.4755,27.0055786514
SZ300850,2023-06-30,-3.7911,9.0718,0.304,2.58,212.3393,0.3342,5.9518,0.1309,1.1667,2.56,1375.0955,0.7374,-55.8688,154.2813,1.1742,0.8477,0.256,703.125,-2.928,25.927697749
SZ300850,2023-09-30,7.1209,16.9702,0.4762,8.44,166.0721,1.0279,3.6835,0.2223,1.7756,7.18,1214.5749,,3.5322,152.0613,3.6835,1.6258,0.4496,600.5338,-1.1016,26.6393986187
SZ300850,2023-12-31,6.4134,13.9306,0.6178,8.87,151.5279,1.0965,9.2769,0.2995,2.7058,7.38,1202.0033,1.365,19.7637,133.0475,4.0662,2.3758,0.6269,574.2543,-0.2009,26.2883321561
SZ300850,2024-03-31,-11.7576,-11.2888,0.0865,-1.02,250.0,-0.1405,-0.5094,0.0456,0.4244,-1.03,1973.6842,,-203.6741,212.0641,-0.5094,0.36,0.1065,845.0704,0.628601557533,19.196689443
SZ300850,2024-06-30,-12.9414,-8.93,0.2064,-2.01,204.7316,-0.2632,5.2426,0.1067,1.0298,-2.04,1686.9728,0.3817,-185.6973,174.7912,-0.9306,0.8792,0.2485,724.3461,0.274514888277,14.930596555
SZ300850,2024-09-30,-6.0597,-1.1604,0.3809,-0.72,160.4755,-0.0636,-0.2335,0.2022,1.699,-0.72,1335.3116,,-106.4235,158.917,-0.2335,1.6825,0.4687,576.0614,0.195672023523,16.4145351844
SZ300850,2024-12-31,4.3188,2.9096,0.565,1.28,136.214,0.2389,8.5818,0.2994,2.4012,1.28,1202.4048,0.9198,-78.2117,149.925,0.8567,2.6429,0.6914,520.6827,5.1773,18.5339304997
SZ300850,2025-03-31,107.4564,18.9458,0.1738,3.28,123.5585,0.4892,1.6582,0.09,0.6592,3.23,1000.0,,429.279013442252,136.5291,1.6582,0.7284,0.1999,450.2251,0.5743,26.7127698259
SZ300850,2025-06-30,108.9776,18.6435,0.3888,7.4,111.8499,1.0815,12.2267,0.2083,1.3501,6.74,864.1383,0.561,496.603266090087,133.3235,3.6746,1.6093,0.4508,399.2902,0.235,28.4784610526
SZ300850,2025-09-30,84.1024,18.937,0.5878,12.07,98.8902,1.6546,5.973,0.337,2.0413,9.68,801.1869,,1939.50171569441,132.2687,5.973,2.7303,0.7152,377.5168,0.1159,28.8797396334
SZ300850,2025-12-31,57.1114,18.2199,0.7423,13.78,114.7849,2.0363,16.7996,0.4269,3.1803,11.69,843.2888,1.1937,883.8392,113.1969,7.2199,3.1363,0.8958,401.8754,0.0218,28.0047237145
SZ300850,2026-03-31,-4.3091,17.1507,0.1216,2.11,204.918,0.3671,1.2695,0.0749,0.5794,2.09,1201.6021,,-13.3758,155.3331,1.2695,0.4392,0.1461,616.0164,1.2852,28.9106947395
