instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920768,2023-03-31,0.7479,-278.6763,2.6498457396,563.9098,-6.1889,0.2293,0.1596,-1.0273,73.6377,-1.77,392.4989,0.2864,120.3369,-0.1109,-0.207006609791,,-1.0273,1.2222,-21.8338,-1.79
BJ920768,2023-06-30,1.6161,-221.8599,3.1691134719,486.0924,-4.8258,0.5355,0.3703,11.8525,63.6943,-3.2,336.1345,0.6655,111.3792,-0.199,-0.036019630764,1.4734,-1.8745,2.826,-20.561,-3.27
BJ920768,2023-09-30,2.4499,-298.7803,2.6556352947,466.3212,-5.1705,0.8253,0.579,-3.0249,65.2111,-5.64,327.1538,1.0911,110.2086,-0.3454,-0.047868002254,,-3.0249,4.1404,-7.0723,-5.83
BJ920768,2023-12-31,3.8866,-403.893,2.886480001,398.8478,-3.4824,1.3097,0.9026,5.9647,60.5744,-5.83,274.8721,1.6736,92.6259,-0.3565,-0.084131289085,3.7768,-3.2331,5.9431,12.1967,-6.02
BJ920768,2024-03-31,0.9555,60.035879217901,7.7820054587,326.2051,-1.4053,0.4018,0.2759,-0.3742,54.8079,-0.75,223.992,0.5351,94.1915,-0.0443,-0.218476770484,,-0.3742,1.6421,76.0001,-0.75
BJ920768,2024-06-30,2.4896,97.723332497013,7.0223465589,285.2615,-0.0619,0.9145,0.631,9.425,52.7194,-0.08,196.8289,1.2371,72.3008,-0.0045,-0.054205953709,2.765,-0.0372,3.4143,77.5005,-0.08
BJ920768,2024-09-30,3.8945,82.084857480825,6.6287630844,283.673,-0.5764,1.3954,0.9518,-0.5366,47.9642,-1.05,193.4929,1.8233,69.3285,-0.0619,-0.019423523134,,-0.5366,5.6292,60.6947,-1.06
BJ920768,2024-12-31,5.4864,90.709214989607,6.8640811339,283.0634,-0.2259,1.8377,1.2718,10.4914,50.5931,-0.56,195.897,2.4845,65.6168,-0.0331,-0.008099521939,5.5891,-0.2752,7.1156,43.2393,-0.56
BJ920768,2025-03-31,1.5757,321.797414025787,10.9368958003,287.3563,2.6243,0.4424,0.3132,0.8269,51.9091,1.66,203.4358,0.6314,57.1175,0.0983,-1.0878,,0.8269,1.7338,18.7691,1.64
BJ920768,2025-06-30,3.3496,5914.21932554695,11.5307187736,281.4699,3.441,0.9025,0.6395,14.1313,56.3892,4.38,199.446,1.2721,53.7378,0.2634,0.0594,2.8346,2.2127,3.1921,4.5842,4.28
BJ920768,2025-09-30,5.2503,767.402893751547,10.8839594743,277.0083,3.4324,1.3571,0.9747,3.2633,56.3439,6.78,198.9537,1.9751,51.4256,0.4129,1.6529,,3.2633,4.792,12.0821,6.56
BJ920768,2025-12-31,6.5964,1569.75805373505,10.4616378712,279.0698,2.9585,1.7713,1.29,15.3186,65.8665,7.94,203.2406,2.6847,54.5752,0.4867,1.7761,6.1962,3.6119,5.4656,12.211,7.64
BJ920768,2026-03-31,1.6272,43.2572,10.4548969544,285.8958,3.2779,0.4199,0.3148,1.0189,73.3018,2.19,214.3367,0.6677,55.3097,0.1409,0.1611,,1.0189,1.2278,14.6944,2.17
