instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SZ300262,2021-03-31,-113.6058,345.7549,0.0198,984.6827,-0.036,0.2603,4545.4545,0.0571,0.02,-53.2069,0.0914,39.9393089323,0.02,0.153830397257,-0.036,-0.0029,0.5653,,-1.8186,159.2075
SZ300262,2021-06-30,-513.6611,281.5139,0.0468,825.6881,1.8425,0.6394,3846.1538,0.1343,-1.46,-49.5584,0.218,35.3490139518,-1.47,0.333744593516,-0.5956,-0.0463,1.2271,1.1459,-12.6159,146.6873
SZ300262,2021-09-30,-4816.9068,343.5552,0.0615,941.0945,-1.6308,0.7859,4390.2439,0.1794,-4.21,-34.5165,0.2869,34.7364262644,-4.41,0.12521766017,-1.6308,-0.1268,1.5653,,-26.2521,172.4909
SZ300262,2021-12-31,-177.234562588382,110.6365,0.0296,2650.9573,-32.7997,3.2539,12162.1622,0.1159,-115.24,-68.2478,0.1358,-297.8052454453,-235.79,0.811619550258,-35.7483,-2.0739,0.7434,0.5358,-1019.6264,484.2615
SZ300262,2022-03-31,-16756.7127586675,185.7202,0.0129,1510.0671,-1.4402,0.4846,6976.7442,0.1038,-10.16,-52.7754,0.0596,-0.8107740762,-10.7,0.220591652669,-1.4402,-0.0828,0.2839,,-111.568,317.013
SZ300262,2022-06-30,-372.332987665414,150.0625,0.0319,1184.2105,-0.1201,1.1995,5642.6332,0.2761,-25.9,-50.1293,0.152,0.2656343134,-29.02,0.308770278659,-3.4726,-0.1975,0.6994,0.434,-107.8132,257.3635
SZ300262,2022-09-30,-111.563764023476,160.3897,0.0522,1076.1259,-4.5071,1.6834,5172.4138,0.4638,-35.13,-38.0493,0.2509,9.6368464771,-40.28,0.096112256765,-4.5071,-0.2552,1.2132,,-85.332,222.5519
SZ300262,2022-12-31,70.38088134541,142.5235,0.0707,917.6651,-7.5938,2.5259,5091.9378,0.8812,-105.8,93.5233,0.3923,15.8233646582,-218.07,0.041589127553,-11.4227,-0.6101,1.4973,0.9379,-155.0057,240.4328
SZ300262,2023-03-31,64.789592284884,150.5268,0.0228,584.4156,-0.0968,0.5979,3947.3684,0.8732,-0.73,64.9002,0.154,29.6966951184,-2.76,-0.30861794026,-0.0968,-0.0052,0.4701,,-4.2537,191.4486
SZ300262,2023-06-30,43.281325776057,106.863,0.042,630.6938,2.0872,1.6844,4285.7143,2.3777,-47.54,22.541,0.2854,22.3489718082,-62.37,-0.044860960721,-2.0083,-0.1075,0.8031,0.5638,-47.9045,224.1315
SZ300262,2023-09-30,55.405331923598,114.276,0.0619,687.0229,-2.2609,2.3627,4361.874,3.3481,-78.36,6.2897,0.393,19.4708547736,-63.16,1.357535282199,-2.2609,-0.1115,1.1273,,-35.0851,239.5103
SZ300262,2023-12-31,72.078034417777,132.387,0.0795,640.1138,1.7312,2.7193,4528.3019,6.556,-86.03,1.6171,0.5624,24.3758703758,-146.51,1.004165209526,-3.5142,-0.1658,1.8595,1.0286,-41.4431,193.6004
SZ300262,2024-03-31,71.131350485428,158.2835,0.0182,705.3292,-0.1643,0.5686,4945.0549,,-7.56,-29.8055,0.1276,29.6798605767,-7.68,-0.080884916743,-0.1643,-0.0077,0.4787,,-9.0125,188.0092
SZ300262,2024-06-30,59.037880419682,246.2043,0.0186,1376.1468,-1.0071,0.7311,9677.4194,,-53.28,-61.1855,0.1308,3.0796573067,-79.65,-0.348296917464,-1.0071,-0.0467,0.5095,,-53.6027,353.2875
SZ300262,2024-09-30,-191.910419692532,221.2389,0.0365,1057.1652,-7.1874,1.2204,7397.2603,,0.0,-46.909,0.2554,10.7477261599,,-0.47703510403,-7.1874,-0.3255,1.1207,,-192.8078,240.9209
SZ300262,2024-12-31,-187.574759762119,219.7936,0.0545,994.7499,-11.7696,1.6379,6605.5046,,,-41.1444,0.3619,43.5903363635,,1.591636894253,-11.7696,-0.4614,1.3249,,-196.0087,271.7186
SZ300262,2025-06-30,82.392679619096,299.8501,,1191.2641,-0.3312,0.6003,6516.78907426135,,0.0,22.0797,0.1511,65.2451930273,,-1.040888101504,-0.3312,-0.0125,0.5225,,-11.7736,344.4976
SZ300262,2025-12-31,25.917357330719,133.2248,,1016.0881,-10.6067,2.7022,5486.59765285077,,,3.7843,0.3543,40.2252769423,,0.067607337105,-10.6067,-0.3741,1.1116,,-153.102,323.8575
