instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920249,2023-03-31,0.5385,-81.5731,14.8788876764,359.8561,1.4741,0.2845,0.2501,0.3544,112.3596,1.01,316.3445,0.6125,167.1309,0.0172,-1.3113,,0.3544,0.801,-13.4693,0.89
BJ920249,2023-06-30,1.1378,-93.8632,14.2994367855,322.4651,0.4515,0.6397,0.5582,3.9248,97.5821,0.68,281.3819,1.3719,158.2,0.0114,-9.7279,11.1965,0.2501,1.8446,-17.204,0.69
BJ920249,2023-09-30,1.6541,-102.8987,13.1789613754,311.6343,-0.1664,0.9896,0.8664,-0.1411,87.0855,-0.18,272.8375,2.1687,163.2308,-0.0066,-0.051183137048,,-0.1411,3.1004,-13.464,-0.18
BJ920249,2023-12-31,2.7261,-105.8222,13.337223114,301.2552,-0.2695,1.3586,1.195,3.4772,102.9719,-0.76,264.9787,3.1405,132.0568,-0.0155,-0.020195394306,18.5584,-0.3016,3.4961,-5.8982,-0.77
BJ920249,2024-03-31,0.4433,-453.057,11.5898888402,440.3131,-5.818,0.2311,0.2044,-1.1944,131.9261,-3.29,389.4418,0.5655,203.0228,-0.0609,-0.037693072752,,-1.1944,0.6822,-10.5439,-3.33
BJ920249,2024-06-30,0.9515,-969.0667,12.7603456747,412.6547,-4.459,0.4934,0.4362,2.3531,129.7671,-5.32,364.8156,1.2091,189.175,-0.0991,-0.052475903695,5.6751,-1.9633,1.3871,-11.9978,-5.46
BJ920249,2024-09-30,1.519,-3389.68298688809,13.4217686872,396.4176,-3.3822,0.7759,0.6811,-2.3266,130.7443,-6.35,347.983,1.8948,177.7485,-0.1173,-0.050627827109,,-2.3266,2.0651,-12.7936,-6.51
BJ920249,2024-12-31,2.1964,-741.824629155646,14.5593759639,369.9517,-5.5526,1.1129,0.9731,-0.4224,118.8433,-14.54,323.4792,2.6238,163.9046,-0.2579,0.029401526148,12.1877,-5.8561,3.0292,-19.2837,-15.49
BJ920249,2025-03-31,0.7054,111.683872003248,14.6752481472,329.5496,0.5453,0.3154,0.2731,0.1439,108.972,0.43,285.3519,0.7479,127.5872,0.0068,8.9489,,0.1439,0.8259,19.1396,0.42
BJ920249,2025-06-30,1.599,125.942112362936,14.8354374557,299.5008,0.9046,0.6923,0.601,5.7059,103.6389,1.5,260.0029,1.6484,112.5704,0.0251,7.815,7.6613,0.519,1.7368,25.0419,1.49
BJ920249,2025-09-30,2.4303,135.82415851191,14.7431467091,292.2394,0.9851,1.0675,0.9239,0.8712,101.3019,2.44,252.9274,2.5017,111.0974,0.042,6.1465,,0.8712,2.6653,22.8221,2.39
BJ920249,2025-12-31,3.3879,139.252711089779,16.2795743492,285.6689,1.7228,1.4584,1.2602,7.8093,98.4979,5.87,246.8459,3.3129,106.2605,0.0994,3.1417,15.3794,2.092,3.6549,24.1752,5.55
BJ920249,2026-03-31,0.9246,403.7781,15.1306678187,293.3507,2.2285,0.3523,0.3068,0.6499,109.2763,1.92,255.4641,0.8383,97.3394,0.0342,1.7974,,0.6499,0.8236,23.2651,1.9
