instrument,datetime,asset_turnover,profit_growth,equity_turnover,eps,gross_margin,roe_weighted,ar_turn_days,inventory_turn_days,revenue_growth,roa_alt,roa,roe,ar_turnover,net_margin,fixed_asset_turnover,current_asset_turnover,ocf_to_np,asset_turn_days,inventory_turnover,current_asset_turn_days
SH600408,2021-03-31,0.468,2975.62266573647,0.9899,0.2535,15.1367315961,9.55,26.4869,13.2341,71.9528,4.4452,4.4452,9.12,3.3979,9.6427,,1.4302,0.6877,192.3077,6.8006,62.9283
SH600408,2021-06-30,1.0036,6030.7676,2.0556,0.4398,12.3987745099,16.02,24.7219,12.9252,50.2426,45.5045,7.6805,14.83,7.281,7.7862,2.0558,3.0872,0.4126,179.3543,13.9263,58.3053
SH600408,2021-09-30,1.6951,614.9155,3.4046,0.45,8.2199494302,16.35,22.3048,11.8667,52.1887,8.1381,8.1381,15.12,12.105,4.8002,,5.472,0.6683,159.2826,22.7527,49.3421
SH600408,2021-12-31,2.3961,-14.8817,4.8444,0.2818,5.1574101139,10.57,11.376,10.2653,47.7829,47.6198,5.3788,10.07,31.6455,2.184,4.7215,8.4741,1.7097,150.2441,35.0695,42.4824
SH600408,2022-03-31,0.6109,-79.9519,1.1353,0.0508,4.495607889,1.8,1.0457,13.5931,21.9863,0.9662,0.9662,1.78,86.0695,1.5847,,2.4548,-2.733,147.3236,6.621,36.6629
SH600408,2022-06-30,1.2614,-74.4654,2.4576,0.1123,4.1557644326,3.94,0.9896,12.8782,24.2892,40.5452,1.9058,3.86,181.8931,1.5996,2.6781,5.0949,-1.798,142.6986,13.9771,35.3294
SH600408,2022-09-30,1.8227,-114.099,3.6422,-0.0634,2.1412602866,-2.29,0.8246,10.4564,7.5927,-1.0886,-1.0886,-2.31,327.4131,-0.629,,7.4283,0.009379725294,148.1319,25.8214,36.3475
SH600408,2022-12-31,2.4224,-204.8783,4.7527,-0.2955,0.6650174438,-11.14,0.7825,11.1999,-2.2604,39.9428,-5.7128,-11.79,460.0382,-2.3435,4.805,11.9189,0.00159631848,148.6129,32.1432,30.2041
SH600408,2023-03-31,0.5058,-340.7611,1.0697,-0.1223,-1.9221860245,-5.01,1.013,13.0989,-18.2587,-2.3568,-2.3568,-5.13,88.8439,-4.6677,,3.1298,0.046387746451,177.9359,6.8708,28.7558
SH600408,2023-06-30,1.0202,-341.073,2.1883,-0.2707,-2.1770670651,-11.44,0.934,11.1685,-25.998,43.5466,-5.4024,-12.13,192.71,-5.2111,1.928,6.6471,0.033226246776,176.436,16.1167,27.0795
SH600408,2023-09-30,1.5305,-586.335135546805,3.3683,-0.4336,-2.4475010612,-18.96,0.8373,11.8285,-23.3861,-8.8065,-8.8065,-20.93,322.4518,-5.6119,,10.1955,0.024195400171,176.4129,22.8263,26.4823
SH600408,2023-12-31,1.9669,-128.121558796177,4.5758,-0.6737,-2.87946294,-31.09,0.5874,12.1394,-21.1866,37.9981,-13.6574,-36.83,612.8193,-6.7788,3.7539,12.951,0.032035390412,183.0291,29.6555,27.7971
SH600408,2024-03-31,0.3671,-0.994983662514,1.0094,-0.1235,-3.5987237072,-6.98,0.5907,14.2694,-31.5699,-2.5537,-2.5537,-7.21,152.3709,-6.8882,,2.5262,0.027978903456,245.1648,6.3072,35.6266
SH600408,2024-06-30,0.7398,32.810333691645,2.0995,-0.1821,-0.7570577518,-10.45,0.3389,15.2881,-29.3699,49.0832,-3.652,-11.0,531.1097,-4.9632,1.4471,4.6737,0.068582398809,243.309,11.7739,38.5134
SH600408,2024-09-30,1.0364,31.108512693762,3.0267,-0.299,-1.3281226826,-17.74,0.7248,15.68,-33.771,-6.0502,-6.0502,-19.39,372.5037,-5.843,,6.4661,0.068600596374,260.5172,17.2194,41.7562
SH600408,2024-12-31,1.3963,50.574651276919,3.9047,-0.3322,-0.564227435,-19.98,0.7171,14.4564,-33.2869,52.2653,-7.279,-22.13,502.0117,-5.0103,2.5517,10.1144,0.034244990287,257.8242,24.9025,35.5928
SH600408,2025-03-31,0.2265,53.626500821657,0.6725,-0.0572,0.272710802,-3.89,1.6534,19.67,-42.5347,-1.2613,-1.2613,-3.96,54.4321,-5.552,,1.7567,0.010753595276,397.351,4.5755,51.2324
SH600408,2025-06-30,0.53,49.176583608419,1.5633,-0.0914,1.1384622896,-6.34,1.5893,18.8212,-35.4696,62.1049,-2.0915,-6.55,113.2603,-3.8607,0.9128,4.4673,0.036183660823,339.6226,9.5637,40.2928
SH600408,2025-09-30,0.8454,48.17528139359,2.5344,-0.1536,0.7484484737,-10.86,1.1742,17.9797,-26.5519,-3.5497,-3.5497,-11.48,229.9462,-4.087,,6.9706,0.042572011738,319.3754,15.0169,38.7341
SH600408,2025-12-31,1.1413,10.519656253655,3.5175,-0.2991,-0.0461523949,-22.03,0.9288,14.6003,-25.3445,63.4118,-7.2774,-24.82,387.6134,-6.0426,1.9372,10.9457,0.045055772013,315.4298,24.657,32.8896
SH600408,2026-03-31,0.2975,13.428348933941,0.9965,-0.0492,0.1242850847,-4.22,0.9861,15.5237,18.7264,-1.1955,-1.1955,-4.32,91.2687,-4.0208,,3.4128,0.086093222947,302.521,5.7976,26.3713
