instrument,datetime,asset_turnover,profit_growth,equity_turnover,eps,gross_margin,roe_weighted,ar_turn_days,inventory_turn_days,revenue_growth,roa_alt,roa,roe,ar_turnover,net_margin,fixed_asset_turnover,current_asset_turnover,ocf_to_np,asset_turn_days,inventory_turnover,current_asset_turn_days
BJ920145,2021-03-31,,,0.1353,0.0301,49.5787973376,1.01,,,,,,1.01,,15.0701,,,12.9649,,,
BJ920145,2021-06-30,,-42.8607,0.1765,0.1265,51.4492050172,4.41,545.2893,431.3444,-41.6947,4.0837,4.0837,4.55,0.3301,24.9767,,0.1485,4.1932,1239.55327225565,0.4173,1212.1212
BJ920145,2021-09-30,,-55.8827,0.5237,0.1616,52.1574095497,5.7,,,-38.6666,,,5.7,,20.8757,,,3.5463,,,
BJ920145,2021-12-31,0.2707,-46.7258,0.3105,0.2318,51.1187747821,9.81,401.7409,306.5656,-42.2649,6.0909,5.3878,5.71,0.8961,24.1073,,0.2744,3.0985,1329.8855,1.1743,1311.9534
BJ920145,2022-03-31,0.0143,-201.1335,0.015,-0.022,34.1227822959,-0.54,1016.9492,776.5315,-57.9907,-0.527,-0.527,-0.55,0.0885,-36.2798,,0.0167,-0.832088704274,6293.7063,0.1159,5389.2216
BJ920145,2022-06-30,0.0523,-125.6111,0.0549,-0.0234,45.4512669263,-0.48,549.6183,537.795,-39.865,0.2358,-0.5694,-0.5,0.3275,-10.6374,0.3924,0.0615,-0.118589770431,3441.6826,0.3347,2926.8293
BJ920145,2022-09-30,0.0975,-70.7679,0.1023,0.0341,47.0987013797,1.01,471.451,418.8644,-26.148,0.8181,0.8181,1.02,0.5727,8.263,,0.1167,0.7901,2769.2308,0.6446,2313.6247
BJ920145,2022-12-31,0.1767,-72.326,0.187,0.0642,46.5637874866,1.99,360.7576,282.3751,-21.1731,2.7208,1.5002,2.0,0.9979,8.4634,1.1447,0.214,1.6009,2037.3514,1.2749,1682.243
BJ920145,2023-03-31,0.022,-67.960380791964,0.0232,-0.0471,28.142189834,-0.92,706.9914,401.4273,53.9506,-1.117,-1.117,-0.92,0.1273,-50.3525,,0.0334,0.813150633729,4090.9091,0.2242,2694.6108
BJ920145,2023-06-30,0.0689,-306.546779321467,0.0731,-0.1004,31.0683533107,-1.99,468.75,275.1032,32.6759,-0.5501,-2.3908,-2.01,0.384,-34.3851,0.2245,0.1051,0.086436385492,2612.4819,0.6543,1712.6546
BJ920145,2023-09-30,0.1118,-534.3231,0.1182,-0.1483,31.4277673912,-2.9,443.9329,246.5979,13.7064,-3.5941,-3.5941,-2.94,0.6082,-31.5621,,0.1715,-0.129624163471,2415.0268,1.0949,1574.344
BJ920145,2023-12-31,0.1955,-360.6326,0.2086,-0.1672,31.7887516738,-3.01,313.8896,184.5586,9.1148,-1.3976,-3.9938,-3.05,1.1469,-20.2158,0.6291,0.2981,0.183946438858,1841.4322,1.9506,1207.6484
BJ920145,2024-03-31,0.026,-52.061488555932,0.0279,-0.0698,18.4363256194,-1.45,523.865,302.8264,14.6718,-1.7163,-1.7163,-1.46,0.1718,-65.0835,,0.0403,-1.206945919253,3461.5385,0.2972,2233.2506
BJ920145,2024-06-30,0.0858,-1.002456805298,0.0921,-0.1001,25.0534282075,-2.07,344.6955,200.8032,20.7391,1.054,-2.4806,-2.09,0.5222,-28.3861,0.2676,0.133,-0.609208732223,2097.9021,0.8964,1353.3835
BJ920145,2024-09-30,0.1416,-16.976438564915,0.153,-0.1701,20.574069166,-3.5,339.196,164.4536,23.5966,-4.2369,-4.2369,-3.56,0.796,-29.2925,,0.2198,-0.453635088319,1906.7797,1.6418,1228.3894
BJ920145,2024-12-31,0.2401,-14.982521370722,0.2626,-0.1826,25.7895474757,-3.57,281.7122,136.1367,20.3458,-0.1188,-4.4487,-3.64,1.2779,-18.3406,0.7624,0.3699,-0.268733793892,1499.3753,2.6444,973.236
BJ920145,2025-03-31,0.0314,23.204224995192,0.0347,-0.0557,8.2408380116,-1.15,607.2874,229.8264,18.9383,-1.3841,-1.3841,-1.16,0.1482,-43.646,,0.0487,-0.31057715177,2866.242,0.3916,1848.0493
BJ920145,2025-06-30,0.0883,1.946065798868,0.0974,-0.1054,20.171736103,-2.1,438.2761,181.6164,0.6764,2.6901,-2.6773,-2.13,0.4107,-29.6754,0.2788,0.1381,-0.146335983097,2038.5051,0.9911,1303.4033
BJ920145,2025-09-30,0.1372,33.728666421913,0.1495,-0.1268,25.8488901061,-2.39,432.3459,192.926,-6.4365,-3.3217,-3.3217,-2.42,0.6245,-23.3395,,0.2163,-0.266652879673,1967.93,1.3995,1248.2663
BJ920145,2025-12-31,0.1998,-4.77103783844,0.2199,-0.2121,22.4502237816,-3.89,368.8525,151.8603,-20.6271,0.904,-5.5726,-3.96,0.976,-26.846,0.6285,0.3171,0.00989448543,1801.8018,2.3706,1135.2886
BJ920145,2026-03-31,0.0252,-14.543158788072,0.0271,-0.0724,-3.6607092067,-1.36,625.0,207.6604,-25.4715,-1.9456,-1.9456,-1.35,0.144,-76.1893,,0.0415,-0.36002684379,3571.4286,0.4334,2168.6747
