instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SZ000971,2021-03-31,-27377.6353225294,68.8284,0.0811,591.3272,-0.2742,1.3076,1109.7411,0.1436,-0.47,5.1486,0.1522,12.8825009918,-0.48,-0.32108187895,-0.2742,-0.0056,0.3314,,-3.359,271.5751
SZ000971,2021-06-30,-438.3928,69.49,0.1673,576.1844,14.825,2.5903,1075.9115,0.2976,-3.0,-11.2945,0.3124,8.52367599,-2.94,-0.118140020607,-1.6622,-0.0333,0.671,1.1884,-9.7916,268.2563
SZ000971,2021-09-30,-1.0366,73.1133,0.2518,586.574,0.5063,3.6929,1072.2796,0.4457,0.96,-8.318,0.4603,3.9618449359,0.98,-7.3641,0.5063,0.0104,1.0053,,2.009,268.5765
SZ000971,2021-12-31,-597.7564,64.2823,0.3762,573.7052,-9.0656,5.6003,956.9378,0.7226,-52.09,-17.7822,0.6275,0.2001341797,-63.92,-0.264632520205,-29.5442,-0.4682,1.4417,2.9586,-68.2883,249.7052
SZ000971,2022-03-31,-225.223846025334,125.2087,0.0696,862.8955,-3.18,0.7188,1293.1034,0.1544,-6.98,-34.2541,0.1043,-8.6261474203,-7.23,-0.537311345521,-3.18,-0.0493,0.2441,,-45.1526,368.7014
SZ000971,2022-06-30,-206.657802255038,128.3789,0.1293,939.4572,13.2788,1.4021,1392.1114,0.3107,-18.32,-38.7396,0.1916,-18.1463166766,-20.17,-0.604572298588,-7.5131,-0.1228,0.4716,1.4167,-59.0125,381.6794
SZ000971,2022-09-30,-2320.3965,116.7113,0.2019,893.1525,-14.9861,2.3134,1337.2957,0.513,-37.58,-39.1077,0.3023,-27.3195089006,-46.28,-0.377079116626,-14.9861,-0.2313,0.7886,,-73.258,342.3789
SZ000971,2022-12-31,-9.589696627926,103.9771,0.3447,727.2727,-12.9652,3.4623,1044.3864,1.0184,-107.91,-28.3251,0.495,-19.8088147043,-234.37,-0.332396884707,-40.5926,-0.5143,1.3002,3.5027,-104.6476,276.8805
SZ000971,2023-03-31,-38.025860760738,133.9286,0.0848,780.5724,-5.4425,0.672,1061.3208,0.5338,-36.86,-2.1697,0.1153,-31.4604786889,-45.19,0.247410065022,-5.4425,-0.0681,0.3552,,-63.8035,253.3784
SZ000971,2023-06-30,92.037886519519,149.4892,0.1844,720.0,29.4887,1.2041,976.1388,0.9872,-4.57,8.5969,0.25,-13.3230513852,-4.68,0.292411615402,-0.8634,-0.0102,0.7726,1.9183,-4.5259,232.9795
SZ000971,2023-09-30,85.101900954674,182.3585,0.2757,726.1969,-2.9683,1.4806,979.3254,1.5626,-17.11,7.0934,0.3718,4.7788493365,-18.71,0.193988090594,-2.9683,-0.0352,1.1335,,-10.4143,238.2003
SZ000971,2023-12-31,44.452233599516,155.38,0.4442,624.8915,9.2672,2.3169,810.4457,4.413,0.0,-2.8374,0.5761,5.1162415356,,0.020470393676,-32.487,-0.2869,1.7942,4.2343,-60.0811,200.6465
SZ000971,2024-03-31,51.573591646917,198.7633,0.1134,658.858,-3.7574,0.4528,793.6508,,0.0,-5.6196,0.1366,6.8540018577,,0.141712303343,-3.7574,-0.0336,0.4566,,-33.306,197.1091
SZ000971,2024-06-30,-800.84644095419,189.8534,0.2402,626.087,-10.6683,0.9481,749.3755,,0.0,-8.7642,0.2875,4.6982296266,,-0.051032295053,-10.6683,-0.0889,0.9393,,-43.121,191.6321
