instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SH600705,2021-03-31,0.9015,0.7265,0.0059,8653.8462,0.3106,123.8798,15254.2373,0.035,1.9,0.0347,0.0104,52.0781808814,1.7,-24.9073,0.3106,0.1273,7.665,,51.4571,11.7417
SH600705,2021-06-30,9.0894,0.517,0.0112,9137.0558,1.3014,348.1527,16071.4286,0.0755,4.56,-3.178,0.0197,49.1618324643,4.16,23.6549,0.5676,0.3033,16.8462,0.2819,56.5051,10.6849
SH600705,2021-09-30,9.7579,0.6934,0.0194,7180.8511,1.1023,389.4086,13917.5258,0.1152,7.99,0.4312,0.0376,54.348565374,7.06,-5.6226,1.1023,0.491,20.4844,,58.0393,13.1808
SH600705,2021-12-31,16.0854,0.3021,0.0252,8716.707,2.216,1191.6453,14285.7143,0.1587,10.17,2.2352,0.0413,42.4904292223,10.75,7.3911,1.3387,0.6858,32.7197,0.5989,57.9326,11.0025
SH600705,2022-03-31,-69.9092,0.3444,0.0052,10465.1163,0.0828,261.2925,17307.6923,0.0326,0.03,2.847,0.0086,55.50394379,0.03,-218.1408,0.0828,0.0383,4.4431,,15.0552,20.2561
SH600705,2022-06-30,-9.9862,0.192,0.011,9944.7514,1.6821,937.4714,16363.6364,0.0693,3.23,1.4983,0.0181,36.8383120293,3.31,-21.6472,0.568,0.273,11.635,0.2762,50.1116,15.4706
SH600705,2022-09-30,-23.7042,0.2405,0.0183,8852.459,0.842,1122.6149,14754.0984,0.1107,4.73,3.3321,0.0305,41.2341571894,4.66,-23.7192,0.842,0.3784,19.2994,,42.8536,13.9901
SH600705,2022-12-31,-52.3191,0.0825,0.0238,9600.0,1.6599,4362.1478,15126.0504,0.163,4.02,6.5034,0.0375,37.3026066369,4.21,6.8796,0.597,0.3303,33.4759,0.6169,25.9361,10.754
SH600705,2023-03-31,47.568,,0.0049,11538.4615,0.1125,,18367.3469,0.0333,0.42,0.9063,0.0078,44.3099376865,0.42,-100.7108,0.1125,0.0571,7.2027,,22.0171,12.4953
SH600705,2023-06-30,-37.435,,0.0116,9375.0,1.7791,,15517.2414,0.0773,1.78,8.9776,0.0192,35.0214705976,1.77,-47.2131,0.361,0.1727,14.1678,0.2662,28.7695,12.7049
SH600705,2023-09-30,-49.6555,,0.0181,9000.0,0.3996,,14917.1271,0.1215,1.71,5.7304,0.03,38.172644283,1.73,-48.9608,0.3996,0.1906,18.4762,,20.4051,14.6134
SH600705,2023-12-31,-49.1277,,0.0224,10256.4103,1.5732,,16071.4286,0.1663,0.74,-0.9573,0.0351,35.803486013,0.77,4.8907,0.293,0.1681,47.6307,0.5161,13.3218,7.5582
SH600705,2024-03-31,-93.2659,,0.0043,12676.0563,0.0075,,20930.2326,0.0319,-0.95,-9.0768,0.0071,38.6876411347,-0.94,-1495.3379,0.0075,0.0038,8.0202,,1.6307,11.2217
SH600705,2024-06-30,-40.0366,,0.0102,10650.8876,1.8065,,17647.0588,0.0748,0.62,-7.6621,0.0169,33.4117577183,0.62,-73.961,0.2031,0.1035,24.021,0.1999,18.6826,7.4934
SH600705,2024-09-30,-5.3803,,0.0159,10305.3435,0.3598,,16981.1321,0.1143,1.54,-8.7597,0.0262,32.2619834949,1.54,-38.8266,0.3598,0.1804,41.2762,,21.1609,6.5413
