instrument,datetime,revenue_growth,net_margin,inventory_turn_days,ar_turnover,roe,asset_turn_days,profit_growth,ar_turn_days,roa,inventory_turnover,ocf_to_np,gross_margin
SZ301696,2026-03-31,72.634811722039,39.2684799797,126.231816745346,5.830312659512,10.06,399.695188613866,57.531385470539,15.436564941876,8.8421459624,0.712973973761,0.091248472222,58.5970691437
SZ301696,2025-12-31,29.249984750932,39.3743961802,141.787014303154,39.277362894555,44.03,393.614438029332,26.726999630123,9.165584791588,36.011846252,2.539019541171,0.390685853694,60.0031103692
SZ301696,2025-09-30,27.130671391965,,,,,370.734805924073,24.004339248645,,,,,
SZ301696,2025-06-30,,36.8635736219,183.993675932218,18.164615412694,19.16,423.094469429629,,9.909375778703,15.6831245298,0.978294493482,0.273734440235,59.5108485607
SZ301696,2025-03-31,,42.7272917384,,,10.35,,,,,,0.269246397314,60.6526108961
SZ301696,2024-12-31,55.774425172045,40.0776995842,140.879578681376,46.818593371973,55.32,330.693835212298,92.963370253647,7.689252796209,43.6293946667,2.555373911319,0.385245115311,59.7914074897
SZ301696,2024-09-30,,,,,,,,,,,,
SZ301696,2023-12-31,47.611983830638,32.2871207253,151.796285228437,40.41387954445,48.48,345.2136420124,52.685573408549,8.907830776406,33.6700583249,2.371599538541,0.371910528752,55.9908762107
SZ301696,2022-12-31,,31.2953923224,194.315371277312,29.919361909274,42.28,,,12.032342169985,50.2589841496,1.852658375061,0.435015152127,52.6002132769
