instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920717,2023-03-31,0.2893,181.206310210051,38.332228998,1506.07160324185,8.2068,8.4199,,0.4907,548.1121,0.6,10.689,0.0731,311.0957,0.0305,-5.359,,0.4907,0.1642,35.122543895983,0.6
BJ920717,2023-06-30,0.6982,4.7978,43.0021577499,1329.3944,11.9341,15.8081,0.1354,14.4304,463.9175,2.21,11.3866,0.1626,257.8058,0.113,-0.8543,,1.4542,0.388,3.7244,1.72
BJ920717,2023-09-30,1.1504,-20.9736,39.2126803103,1204.97418718655,11.2872,28.1761,,2.3634,451.7316,3.01,9.5826,0.2573,234.701,0.1268,-0.8768,,2.3634,0.5977,-5.2046,2.57
BJ920717,2023-12-31,1.7063,-37.2444,39.4462198298,1232.4546,13.6231,37.1771,0.2921,17.9692,426.7931,4.68,9.6834,0.3478,210.9828,0.2058,0.8049,,3.6237,0.8435,-14.7856,4.22
BJ920717,2024-03-31,0.3585,-51.6206,29.7398489738,1821.8623,3.9396,0.0699,0.0494,0.1944,554.8705,0.22,1287.5536,0.0574,251.046,0.0111,3.3215,,0.1944,0.1622,0.783,0.22
BJ920717,2024-06-30,0.7172,-42.5562,36.7524326742,1628.9593,7.7649,0.1569,0.1105,16.1856,508.4746,0.99,1147.2275,0.1288,250.976,0.0487,1.0864,0.6866,0.8592,0.354,-11.7124,1.0
BJ920717,2024-09-30,1.3804,-9.9065,34.4729411371,1360.8871,9.9196,0.2813,0.1984,1.9246,434.0138,2.33,959.8294,0.2352,195.5955,0.1143,-0.3268,,1.9246,0.6221,2.5147,2.33
BJ920717,2024-12-31,1.7051,-31.816,38.6942672367,1332.3464,9.1393,0.3942,0.2702,18.6203,429.2357,2.86,913.242,0.3125,211.1313,0.1403,0.8679,1.3969,2.4674,0.8387,1.6362,2.83
BJ920717,2025-03-31,0.2548,-23.0676,32.8080078844,2261.3065,3.6973,0.0604,0.0398,0.1448,715.4213,0.17,1490.0662,0.0466,353.2182,0.0085,3.8574,,0.1448,0.1258,-18.0266,0.17
BJ920717,2025-06-30,0.7058,-42.8201,33.2582661554,1624.5487,4.3316,0.1687,0.1108,17.2046,521.7391,0.56,1066.9828,0.1303,255.0298,0.0278,5.5251,0.4812,0.4708,0.345,2.5014,0.56
BJ920717,2025-09-30,1.0859,-71.4821,31.4308172129,1610.9785,3.3754,0.2565,0.1676,0.5583,529.4118,0.66,1052.6316,0.1957,248.6417,0.0326,5.4095,,0.5583,0.51,-16.1928,0.66
BJ920717,2025-12-31,1.5009,-186.0802,30.362155837,1557.0934,-9.3364,0.3619,0.2312,17.0605,498.132,-2.49,994.7499,0.2665,239.8561,-0.1208,0.214226341226,0.8836,-2.1946,0.7227,-15.7378,-2.53
BJ920717,2026-03-31,0.1189,161.2675,31.2993837715,4500.0,20.2772,0.0329,0.02,0.4054,1321.5859,0.46,2735.5623,0.0229,756.9386,0.0222,-0.742,,0.4054,0.0681,-52.3612,0.46
