instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH688380,2021-03-31,,,,,0.1302,,,,34.0419,,,0.6303,,,,,,51.0938561425,,
SH688380,2021-06-30,108.0108,0.6766,,,0.8917,28.8379,39.16,0.8323,48.351,27.2545,0.7665,0.8099,266.0361,1.6665,32.5874,216.2682,32.96,65.9493216192,35.7504,5.5236
SH688380,2021-09-30,,1.0348,845.0896,308.5845,0.879,40.0891,,,50.8125,40.0891,1.4311,1.23,260.92,,,,47.86,69.820643023,,
SH688380,2021-12-31,186.9936,1.0343,737.9211,193.6789,0.5723,52.997,85.23,1.2141,70.7869,51.9043,2.327,1.201,348.0615,1.9252,21.3683,296.5159,59.9,68.9369118771,53.599,16.8474
SH688380,2022-03-31,255.748218590956,0.1447,-52.7744,27.6505,-5.7554,1.8485,,,12.5941,1.8485,0.0805,0.1629,621.9765,0.351908609553,37.779051362467,,2.03,52.8109684903,,2.382272628725
SH688380,2022-06-30,247.5248,0.274,-82.7493,-22.5224,-5.152,4.1743,3.35,0.3175,10.7655,2.9498,0.1322,0.3108,656.9343,0.7272,53.503,566.9291,3.29,46.6245837829,15.1176,3.3643
SH688380,2022-09-30,345.7106,0.2089,-85.4475,-46.5255,-4.2547,2.0958,4.54,0.2292,13.8281,2.0958,0.1755,0.2257,1292.4844,0.781,50.5391,1178.0105,2.2,45.2378443304,,5.3424
SH688380,2022-12-31,379.5066,0.2609,-92.4619,-42.581,-4.7322,2.3835,3.04,0.2863,9.293,1.7564,0.1478,0.2831,1379.839,0.9486,50.0431,1257.4223,1.86,41.1003567489,21.4706,7.1938
SH688380,2023-03-31,486.7496,0.039,58.1105,-38.9982,-2.562,1.2691,1.34,0.0419,32.6427,1.2691,0.1073,0.041,2307.6923,0.1849,90.799,2147.9714,1.33,21.8597975963,,0.9912
SH688380,2023-06-30,448.7659,0.0874,-40.5066,-30.4479,-3.2557,1.5869,0.83,0.0942,9.2086,0.8233,0.0663,0.0926,2059.4966,0.4011,76.126,1910.828,0.87,19.992307536,9.1237,2.3645
SH688380,2023-09-30,396.534,0.1427,-108.4372,-8.7225,-0.230548736476,-0.1895,-0.19,0.1541,-1.2782,-0.1895,-0.0148,0.15,1892.0813,0.6809,74.1229,1752.109,-0.2,18.5003755895,,3.6426
SH688380,2023-12-31,306.7485,0.2189,-137.0894,12.0567,0.02902782443,0.2283,-0.71,0.2364,-3.0759,-0.6965,-0.0548,0.2317,1644.5866,1.1736,70.9527,1522.8426,-0.74,17.4463993127,8.3783,5.0738
SH688380,2024-03-31,283.1079,0.0649,-32.8847,56.1229,2.4273,0.9063,0.97,0.0703,14.0327,0.9063,0.072,0.0688,1386.7488,0.3179,58.9739,1280.2276,0.96,26.7476243501,,1.5261
SH688380,2024-06-30,281.0743,0.1374,62.1016,48.7394,2.9351,2.5272,1.43,0.149,10.0359,1.3929,0.1075,0.1457,1310.0437,0.6404,57.53,1208.0537,1.48,29.774993613,3.1496,3.1288
SH688380,2024-09-30,271.4113,0.206,1978.21304651254,40.0344,1.7062,3.5304,3.65,0.2232,17.1439,3.5304,0.2781,0.2187,1310.6796,0.9948,57.1114,1209.6774,3.75,29.9374405906,,4.7276
SH688380,2024-12-31,237.9693,0.2822,723.431101806784,27.7597,2.2863,5.2961,4.59,0.3049,15.0094,4.1348,0.3418,0.3057,1275.691,1.5128,60.2672,1180.715,4.57,29.8645948709,6.8515,5.9734
SH688380,2025-03-31,244.0347,0.0626,19.4017,0.5205,1.6314,1.0466,1.14,0.0672,16.6685,1.0466,0.086,0.0686,1437.6997,0.3688,60.8273,1339.2857,1.14,34.4573987432,,1.4796
SH688380,2025-06-30,184.5775,0.1529,100.9883,17.5598,1.7476,3.9769,2.85,0.1643,17.158,2.633,0.216,0.1687,1177.24,0.9752,58.3885,1095.5569,2.9,33.2542535903,4.0216,3.0828
SH688380,2025-09-30,191.0828,0.2264,36.7798,19.0286,1.474,4.3262,4.96,0.2429,19.7006,4.3262,0.3804,0.256,1192.5795,1.413,55.1696,1111.5685,5.0,33.6204708334,,4.894
SH688380,2025-12-31,175.3531,0.3211,107.6836,23.0894,0.9166,9.0831,9.24,0.3476,25.3247,7.7237,0.7098,0.3637,1121.1461,2.053,60.6898,1035.6732,8.94,34.2817369555,6.5557,5.9318
SH688380,2026-03-31,150.6528,0.0904,48.8903,57.4733,1.7627,1.4585,1.6,0.0989,15.76,1.4585,0.128,0.1015,995.5752,0.5974,58.2826,910.0101,1.59,38.4543812505,,1.5442
