instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920682,2023-03-31,1.3723,41.0285,14.2443933453,298.3096,3.4529,0.3928,0.3017,0.9861,127.4427,2.02,229.1242,0.5847,65.5833,0.0986,-4.4419,,0.9861,0.7062,15.5095,2.0
BJ920682,2023-06-30,3.4596,36.1638,13.0966265439,261.362,4.0301,0.8837,0.6887,15.1167,115.778,5.69,203.689,1.4265,52.0291,0.2774,-2.7739,4.7503,2.5094,1.5547,15.3183,5.76
BJ920682,2023-09-30,4.4576,12.4335,12.6142488709,277.2359,3.719,1.2457,0.9739,3.2458,111.3127,7.44,216.7456,2.021,60.5707,0.366,-1.4307,,3.2458,2.4256,5.9635,7.47
BJ920682,2023-12-31,6.5617,13.3901,12.7596583575,252.0832,4.1099,1.8319,1.4281,18.3748,105.1955,11.95,196.5173,2.879,54.8638,0.5893,-0.3975,9.5059,5.2865,3.4222,12.284,11.5
BJ920682,2024-03-31,1.0589,3.2562,12.4391599518,350.1946,3.4858,0.3212,0.257,0.8788,137.237,1.97,280.1993,0.5645,84.9939,0.1018,2.4058,,0.8788,0.6558,2.2815,1.95
BJ920682,2024-06-30,2.9042,1.37,12.5374311909,277.0083,3.5812,0.7992,0.6498,14.0075,110.3956,5.48,225.2252,1.5498,61.9792,0.2163,-1.6119,4.3068,2.1601,1.6305,14.0758,5.62
BJ920682,2024-09-30,4.8769,13.4742,10.59002623,254.1416,3.3127,1.3137,1.0624,3.3351,110.5334,8.13,205.5264,2.4423,55.363,0.3194,-1.9323,,3.3351,2.4427,27.3943,8.08
BJ920682,2024-12-31,7.2598,8.4328,10.8615899515,239.1868,3.7079,1.8733,1.5051,19.2071,104.1426,12.34,192.1742,3.286,49.5881,0.4916,0.0257,9.5347,5.437,3.4568,20.1913,11.91
BJ920682,2025-03-31,1.1095,-24.1134,10.6773752552,352.2505,2.5041,0.3139,0.2555,0.623,163.1617,1.43,286.7155,0.5712,81.1176,0.0595,-9.7148,,0.623,0.5516,5.6347,1.42
BJ920682,2025-06-30,2.8421,-9.6917,11.2159664273,275.9044,3.1782,0.7977,0.6524,15.2808,131.4732,4.7,225.6487,1.4902,63.3335,0.1628,-3.5681,4.631,1.9931,1.3691,1.7624,4.74
BJ920682,2025-09-30,4.7753,-8.7286,10.3862068569,259.2664,2.9136,1.2688,1.0414,2.8649,121.9898,7.01,212.7995,2.3985,56.541,0.243,-2.5578,,2.8649,2.2133,3.7729,6.91
BJ920682,2025-12-31,7.9621,-27.3059,10.2980171814,237.9379,2.5344,1.8552,1.513,17.7209,117.3862,8.57,194.0492,3.353,45.2142,0.2978,-0.2876,10.4443,3.7236,3.0668,6.353,8.34
BJ920682,2026-03-31,1.2051,-58.3045,9.2792143464,303.5413,0.8242,0.3576,0.2965,0.2318,146.1513,0.58,251.6779,0.7001,74.6826,0.0207,-39.3236,,0.2318,0.6158,26.6891,0.58
