instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920344,2023-03-31,0.2489,-47.6366,81.0769148731,2647.0588,5.1059,0.1025,0.034,0.1609,182.2969,0.3,878.0488,0.0597,361.591,0.0144,-6.5054,,0.1609,0.4937,15.7942,0.3
BJ920344,2023-06-30,0.8973,55.3392,78.7540270451,1884.8168,9.195,0.3108,0.0955,10.3193,130.9853,1.59,579.1506,0.1726,200.6018,0.0756,1.0205,1.3734,0.7907,1.3742,55.7074,1.57
BJ920344,2023-09-30,1.3759,50.045,79.2715982368,1942.446,7.1805,0.4724,0.139,0.8685,122.9564,1.88,571.5495,0.2619,196.2352,0.0898,1.761,,0.8685,2.1959,48.9086,1.86
BJ920344,2023-12-31,2.4564,2.0059,79.6873806,1595.0377,12.9454,0.7666,0.2257,12.0615,114.0034,5.35,469.6061,0.4128,146.5559,0.2601,1.3496,3.49,2.565,3.1578,43.1196,5.19
BJ920344,2024-03-31,0.4907,9.867,80.8449020302,2307.6923,4.0215,0.1644,0.039,0.1579,144.9742,0.32,547.4453,0.0783,183.4115,0.0158,7.9115,,0.1579,0.6208,39.4931,0.31
BJ920344,2024-06-30,1.0721,4.9025,81.2676091227,1900.7392,8.25,0.4069,0.0947,10.9657,115.7929,1.57,442.3691,0.1916,167.8948,0.0794,4.5892,0.4661,0.7797,1.5545,16.919,1.58
BJ920344,2024-09-30,1.2583,8.3251,81.6249233785,1965.0655,7.0393,0.6225,0.1374,0.9751,118.0638,1.93,433.7349,0.2757,214.5752,0.0973,4.8026,,0.9751,2.2869,10.4977,1.94
BJ920344,2024-12-31,2.1892,-30.0137,82.1613971019,1729.1066,8.643,0.9384,0.2082,13.087,107.6619,3.6,383.6317,0.4165,164.4436,0.182,3.1476,1.002,1.8037,3.3438,4.8252,3.57
BJ920344,2025-03-31,0.3873,-735.2711,77.1510829443,2425.876,-27.2104,0.2032,0.0371,-1.0215,131.1762,-1.99,442.9134,0.0732,232.378,-0.1006,0.015543061214,,-1.0215,0.6861,-6.1117,-2.01
BJ920344,2025-06-30,1.0845,-166.8883,77.203112234,1851.8519,-5.4625,0.5311,0.0972,11.9542,110.0581,-1.05,338.9192,0.1916,165.9751,-0.0531,0.158376782869,0.2655,-0.5364,1.6355,1.0205,-1.05
BJ920344,2025-09-30,1.4759,-220.4539,76.4541284778,2016.4302,-8.765,0.7358,0.1339,-1.1851,109.4003,-2.33,366.9475,0.2655,182.9392,-0.1172,0.138224561159,,-1.1851,2.468,-3.2617,-2.35
BJ920344,2025-12-31,2.7346,-76.8299,78.1765011469,1540.4365,1.7963,1.222,0.2337,13.8669,88.6874,0.82,294.599,0.4588,131.6463,0.0422,12.7797,0.6412,0.4219,4.0592,11.4819,0.82
BJ920344,2026-03-31,0.5227,108.723222356164,81.3989596974,1818.1818,1.7783,0.2387,0.0495,0.0885,102.5174,0.17,377.0423,0.0959,172.1829,0.0088,19.4152,,0.0885,0.8779,33.4764,0.17
