instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SZ002308,2021-03-31,-152.8434,161.7541,0.0401,1590.106,-0.1597,0.5564,2244.389,0.0459,-0.35,61.9431,0.0566,47.1592773789,-0.35,-0.19157185207,-0.1597,-0.0048,0.9111,,-4.0591,98.7817
SZ002308,2021-06-30,-96.9101,121.4247,0.1063,1223.6574,1.7435,1.4824,1693.3208,0.1217,0.38,31.3497,0.1471,46.0103277606,0.38,-2.689,0.3117,0.0094,2.0697,19.7039,2.9914,86.9691
SZ002308,2021-09-30,-90.8612,106.8968,0.1828,1073.9857,0.87,2.5258,1477.0241,0.2099,1.04,12.7808,0.2514,45.8574712207,1.04,0.1145,0.87,0.0265,3.4394,,4.8798,78.5021
SZ002308,2021-12-31,-1382.3384,100.2339,0.2772,1027.3973,-15.4502,3.5916,1298.7013,0.3229,-18.56,7.4596,0.3504,45.5893975145,-20.57,0.136951430664,-16.9008,-0.4375,4.9162,53.1764,-57.5782,73.2273
SZ002308,2022-03-31,281.6727173284,137.1742,0.056,1347.3054,0.6543,0.6561,1607.1429,0.0668,0.77,20.4486,0.0668,46.9982702492,0.76,-1.4158,0.6543,0.0163,0.9001,,11.4653,99.9889
SZ002308,2022-06-30,196.3088,132.7727,0.1171,1295.8963,2.5859,1.3557,1537.1477,0.1407,1.3,-4.1568,0.1389,45.6128515223,1.29,-0.6497,1.0914,0.0278,1.7507,25.7597,9.2482,102.816
SZ002308,2022-09-30,218.2538,137.1742,0.183,1247.6895,3.2288,1.9683,1475.4098,0.2194,3.89,-12.3234,0.2164,48.4789199065,3.81,0.138,3.2288,0.0843,2.564,,17.7129,105.3042
SZ002308,2022-12-31,110.592321929127,138.5042,0.2197,1393.7282,3.1645,2.5992,1638.5981,0.264,2.15,-25.2828,0.2583,43.5021966938,2.12,1.5644,1.7926,0.0463,3.7242,51.2673,8.1478,96.6651
SZ002308,2023-03-31,-2.4198,209.351,0.0483,1618.705,0.6262,0.4299,1863.354,0.0566,0.73,-13.0222,0.0556,56.3218278717,0.73,-0.1544,0.6262,0.0159,0.9047,,12.8629,99.4805
SZ002308,2023-06-30,15.1473,173.0603,0.1054,1487.6033,2.6161,1.0401,1707.7799,0.1225,1.46,-10.3689,0.121,52.381319048,1.44,0.1756,1.2632,0.032,1.8902,25.7503,11.8809,95.228
SZ002308,2023-09-30,-82.3564,167.2759,0.1568,1505.0167,0.5862,1.6141,1721.9388,0.1829,0.68,-15.6788,0.1794,50.6778608464,0.67,-38.2632,0.5862,0.0149,3.0605,,3.7063,88.2209
SZ002308,2023-12-31,-246.5305,136.9134,0.2007,1617.9775,-2.9005,2.6294,1793.722,0.2296,-3.15,-13.0788,0.2225,49.9567129337,-3.2,0.073544811527,-2.9005,-0.0678,3.8069,,-13.7354,94.5651
SZ002308,2024-06-30,-170.0045,263.6976,,4918.0328,-0.9898,0.6826,5206.047714342,0.0377,-1.06,-70.4835,0.0366,46.4985538682,-1.07,-0.294829398065,-0.9898,-0.0224,0.7491,,-28.1782,240.2883
SZ002308,2024-12-31,-154.439181996671,151.1335,,3797.4684,-7.7957,2.382,4017.11361381884,0.1002,-8.48,-58.6944,0.0948,42.3323570282,-8.85,-0.159581362446,-7.7957,-0.1725,1.9624,,-84.6048,183.4488
SZ002308,2025-06-30,-5.520464891451,349.3789,,10975.6098,-1.1109,0.5152,11494.8590027634,0.0175,-1.22,-57.4093,0.0164,39.3414258159,-1.23,-0.899283351117,-1.1109,-0.0235,0.4544,,-69.3536,396.1268
SZ002308,2025-12-31,-37.259431515247,272.6653,,8571.4286,-12.4029,1.3203,8960.23783867353,0.0452,-12.94,-59.389,0.042,39.0318823313,-13.83,-0.448267087775,-12.4029,-0.2367,1.1718,,-285.9554,307.2197
