instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SH600565,2021-03-31,286.2716,1525.4237,0.0461,1698.1132,0.4608,0.059,1952.2777,0.2131,0.36,130.6785,0.053,23.921746267,0.36,-5.3298,0.4608,0.1542,4.4907,,10.2329,20.0414
SH600565,2021-06-30,90.7545,1997.7802,0.0712,2181.8182,0.7195,0.0901,2528.0899,0.3245,1.33,45.5218,0.0825,24.2245715739,1.33,-8.9851,0.5595,0.2041,7.2558,16.1602,8.377,24.8077
SH600565,2021-09-30,35.0004,1545.5066,0.1289,1795.2128,0.606,0.1747,2094.647,0.5887,1.8,75.8301,0.1504,18.3408229719,1.77,-9.5127,0.606,0.2203,13.8435,,4.9994,19.5037
SH600565,2021-12-31,-192.3862,1043.4783,0.2442,1262.2721,-2.0584,0.345,1474.2015,1.1465,-20.91,-3.7966,0.2852,16.2753080403,-23.83,-0.114396555271,-2.2336,-0.7523,22.1037,66.9161,-9.3734,16.2869
SH600565,2022-03-31,-109.2518,2472.5275,0.0261,2922.0779,-0.0426,0.0364,3448.2759,0.1287,-0.55,-42.0298,0.0308,16.0322774577,-0.55,0.123090734284,-0.0426,-0.0143,2.3008,,-1.6331,39.1168
SH600565,2022-06-30,76.7791,1223.6574,0.1192,1282.9651,1.2718,0.1471,1510.0671,0.5681,2.19,63.9942,0.1403,25.9278738864,2.16,1.4486,1.0789,0.3621,10.0462,30.6054,9.0301,17.9172
SH600565,2022-09-30,142.1009,882.0647,0.2364,962.2238,1.7577,0.3061,1142.132,1.0665,2.28,71.6612,0.2806,22.6057170573,2.25,1.0503,1.7577,0.5464,18.3767,,7.0509,14.6925
SH600565,2022-12-31,-70.291510990539,950.8716,0.2917,1043.1759,-3.4805,0.3786,1234.1447,1.527,-51.82,11.3666,0.3451,22.6836949346,-69.01,0.084682035816,-3.7353,-1.055,20.9178,68.9268,-11.5342,17.2102
SH600565,2023-03-31,-111.027459356888,1006.7114,0.0642,1181.1024,0.1867,0.0894,1401.8692,0.3576,-2.0,99.8297,0.0762,18.0023822378,-2.02,1.8929,0.1867,0.0516,3.6127,,2.8747,24.9121
SH600565,2023-06-30,-65.0715,901.8036,0.1399,1079.1367,0.7536,0.1996,1286.6333,0.7605,0.88,-6.2918,0.1668,16.7258644325,0.88,3.1634,0.4848,0.1294,8.2348,30.6424,3.3658,21.8585
SH600565,2023-09-30,-109.7965,885.5362,0.2081,1082.5982,-0.2104,0.3049,1297.4531,1.1276,-7.9,-27.9234,0.2494,15.1092133238,-8.22,0.057113218749,-0.2104,-0.0535,11.6884,,-0.9583,23.0998
SH600565,2023-12-31,-4.397147795386,827.396,0.2885,1040.7632,-6.6663,0.4351,1247.8336,1.7844,-106.59,-19.6934,0.3459,13.9142942184,-249.22,0.060960049283,-6.9848,-1.5836,15.2751,58.9057,-21.5593,23.5678
SH600565,2024-03-31,-219.9625,568.9001,0.0956,767.2634,-0.2951,0.1582,941.4226,0.6496,-10.3,16.209,0.1173,11.8851630536,-10.91,-0.037900752324,-0.2951,-0.0619,4.1815,,-2.9675,21.5234
SH600565,2024-06-30,-470.7018,831.793,0.1303,1125.7036,-2.3391,0.2164,1381.4275,0.9371,-127.63,-26.8207,0.1599,11.8407374599,-358.1,-0.025935102054,-2.3391,-0.4795,5.2582,,-17.0502,34.2322
SH600565,2024-12-31,-33.231501663578,1059.7586,0.205,1437.6997,-12.2077,0.3397,1756.0976,2.1532,,-43.0958,0.2504,12.9410339317,,0.054001921698,-12.2077,-2.2103,7.9713,,-52.8806,45.162
SH600565,2025-06-30,-84.145889517873,1132.7879,,1722.488,-5.3739,0.1589,2125.17140537355,7.6497,,-47.5153,0.1045,7.4714113861,,0.036569229087,-5.3739,-0.9001,2.4665,,-60.9783,72.9779
SH600565,2025-12-31,-2.138390420346,1302.9316,,2172.6011,-10.7022,0.2763,2604.84540285196,,0.0,-37.1201,0.1657,15.0825079484,,0.080909650195,-10.7022,-2.1328,5.937,,-81.1491,60.6367
