instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920003,2023-06-30,,10.7677,43.921307727,349.397080267364,19.9732,0.6586,,10.3496,143.9539,16.34,273.307,0.8855,,0.7133,0.1494,,10.3496,1.2504,3.0511,17.01
BJ920003,2023-09-30,,23.9772,44.6053263064,381.51886360725,19.8389,0.8943,,13.775,158.2371,23.04,301.9121,1.204,,0.9981,0.3529,,13.775,1.7063,13.6948,22.26
BJ920003,2023-12-31,,25.9492,44.5156518801,383.983920426559,22.0033,1.1597,,18.7512,154.4667,35.16,310.4251,1.6207,,1.5983,0.8106,,18.7512,2.3306,21.4103,31.4
BJ920003,2024-03-31,,,44.8452048206,,29.462,,,,,,,1.0037,,0.7527,1.0319,,,,,
BJ920003,2024-06-30,,51.3426,45.682555623,413.508245226691,27.4751,0.5303,,11.3299,160.1851,19.15,339.4305,0.6972,,1.0795,0.8794,,11.3299,1.1237,10.0192,17.47
BJ920003,2024-09-30,,43.892,45.237165652,463.322629820261,26.2853,0.7029,,14.0418,180.9288,24.7,384.1229,0.9398,,1.4362,1.0183,,14.0418,1.4923,8.6032,21.97
BJ920003,2024-12-31,,30.0153,46.3906410837,470.913264234809,26.6383,0.8851,,17.4846,174.7403,33.87,406.7337,1.2716,,2.0781,1.3554,,17.4846,2.0602,7.3931,28.95
BJ920003,2025-03-31,,-6.664,47.6352073201,474.57677650614,30.5591,0.2079,,5.6843,154.1888,9.33,432.9004,0.3053,,0.7025,1.1856,,5.6843,0.5837,-10.0147,8.91
BJ920003,2025-06-30,,-2.6641,46.8967568727,585.756236744838,27.88,0.336,,8.3106,199.6229,13.64,535.7143,0.4891,,1.0507,0.6261,,8.3106,0.9017,-4.0777,12.77
BJ920003,2025-12-31,,-3.6963,49.5906854191,708.2432,27.4682,0.5485,0.5083,13.1457,200.2893,22.87,656.3355,0.7369,,1.5683,0.9497,,11.9268,1.7974,-6.606,15.89
BJ920003,2026-03-31,,17.9209,51.1451991638,689.6552,37.4148,0.1384,0.1305,4.8318,154.3475,6.5,650.289,0.1736,,0.6492,0.1495,,4.8318,0.5831,-3.6864,6.42
