instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ002243,2021-03-31,30.4896,9.5776,0.0596,0.66,573.2484,0.0329,0.3606,0.0385,0.6465,0.65,2337.6623,,45.0963,139.2111,0.3606,0.157,0.0832,1081.7308,-4.5809,28.9848043917
SZ002243,2021-06-30,23.2929,19.5156,0.1445,3.14,538.7609,0.1633,11.0058,0.0884,1.5174,3.14,2036.1991,0.8274,40.5066,118.624,1.5998,0.3341,0.183,983.6066,-1.8625,33.3862650019
SZ002243,2021-09-30,17.3494,25.0654,0.2334,6.17,603.352,0.3434,3.2687,0.1425,2.2635,6.03,1894.7368,,41.2361,119.2843,3.2687,0.4475,0.297,909.0909,-2.6578,31.9892528912
SZ002243,2021-12-31,37.7707,26.0336,0.4074,10.28,487.871,0.647,14.8247,0.2489,3.361,9.82,1446.364,2.1663,24.8554,107.111,5.7536,0.7379,0.5089,707.4081,-1.3654,36.9355311497
SZ002243,2022-03-31,12.9697,5.4073,0.0599,0.54,831.793,0.021,0.187,0.0345,0.4666,0.54,2608.6957,,-36.22,192.8847,0.187,0.1082,0.069,1304.3478,0.6743,21.3293526117
SZ002243,2022-06-30,11.2534,9.0431,0.1438,1.78,744.4169,0.0842,10.127,0.0826,1.0959,1.78,2179.1768,0.7336,-48.4477,164.2486,0.7445,0.2418,0.1672,1076.555,-2.2207,25.5751577891
SZ002243,2022-09-30,2.5879,10.2383,0.2162,2.86,758.427,0.1439,1.2496,0.1235,1.6397,2.83,2186.2348,,-58.0966,164.6643,1.2496,0.356,0.2481,1088.2709,-2.0801,25.2173187841
SZ002243,2022-12-31,-12.9877,19.8701,0.3237,6.28,655.6183,0.4297,12.3242,0.1837,2.4162,6.07,1959.7169,1.5978,-33.5881,148.9943,3.4955,0.5491,0.3866,931.195,-0.6241,29.2667730209
SZ002243,2023-03-31,19.687,10.6835,0.067,0.73,719.4245,0.0496,0.3993,0.0376,0.553,0.73,2393.617,,136.4728,162.7486,0.3993,0.1251,0.0831,1083.0325,-0.488,24.6972492783
SZ002243,2023-06-30,-0.1697,21.1914,0.1337,3.21,726.0992,0.1969,10.7574,0.0755,1.161,3.2,2384.106,0.6599,133.9399,155.0388,1.598,0.2479,0.1686,1067.6157,-0.2398,23.4738100491
SZ002243,2023-09-30,3.3324,17.8624,0.208,4.17,713.5307,0.2594,2.0536,0.1165,1.7797,4.12,2317.5966,,80.2805,151.711,2.0536,0.3784,0.2574,1048.951,-0.6191,23.1434337773
SZ002243,2023-12-31,-3.8964,11.9501,0.3021,4.7,705.744,0.2483,11.1276,0.165,2.4723,4.6,2181.8182,1.4798,-42.2021,145.6134,1.9266,0.5101,0.3679,978.5268,-1.0563,24.9438558952
SZ002243,2024-03-31,-20.964,-12.7317,0.0536,-0.51,1000.0,-0.0467,-0.3609,0.0284,0.4781,-0.51,3169.0141,,-194.188,188.2451,-0.3609,0.09,0.0634,1419.5584,-0.371299733066,16.4131706327
SZ002243,2024-06-30,-6.8571,4.3705,0.1267,1.13,900.4502,0.0378,9.6444,0.0664,1.0831,1.14,2710.8434,0.6399,-80.7904,166.1896,0.2867,0.1999,0.1471,1223.6574,-6.2184,19.9264631384
SZ002243,2024-09-30,-9.3063,4.9771,0.1922,1.89,905.4326,0.0655,0.4891,0.1002,1.6213,1.89,2694.6108,,-74.7297,166.533,0.4891,0.2982,0.2212,1220.6148,-3.9213,20.0877188328
SZ002243,2024-12-31,-7.7466,7.7147,0.2784,3.41,872.5158,0.1479,10.2651,0.1442,2.3949,3.37,2496.5326,1.5012,-40.4431,150.3194,1.0792,0.4126,0.3138,1147.2275,-0.5278,23.6035213948
SZ002243,2025-03-31,5.1764,-7.5944,0.0559,-0.28,1089.5884,-0.0293,-0.2153,0.0282,0.5073,-0.29,3191.4894,,42.643686909682,177.4098,-0.2153,0.0826,0.0597,1507.5377,0.124249216849,19.0949162863
SZ002243,2025-06-30,4.4023,7.7155,0.131,1.61,970.8738,0.0697,10.0796,0.0661,1.136,1.63,2723.1467,0.7834,84.3093,158.4507,0.5119,0.1854,0.1408,1278.4091,-0.8048,23.2327037942
SZ002243,2025-09-30,4.4569,4.2778,0.1996,1.6,957.4468,0.0589,0.4283,0.1002,1.6885,1.62,2694.6108,,-10.2183,159.9052,0.4283,0.282,0.2124,1271.1864,-0.8407,22.8165141178
SZ002243,2025-12-31,1.6997,3.627,0.2832,2.43,781.4196,0.0707,9.9689,0.1423,2.4829,2.42,2529.8665,1.7038,-52.187,144.9917,0.516,0.4607,0.3224,1116.6253,1.1623,21.3487027034
SZ002243,2026-03-31,18.6834,-7.0702,0.0669,-0.29,702.5761,-0.0324,-0.2375,0.0335,0.5961,-0.29,2686.5672,,-3.772433401725,150.9814,-0.2375,0.1281,0.0815,1104.2945,-0.109347614829,19.1191869169
