instrument,datetime,asset_turnover,profit_growth,equity_turnover,eps,gross_margin,roe_weighted,ar_turn_days,inventory_turn_days,revenue_growth,roa_alt,roa,roe,ar_turnover,net_margin,fixed_asset_turnover,current_asset_turnover,ocf_to_np,asset_turn_days,inventory_turnover,current_asset_turn_days
SH600461,2021-03-31,0.1228,38.5705,0.3379,0.2563,21.4196952739,3.91,25.4539,22.4104,55.3353,1.4061,1.4061,3.83,3.5358,11.7192,,0.3544,0.5415,732.899,4.016,253.9503
SH600461,2021-06-30,0.2488,22.8387,0.6988,0.4851,23.9504671307,7.25,24.6721,15.3461,52.1417,16.2605,2.6344,7.42,7.2957,10.8902,1.1855,0.7434,0.7707,723.4727,11.7294,242.1308
SH600461,2021-09-30,0.3291,19.7493,0.9153,0.7541,27.4355954496,11.44,32.3652,23.0815,22.8919,4.0111,4.0111,11.19,8.3423,12.6902,,0.9746,0.9254,820.4193,11.6977,277.0367
SH600461,2021-12-31,0.478,21.095,1.3118,0.9969,26.1113877927,14.59,27.2684,17.6673,23.832,19.5016,5.3658,13.93,13.2021,11.6202,2.2427,1.4865,1.454,753.1381,20.3766,242.1796
SH600461,2022-03-31,0.0998,5.7968,0.2739,0.2698,27.5479019464,4.03,43.1489,37.7564,-12.7421,1.3855,1.3855,3.95,2.0858,14.2091,,0.3211,1.0801,901.8036,2.3837,280.2865
SH600461,2022-06-30,0.1911,34.9029,0.5428,0.597,30.7742401356,7.56,48.0436,41.4098,-11.4861,16.2475,2.896,8.06,3.7466,16.5976,0.9134,0.6589,1.2985,941.9152,4.3468,273.1826
SH600461,2022-09-30,0.2778,24.0938,0.7732,0.8578,31.6956084448,10.84,54.739,32.5293,-4.4034,4.1925,4.1925,11.61,4.9325,16.4731,,1.0196,1.4197,971.9222,8.3002,264.8097
SH600461,2022-12-31,0.4029,14.9847,1.0682,1.0019,29.7620663191,13.49,49.5998,22.5104,-4.872,19.87,5.2261,13.3,7.2581,14.0458,1.8412,1.5603,2.0029,893.522,15.9926,230.7249
SH600461,2023-03-31,0.0957,21.3009,0.2518,0.2861,27.6560015384,4.01,65.6503,21.0025,14.4021,1.3933,1.3933,3.93,1.3709,15.066,,0.4102,1.0076,940.4389,4.2852,219.4052
SH600461,2023-06-30,0.1777,8.1423,0.4743,0.6137,31.8872920365,7.95,74.0893,25.1242,3.5778,17.1879,2.9584,8.08,2.4295,17.329,0.8125,0.7567,1.2193,1012.9432,7.1644,237.875
SH600461,2023-09-30,0.2596,13.1055,0.6856,0.9223,32.2487432741,12.04,79.825,28.2885,5.5495,4.3619,4.3619,11.77,3.3824,17.6524,,1.0931,1.4028,1040.0616,9.5445,247.0039
SH600461,2023-12-31,0.3675,13.4914,0.9437,1.0961,30.7298645837,14.44,71.1561,20.2649,3.5001,20.228,5.4115,13.64,5.0593,15.4017,1.6881,1.5629,1.3947,979.5918,17.7647,230.341
SH600461,2024-03-31,0.0921,11.5008,0.2289,0.2835,29.020006393,3.87,79.2114,19.7299,3.9167,1.4609,1.4609,3.68,1.1362,16.1655,,0.38,0.6839,977.1987,4.5616,236.8421
SH600461,2024-06-30,0.1677,1.2626,0.4249,0.5529,32.1863171203,7.19,91.2964,23.317,1.8876,17.5937,2.8142,7.1,1.9716,17.2227,0.8291,0.6796,0.8963,1073.3453,7.7197,264.8617
SH600461,2024-09-30,0.2379,2.4759,0.5897,0.8121,33.9033303646,10.82,100.1595,28.1764,-1.2249,4.2125,4.2125,10.19,2.6957,18.3138,,0.9379,1.331,1134.9306,9.5825,287.8772
SH600461,2024-12-31,0.3453,7.9195,0.8429,1.0417,31.748207171,13.63,94.4436,17.5617,2.2172,20.553,5.4078,12.67,3.8118,16.2609,1.7381,1.3696,1.4757,1042.5717,20.4992,262.8505
SH600461,2025-03-31,0.0774,-0.4421,0.1792,0.2696,31.1186422407,3.56,126.8499,18.1262,-10.6404,1.3888,1.3888,3.41,0.7095,18.0104,,0.2928,0.3007,1162.7907,4.9652,307.377
SH600461,2025-06-30,0.149,-3.1301,0.349,0.5126,33.3682702818,6.34,134.8214,21.0659,-6.5437,18.471,2.6597,6.47,1.3351,17.8518,0.7928,0.5628,0.5238,1208.0537,8.5446,319.8294
SH600461,2025-09-30,0.218,-2.8775,0.5052,0.7816,34.884732286,9.72,140.7349,24.1421,-3.8512,4.0092,4.0092,9.58,1.9185,18.4993,,0.8163,0.9771,1238.5321,11.1838,330.7607
SH600461,2025-12-31,0.3002,-3.8535,0.6882,1.0016,34.1472149207,12.44,134.9679,17.209,-9.003,21.2435,5.118,11.94,2.6673,17.1811,1.5311,1.1483,1.4851,1199.2005,20.9193,313.5069
SH600461,2026-03-31,0.0672,-3.1082,0.149,0.2612,36.5170203187,3.11,169.9396,19.9778,-11.8586,1.3246,1.3246,3.07,0.5296,19.7985,,0.2552,0.6158,1339.2857,4.505,352.6646
