instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ002361,2021-03-31,62.9357,6.0867,0.2506,1.57,83.5499,0.034,0.7745,0.1296,0.4971,1.55,694.4444,,167.1403,181.0501,0.7745,1.0772,0.228,394.7368,-3.7408,18.1002691307
SZ002361,2021-06-30,53.9391,6.3989,0.6297,4.11,70.7297,0.0888,16.342,0.3128,1.1583,4.18,575.4476,1.3118,104.9601,155.4002,1.9113,2.5449,0.5385,334.2618,-1.242,18.9690029873
SZ002361,2021-09-30,50.474,5.2622,0.9901,5.47,70.5053,0.1156,2.4367,0.4896,1.8006,5.46,551.4706,,76.9464,149.95,2.4367,3.8295,0.8441,319.8673,-1.32,17.9810716437
SZ002361,2021-12-31,38.6213,3.0846,1.1946,4.45,60.8807,0.0817,15.6195,0.6508,2.5029,3.47,553.1653,2.961,-5.8188,143.8332,1.8074,5.9132,1.0837,332.1953,-0.4695,15.0379262434
SZ002361,2022-03-31,15.5928,0.5092,0.217,0.25,84.7298,0.0028,0.0641,0.124,0.4596,0.25,725.8065,,-90.3297,195.8225,0.0641,1.0622,0.2011,447.5385,-46.8001,13.336777802
SZ002361,2022-06-30,3.4545,2.8663,0.4895,1.59,82.4742,0.0352,15.7286,0.2719,1.0168,1.63,662.0081,1.428,-53.6588,177.026,0.7789,2.1825,0.4391,409.9294,-6.1186,12.2719339143
SZ002361,2022-09-30,1.4289,2.1303,0.7584,2.11,70.9406,0.0406,0.8851,0.4187,1.5354,2.14,644.8531,,-58.9377,175.8499,0.8851,3.806,0.6744,400.3559,-8.211,11.3111997755
SZ002361,2022-12-31,-2.8957,0.8816,1.0265,1.13,65.6132,0.0233,16.0161,0.5616,2.1363,1.14,641.0256,3.009,-72.2483,168.5157,0.4888,5.4867,0.9048,397.878,-5.2783,12.1081414899
SZ002361,2023-03-31,0.4963,1.3178,0.2245,0.28,73.9584,0.0075,0.1596,0.1204,0.4611,0.28,747.5083,,160.0781,195.1854,0.1596,1.2169,0.1974,455.9271,-8.5282,10.0761688017
SZ002361,2023-06-30,-1.3944,1.8601,0.489,0.9,67.5676,0.0232,16.8874,0.2601,0.9622,0.9,692.0415,1.4988,-36.0099,187.0713,0.4815,2.664,0.4262,422.3369,-6.1214,10.2315360812
SZ002361,2023-09-30,-0.5422,1.3678,0.7797,1.12,63.7228,0.0267,0.5585,0.4086,1.4709,1.15,660.793,,-36.1415,183.5611,0.5585,4.2371,0.6765,399.1131,-8.6741,10.5278574594
SZ002361,2023-12-31,2.1785,0.7295,1.0818,1.09,59.4629,0.0197,16.7583,0.5517,2.1063,1.11,652.5285,2.6202,-15.4507,170.9158,0.3922,6.0542,0.9114,394.9967,12.3444,12.5274375076
SZ002361,2024-03-31,-7.6189,0.9708,0.2143,0.31,74.3126,0.0051,0.1041,0.106,0.4055,0.31,849.0566,,-31.9422,221.9482,0.1041,1.2111,0.1789,503.0743,-19.4681,11.5983460474
SZ002361,2024-06-30,-5.5765,1.1416,0.4875,0.78,65.3358,0.0134,18.7864,0.2404,0.8701,0.81,748.7521,0.9949,-42.0485,206.8728,0.2818,2.755,0.4085,440.6365,-10.6679,11.4552723925
SZ002361,2024-09-30,-6.458,1.2508,0.7541,1.29,65.3389,0.0228,0.4736,0.3706,1.3169,1.31,728.5483,,-14.4571,205.027,0.4736,4.1323,0.6256,431.5857,-4.4038,13.1285857289
SZ002361,2024-12-31,-5.9685,0.8286,1.0507,1.42,61.5648,0.0211,20.7914,0.5263,1.8794,1.51,684.0205,2.197,6.8104,191.5505,0.4547,5.8475,0.8974,401.1589,10.0352,14.4237158281
SZ002361,2025-03-31,3.6286,1.8377,0.2292,0.53,73.1588,0.01,0.2044,0.1145,0.3907,0.53,786.0262,,96.1627,230.3558,0.2044,1.2302,0.1928,466.805,-21.1921,12.0974303307
SZ002361,2025-06-30,3.1414,1.3915,0.5086,1.05,69.3695,0.0169,21.0372,0.2568,0.8549,1.05,700.9346,0.9648,25.7173,210.5509,0.3501,2.5948,0.4339,414.8421,-11.4934,13.3614226907
SZ002361,2025-09-30,5.6417,1.1268,0.815,1.36,65.4101,0.0217,0.447,0.4062,1.3219,1.37,664.6972,,-4.8364,204.2515,0.447,4.1278,0.6848,394.2757,-6.7573,12.2820983647
SZ002361,2025-12-31,0.0432,-0.309,1.0817,0.59,56.8029,-0.0079,22.1917,0.5403,1.7588,0.61,666.2965,2.0171,-137.3122,204.685,-0.1643,6.3377,0.9134,394.1318,0.056854381196,13.4353003353
SZ002361,2026-03-31,-5.4943,-1.3489,0.2228,-0.24,67.8887,-0.007,-0.1453,0.1079,0.3569,-0.24,834.1057,,-169.371,252.1715,-0.1453,1.3257,0.1772,507.9007,-0.407036065964,8.2631744677
