instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH603690,2021-03-31,578.7781,0.0386,605.279764755488,104.1314,-1.0259,1.197,2.33,0.0617,31.2285,1.197,0.2269,0.0699,2331.6062,0.1555,361.591,1458.671,2.18,41.5465160927,,0.2489
SH603690,2021-06-30,250.2433,0.1476,421.3469,76.5102,-1.1426,4.1593,4.41,0.241,16.1379,2.2789,0.4663,0.2762,1219.5122,0.7193,213.6752,746.888,4.32,30.8685145448,1.7312,0.8424
SH603690,2021-09-30,346.5092,0.2068,126.9947,68.7142,-1.0765,2.8667,5.48,0.3347,14.4163,2.8667,0.5805,0.3817,1305.6093,0.7792,224.2339,806.6926,5.33,35.391889893,,1.2041
SH603690,2021-12-31,267.6381,0.3001,9.0118,49.1778,-0.671,5.4906,8.1,0.4894,13.6389,3.5831,0.8925,0.5594,1199.6001,1.3451,188.8475,735.5946,6.93,36.1887618116,2.7696,1.9063
SH603690,2022-03-31,311.311,0.0689,-59.9116,136.9844,-8.0365,0.3637,0.54,0.1152,5.2826,0.3637,0.0908,0.1272,1306.2409,0.2891,210.3295,781.25,0.54,35.2232910227,,0.4279
SH603690,2022-06-30,324.8511,0.1354,-41.4706,21.6688,-5.1659,3.3693,1.98,0.2217,7.7632,1.0095,0.2721,0.2575,1329.3944,0.5541,225.9603,811.908,1.96,36.0886366055,0.9933,0.7966
SH603690,2022-09-30,303.3026,0.2294,-9.13,50.1345,-3.5577,1.8974,3.91,0.3784,8.7255,1.8974,0.5249,0.4397,1176.9834,0.8902,189.8868,713.5307,3.86,35.4775224298,,1.4219
SH603690,2022-12-31,263.7169,0.3432,-1.3887,46.3235,-2.8822,5.4289,6.65,0.568,9.1916,2.8492,0.873,0.6777,1048.951,1.3651,195.8651,633.8028,6.33,35.3626985281,2.3798,1.838
SH603690,2023-03-31,327.7495,0.0761,108.4363,43.155,3.4259,0.5596,1.39,0.1223,7.6916,0.5596,0.1875,0.1652,1182.6544,0.2746,248.3444,735.8953,1.38,33.9308819955,,0.3624
SH603690,2023-06-30,381.7603,0.1401,-0.9671,32.125,-6.1322,3.5733,2.4,0.2241,5.8188,0.7632,0.2232,0.3121,1284.7966,0.4715,265.1738,803.2129,2.39,34.9604062824,0.9277,0.6788
SH603690,2023-09-30,432.4844,0.2036,-0.9418,14.186,-3.1638,1.4152,4.28,0.325,7.5695,1.4152,0.4304,0.458,1326.1297,0.6243,272.9754,830.7692,4.19,35.0104647708,,0.9891
SH603690,2023-12-31,375.9006,0.2897,17.0076,3.3284,-2.4735,5.906,8.06,0.476,10.4085,2.7516,0.8481,0.6447,1242.6648,0.9577,258.8066,756.3025,7.71,33.8117790177,1.9291,1.391
SH603690,2024-03-31,471.451,0.0668,-21.0675,3.4812,-5.5001,0.3845,1.29,0.1093,5.8669,0.3845,0.123,0.1594,1347.3054,0.1909,280.2865,823.4218,1.28,33.8223660552,,0.3211
SH603690,2024-06-30,507.3281,0.1231,-49.1859,3.2309,-11.6226,3.9551,1.5,0.2017,2.8643,0.3389,0.1131,0.3002,1462.2258,0.3548,303.0813,892.4145,1.49,34.2790971019,0.8181,0.5939
SH603690,2024-09-30,470.3013,0.2053,-3.5589,20.039,-2.6406,1.164,3.84,0.3315,6.0815,1.164,0.4155,0.5172,1315.1486,0.5741,274.0282,814.4796,3.86,35.383786901,,0.9853
SH603690,2024-12-31,419.874,0.2828,-117.1731,14.397,-0.128469055958,3.5959,0.48,0.4726,-1.5625,-0.4149,-0.1458,0.7214,1272.9844,0.8574,262.3142,761.7435,0.49,31.3960013423,1.649,1.3724
SH603690,2025-03-31,596.0265,0.0532,-98.1338,-10.3163,-69.8634,0.0064,0.21,0.0902,0.1221,0.0064,0.0023,0.1484,1691.7293,0.151,346.1538,997.7827,0.4,33.8987730611,,0.26
SH603690,2025-06-30,520.8333,0.1142,-76.1669,5.2462,-53.9623,4.5042,0.81,0.1905,0.6486,0.0715,0.0272,0.3172,1576.1821,0.3456,329.7307,944.8819,0.78,30.0289524644,0.6381,0.5459
SH603690,2025-09-30,577.4166,0.1668,-78.4988,-10.3323,-14.5574,0.2332,1.72,0.2781,1.4583,0.2332,0.09,0.4675,1618.705,0.4676,338.8129,970.8738,1.68,31.6439447689,,0.7969
SH603690,2025-12-31,534.7594,0.2067,-472.338111870696,-20.8095,-0.15052664568,0.4932,-20.84,0.3482,-27.0202,-5.4893,-2.014,0.6513,1741.6546,0.6732,358.8517,1033.8886,-22.21,22.764266825,1.0263,1.0032
SH603690,2026-03-31,710.3394,0.0442,-9262.0623,-14.7049,-0.049008339298,-0.5805,-2.0,0.0743,-13.114,-0.5805,-0.2125,0.1629,2036.1991,0.1267,407.6087,1211.3055,-2.27,27.0627423816,,0.2208
