instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920056,2023-06-30,3.666,122.8075,15.4712944418,326.379204926404,8.5478,0.7947,,4.8916,80.0854,15.28,226.5006,0.9118,49.0998,0.3557,-0.3497,,4.8916,2.2476,-3.2381,7.73
BJ920056,2023-09-30,,150.4068,16.467992248,,8.4532,,,,,11.7,,2.8676,,0.5484,0.9364,,,,0.387,
BJ920056,2023-12-31,7.6664,129.1927,16.8510044852,312.774977925458,8.9136,1.6223,,10.3207,74.0985,16.56,221.9072,1.8453,46.9582,0.7843,1.0884,,10.3207,4.8584,2.2106,15.65
BJ920056,2024-03-31,1.8416,128.95972028047,18.8856477725,311.755027504964,11.2286,0.4081,,3.3313,66.4943,4.68,220.5342,0.4161,48.8705,0.2394,1.025,,3.3313,1.3535,17.146675750834,4.57
BJ920056,2024-06-30,4.1356,15.8109,17.7857537744,287.763024552047,9.0828,0.8925,,5.9551,65.9534,7.92,201.6807,0.8703,43.5245,0.4119,1.0593,,5.9551,2.7292,8.9903,7.61
BJ920056,2024-09-30,6.711,8.8128,17.0441256778,284.651218387556,8.6902,1.3477,,8.654,62.8784,11.27,200.3413,1.2948,40.2325,0.5967,1.4645,,8.654,4.294,5.8452,10.67
BJ920056,2024-12-31,9.0967,10.2555,17.0507253636,279.774423770619,9.1625,1.814,,12.2043,65.6994,15.92,198.4564,1.7357,39.5748,0.8647,1.2318,,12.2043,5.4795,7.2601,14.75
BJ920056,2025-03-31,1.8959,-23.2066,17.9608620033,313.508843227559,8.9386,0.4044,,2.5382,72.5046,3.09,222.5519,0.3453,47.4709,0.1838,1.4692,,2.5382,1.2413,-3.5325,3.04
BJ920056,2025-06-30,4.6159,10.8067,17.7412983777,289.361729181545,10.0586,0.8653,,6.0825,71.1941,7.49,208.0203,0.7449,38.9956,0.4564,1.1572,,6.0825,2.5283,0.057,7.22
BJ920056,2025-09-30,6.6959,6.6486,17.252078564,316.230232038462,9.1828,1.14,,6.956,67.3871,10.05,236.8421,0.9947,40.3232,0.504,0.8253,,6.956,4.0067,0.928,7.88
BJ920056,2025-12-31,9.4725,-1.6299,17.6635288453,320.1708,9.2078,1.4913,1.1244,21.46,66.7854,12.42,241.4001,1.3057,38.0048,0.6736,1.352,,9.1004,5.3904,-2.1143,10.26
BJ920056,2026-03-31,1.9152,24.5804,18.6120596484,408.7193,11.0392,0.2946,0.2202,2.4126,68.7285,2.73,305.499,0.2469,46.9925,0.1814,0.6113,,2.4126,1.3095,0.8748,2.69
