instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH688128,2021-03-31,119.2527,0.1473,11.4784,39.2995,-2.7099,1.1873,1.99,0.1935,8.0087,1.1873,0.1157,0.2496,610.998,0.7547,90.1713,465.1163,1.99,30.5771340652,,0.9981
SH688128,2021-06-30,91.0102,0.3851,24.6262,45.587,-0.2684,17.027,6.59,0.5024,10.0655,3.7738,0.3935,0.6769,467.4111,1.9778,76.6937,358.2803,6.72,27.6500552887,3.0347,2.347
SH688128,2021-09-30,98.3069,0.5624,21.289,42.377,0.053,5.1736,10.08,0.7252,9.8993,5.1736,0.5949,1.0225,480.0853,2.7465,87.7164,372.3111,9.92,27.7581065634,,3.0781
SH688128,2021-12-31,103.9651,0.7705,10.4115,35.2354,0.3457,18.7427,13.29,1.0172,9.1773,6.446,0.7731,1.4251,467.2291,3.4627,72.3531,353.9127,12.89,27.3464173537,6.1839,4.9756
SH688128,2022-03-31,174.4862,0.1516,0.5796,26.5884,-3.3412,0.9593,1.99,0.2045,6.3632,0.9593,0.1164,0.2976,593.6675,0.5158,100.6711,440.0978,1.97,28.1519043789,,0.894
SH688128,2022-06-30,173.377,0.321,2.0459,4.1697,1.932,14.765,6.66,0.4413,9.8603,3.0012,0.4016,0.6661,560.7477,1.0382,94.7069,407.8858,6.76,28.9548785679,2.7974,1.9006
SH688128,2022-09-30,186.9029,0.475,4.093,3.8635,1.5312,4.3349,10.24,0.6458,9.9212,4.3349,0.6193,1.0036,568.4211,1.4446,101.3171,418.0861,10.06,29.2674209726,,2.6649
SH688128,2022-12-31,167.0921,0.6837,14.5095,11.3597,1.9705,16.5252,14.3,0.9225,9.4369,5.7304,0.8853,1.4762,526.5467,2.1545,86.5884,390.2439,13.65,28.4459260065,6.2333,4.1576
SH688128,2023-03-31,256.3372,0.1349,29.8135,15.694,-3.8635,0.949,2.32,0.1817,7.1398,0.949,0.1511,0.316,667.1609,0.3511,108.8271,495.322,2.29,27.7614197582,,0.827
SH688128,2023-06-30,269.0181,0.285,11.7405,11.9395,-0.5941,13.3876,6.7,0.3825,9.8427,2.712,0.4487,0.6843,631.5789,0.6691,104.6025,470.5882,6.85,31.1246038467,2.8398,1.7208
SH688128,2023-09-30,272.0403,0.439,12.5643,16.6652,-0.0979,3.9326,10.42,0.5868,9.5725,3.9326,0.6971,1.0744,615.0342,0.9925,102.1528,460.1227,10.27,30.9896568677,,2.6431
SH688128,2023-12-31,256.1184,0.6151,14.0001,9.9677,0.98,15.892,14.77,0.7901,9.7829,5.5772,1.0092,1.4882,585.2707,1.4056,93.9972,455.6385,14.05,30.1793123552,6.3258,3.8299
SH688128,2024-03-31,399.4674,0.1207,13.7469,2.209,-3.5114,0.9694,2.37,0.1474,7.9458,0.9694,0.1718,0.2947,745.6504,0.2253,120.032,610.5834,2.34,33.5832086252,,0.7498
SH688128,2024-06-30,332.5942,0.2893,8.6544,11.6401,-0.9293,14.5602,6.51,0.3525,9.5795,2.8538,0.4875,0.6996,622.1915,0.5412,107.3922,510.6383,6.69,33.3559417197,3.0776,1.6761
SH688128,2024-09-30,323.5858,0.4367,14.5005,6.9935,0.1893,4.5375,10.63,0.5369,10.2441,4.5375,0.7982,1.0475,618.2734,0.8344,106.5005,502.8869,10.47,33.9559396873,,2.5352
SH688128,2024-12-31,281.9991,0.6142,15.2258,8.3866,1.1234,18.4812,15.16,0.7842,10.4002,6.35,1.1628,1.4636,586.1283,1.2766,95.435,459.0666,14.49,32.6024604076,6.4116,3.7722
SH688128,2025-03-31,266.6667,0.1543,80.0421,29.6426,-0.8032,1.7155,3.84,0.2077,11.0348,1.7155,0.3094,0.3422,583.2793,0.3375,99.6678,433.3173,3.77,33.5628483574,,0.903
SH688128,2025-06-30,259.5904,0.3131,31.2423,13.1427,1.012,16.2782,7.7,0.4237,11.1119,3.4651,0.6398,0.7106,574.8962,0.6934,97.0246,424.8289,7.87,32.846031289,3.2458,1.8552
SH688128,2025-09-30,274.4739,0.4525,18.5048,10.2552,1.6437,4.8111,11.37,0.6071,11.0106,4.8111,0.9458,1.0395,596.6851,0.9837,90.425,444.7373,11.17,33.5368226204,,2.9859
SH688128,2025-12-31,265.252,0.6022,14.4034,5.3809,2.2548,18.4077,15.82,0.83,11.2907,6.3908,1.3303,1.3928,597.808,1.3572,87.0827,433.7349,14.99,34.1542304265,6.7587,4.134
SH688128,2026-03-31,268.8172,0.1403,5.6441,4.2488,0.5644,1.5669,3.75,0.2015,11.1825,1.5669,0.3269,0.3274,641.4825,0.3348,80.4865,446.6501,3.71,31.2345081742,,1.1182
