instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920012,2023-06-30,,,31.5293314239,,16.3103,,,,,5.49,,0.7125,,0.7683,0.8009,,,,,5.49
BJ920012,2023-12-31,3.2517,127.8273,31.4710542782,587.794669749462,14.8969,0.8546,,8.6338,152.8143,10.63,421.2497,0.7207,110.7113,1.4812,0.9574,,8.6338,2.3558,10.7552,10.33
BJ920012,2024-03-31,,,33.109324369,,13.7601,,,,,,,0.3307,,0.3269,0.9402,,,,,
BJ920012,2024-06-30,1.6102,2.1862,32.6150000745,576.772312289839,14.4697,0.4265,,4.4564,150.0,5.32,422.0399,0.3676,111.7874,0.7851,0.5576,,4.4564,1.2,15.1846,5.19
BJ920012,2024-09-30,,,32.1456382425,,14.5986,,,,,8.33,,1.1911,,1.1712,0.7376,,,,,8.33
BJ920012,2024-12-31,3.8395,19.1539,31.7978673269,530.506514883981,14.6058,0.9256,,9.5619,143.6438,11.6,388.9369,0.803,93.7622,1.6547,0.8433,,9.5619,2.5062,21.5292,11.22
BJ920012,2025-03-31,0.9625,37.8282,32.7784286806,571.346389729296,15.5866,0.2127,,2.4697,156.7398,2.82,423.1312,0.1812,93.5065,0.4224,0.9122,,2.4697,0.5742,21.6772,2.78
BJ920012,2025-06-30,2.0946,22.3876,33.0827633565,546.619052830645,15.7586,0.4437,,5.1724,149.7753,5.93,405.6795,0.381,85.9353,0.9009,0.6769,,5.1724,1.2018,12.3774,5.88
BJ920012,2025-09-30,3.095,22.1961,32.8970961286,549.584750300492,16.3899,0.6673,,7.8451,146.9788,9.25,404.6156,0.5718,87.2375,1.4312,0.6571,,7.8451,1.837,8.841,9.03
BJ920012,2025-12-31,4.3275,7.4897,32.7287653084,557.046950286267,15.2462,0.8827,,9.4618,146.1573,11.51,407.8396,0.7553,83.1889,1.7787,0.5826,,9.4618,2.4631,2.9748,10.99
BJ920012,2026-03-31,1.0101,3.2256,33.0930218736,619.223318272021,15.6042,0.2008,,2.2186,150.3006,2.65,448.2072,0.1708,89.1001,0.436,-0.4575,,2.2186,0.5988,3.1087,2.62
