instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920273,2023-03-31,0.24,-19.3118,21.648672127,517.2414,13.5632,0.213,0.174,2.0926,34.1232,3.42,422.5352,0.234,375.0,0.2008,0.354,,2.0926,2.6375,11.724,2.67
BJ920273,2023-06-30,0.5558,-11.6188,22.0174512515,455.0051,16.1063,0.4886,0.3956,12.7885,32.7439,7.37,368.3995,0.4919,323.8575,0.5013,1.9537,3.3968,6.0308,5.4972,2.5521,6.65
BJ920273,2023-09-30,0.9488,-4.1048,21.4469807003,437.0346,14.714,0.7655,0.6178,8.4584,33.6063,10.31,352.7106,0.7701,284.57,0.7291,2.3376,,8.4584,8.0342,7.9341,9.41
BJ920273,2023-12-31,1.25,-19.211,20.9845267749,447.0939,11.0247,1.024,0.8052,15.2487,32.1707,10.03,351.5625,1.0138,288.0,0.7157,2.7636,6.8831,8.224,11.1903,7.0347,9.32
BJ920273,2024-03-31,0.3246,11.9392,21.6559335761,514.2857,14.7196,0.2248,0.175,2.5678,31.3109,2.89,400.3559,0.1974,277.2643,0.2248,2.0931,,2.5678,2.8744,3.1449,2.88
BJ920273,2024-06-30,0.8358,-10.035,21.2460273593,441.9347,12.7002,0.5341,0.4073,12.4388,30.2272,5.79,337.0155,0.4638,215.3625,0.451,2.7669,3.5379,5.1648,5.9549,14.0932,5.9
BJ920273,2024-09-30,1.2618,15.4523,22.8570995283,420.8885,14.2388,0.837,0.6415,8.6523,31.2308,10.71,322.5806,0.753,213.98,0.8418,0.6953,,8.6523,8.6453,19.3049,10.48
BJ920273,2024-12-31,1.2835,64.2286,26.6515105606,416.4257,14.0619,1.1295,0.8645,16.5055,34.4037,14.8,318.7251,1.0407,280.4831,1.1755,-0.7922,6.5545,11.0509,10.464,28.7573,14.01
BJ920273,2025-03-31,0.277,36.9668,26.0512114926,462.963,14.9311,0.2602,0.1944,2.9093,40.8979,3.6,345.8878,0.241,324.9097,0.3079,3.3018,,2.9093,2.2006,35.0261,3.53
BJ920273,2025-06-30,0.7281,23.0508,21.7487071042,396.3012,11.3932,0.6091,0.4542,11.1623,36.3379,6.5,295.518,0.5769,247.2188,0.3966,3.0789,2.8242,5.134,4.9535,37.1666,6.53
BJ920273,2025-09-30,1.2137,0.4186,21.1038398735,366.0024,10.9572,1.0057,0.7377,8.224,33.337,9.86,268.4697,0.8969,222.4602,0.6042,3.5144,,8.224,8.0991,30.4931,9.59
BJ920273,2025-12-31,1.587,-23.0345,19.9922376605,378.5489,9.0255,1.3113,0.951,15.1013,40.1141,10.5,274.5367,1.1484,226.8431,0.6466,2.9554,5.4122,8.6619,8.9744,19.913,9.98
BJ920273,2026-03-31,0.6196,-48.821,13.2828535192,350.0583,5.8497,0.3686,0.2571,1.4988,40.9445,1.72,244.1671,0.2945,145.255,0.1127,7.9295,,1.4988,2.1981,30.6315,1.71
