instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920974,2023-03-31,2.4606,-38.6959,6.1863669653,138.302894342616,3.7637,0.7242,,1.9359,25.8532,2.5,124.2751,0.6537,36.5764,0.0904,1.4691,,1.9359,3.4812,-32.0676,2.33
BJ920974,2023-06-30,4.2871,-52.181,0.7183376536,188.5409,2.8376,1.3402,0.9547,4.369,30.4085,3.46,134.3083,1.2185,41.9864,0.129,1.1555,,2.6003,5.9194,-22.1962,3.28
BJ920974,2023-09-30,6.7776,-46.98,1.875822007,209.718325096343,2.1056,2.183,,3.0616,26.9787,4.1,123.683,1.964,39.8371,0.1548,0.6796,,3.0616,10.0079,-7.1667,3.92
BJ920974,2023-12-31,6.1346,-93.0976,2.2336783194,264.3366,0.4044,1.8886,1.3619,2.2451,27.2018,0.81,190.6174,1.9246,58.6835,0.0286,7.0558,,0.4905,13.2344,-41.4852,0.79
BJ920974,2024-03-31,1.4576,-32.3427,4.1455092368,291.4508,3.4903,0.4374,0.3088,1.1211,13.5385,1.31,205.7613,0.4407,61.7453,0.0606,-7.1499,,1.1211,6.6477,-27.0421,1.57
BJ920974,2024-06-30,2.9688,-61.0726,3.1789585205,303.7462,1.4999,0.8382,0.5926,2.9698,15.1619,1.32,214.7459,0.8655,60.6306,0.0502,2.56,6.2144,0.9196,11.8719,-26.3514,1.36
BJ920974,2024-09-30,4.676,-39.9389,2.9135820086,315.0525,2.0021,1.2326,0.857,1.8603,17.9008,2.42,219.0492,1.194,57.7417,0.093,2.1631,,1.8603,15.0831,-36.8322,2.46
BJ920974,2024-12-31,6.2646,318.3469,3.3196850356,295.1787,1.8486,1.787,1.2196,5.1309,14.2249,3.25,201.455,1.6608,57.4658,0.1198,1.204,12.1737,2.5017,25.3078,-8.4886,3.27
BJ920974,2025-03-31,1.5164,-41.1951,4.2181840543,331.004,2.784,0.4294,0.2719,0.7705,22.9101,0.91,209.5948,0.3282,59.3511,0.0356,6.7368,,0.7705,3.9284,-26.2767,0.93
BJ920974,2025-06-30,3.0918,26.3824,4.1361000852,300.3504,2.2843,0.9538,0.5993,4.5729,19.1842,1.66,188.7188,0.7136,58.2185,0.0635,7.4805,5.3232,1.4163,9.3827,-17.0199,1.64
BJ920974,2025-09-30,5.3019,68.6891,5.5567999177,284.51,3.3153,1.4498,0.949,3.0274,25.1408,4.05,186.2326,1.2073,50.9251,0.1568,-1.0639,,3.0274,10.7395,1.869,3.97
BJ920974,2025-12-31,7.0633,29.336,5.4022021963,275.5032,2.3671,2.0134,1.3067,6.3429,20.2818,4.07,178.802,1.6832,50.9677,0.155,-0.4126,7.3111,2.9624,17.7499,1.008,3.99
BJ920974,2026-03-31,1.67,124.877,13.2579930936,269.2193,4.5273,0.5054,0.3343,1.4958,22.1866,2.03,178.0768,0.4494,53.8922,0.0801,0.728,,1.4958,4.0565,38.2835,2.01
