instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SH600811,2021-03-31,-14.6879,264.7838,0.0664,656.4551,0.4248,0.3399,1355.4217,0.1434,0.87,13.107,0.1371,4.1382581594,0.87,1.1107,0.4248,0.0524,12.6006,,6.3198,7.1425
SH600811,2021-06-30,-25.5876,238.5054,0.1462,599.2011,1.3767,0.7547,1231.1902,0.3162,1.18,1.6626,0.3004,3.3142483203,1.18,1.5315,0.5606,0.0696,26.4986,8.4373,3.8035,6.7928
SH600811,2021-09-30,-44.7399,229.1631,0.2227,584.6687,0.5451,1.1782,1212.3934,0.4861,1.26,-5.8525,0.4618,2.4659763037,1.25,1.572,0.5451,0.0693,41.7791,,2.4558,6.4626
SH600811,2021-12-31,-885.1966,203.0686,0.333,505.547,-3.0281,1.7728,1081.0811,0.7419,-8.48,-1.8015,0.7121,2.0425795386,-8.85,0.036431531489,-4.1392,-0.4936,58.3695,16.9932,-12.0774,6.1676
SH600811,2022-03-31,-110.5033,246.9136,0.0672,587.8511,-0.0468,0.3645,1339.2857,0.1514,0.06,-4.0616,0.1531,2.2967690129,0.06,0.039843036902,-0.0468,-0.0055,13.0004,,-0.6919,6.9229
SH600811,2022-06-30,-116.0533,237.561,0.1337,603.2172,1.0672,0.7577,1346.2977,0.3059,0.13,-12.2706,0.2984,1.3439568308,0.13,0.076260553968,-0.0923,-0.0113,28.1711,6.1482,-0.696,6.3895
SH600811,2022-09-30,-185.3177,202.2775,0.2335,506.5666,-0.5026,1.3348,1156.3169,0.5289,-0.47,-1.968,0.533,0.438022175,-0.47,0.048954225357,-0.5026,-0.06,50.9067,,-2.1373,5.3038
SH600811,2022-12-31,42.077663476433,210.7112,0.2998,525.2407,-1.5793,1.7085,1200.8005,0.6864,-5.28,-14.5626,0.6854,0.4641464623,-5.43,0.033769581771,-2.8754,-0.3319,49.0119,13.2492,-9.361,7.3452
SH600811,2023-03-31,725.671203610867,291.1679,0.054,700.9346,0.1888,0.3091,1666.6667,0.1238,0.53,-23.3797,0.1284,2.6576644918,0.52,0.9298,0.1888,0.0215,8.4486,,3.4712,10.6527
SH600811,2023-06-30,-649.763483537509,335.0707,0.0937,795.756,0.9767,0.5372,1921.0245,0.2131,-0.79,-35.1907,0.2262,2.9544075538,-0.79,0.074309335205,-0.4553,-0.0502,14.541,4.0217,-4.7506,12.3788
SH600811,2023-09-30,-13.609439129213,302.3516,0.1566,702.5761,-0.3894,0.893,1724.1379,0.3538,-0.57,-37.5043,0.3843,2.7760807831,-0.57,0.048245864524,-0.3894,-0.0423,22.0567,,-2.4094,12.2412
SH600811,2023-12-31,-56.378251415726,422.4856,0.1515,942.4084,-2.9598,0.8521,2376.2376,0.3507,-8.89,-53.1286,0.382,3.0367427633,-9.33,0.057712353616,-4.5595,-0.4737,22.2831,6.2812,-28.5069,16.1557
SH600811,2024-03-31,96.5205,1610.0179,0.0109,2893.8907,0.4128,0.0559,8256.8807,0.025,1.03,-81.7658,0.0311,9.1056299414,1.02,0.1152,0.4128,0.0422,1.6339,,37.4107,55.0829
SH600811,2024-06-30,163.966084015255,2907.916,0.013,4812.8342,1.9615,0.0619,13846.1538,0.0292,0.55,-87.5609,0.0374,13.7206194318,0.55,1.5925,0.2043,0.0202,1.9731,0.5081,15.3946,91.227
SH600811,2024-09-30,227.600734730675,2934.7826,0.0197,4647.1601,0.2845,0.092,13705.5838,0.0442,0.78,-88.6503,0.0581,15.3362231608,0.78,2.4177,0.2845,0.0278,2.8343,,13.9771,95.2616
SH600811,2024-12-31,9.058457777458,3557.3123,0.0233,5255.4745,-4.9166,0.1012,15450.6438,0.0537,-8.82,-86.175,0.0685,19.1037773009,-9.18,0.114109383708,-4.9166,-0.4608,3.5474,,-200.56,101.4828
SH600811,2025-06-30,-16396.3795,5099.1501,,5625.0,-53.7334,0.0353,15272.7040919096,0.0394,-127.7,-30.4833,0.032,29.6832339877,-437.99,-0.120677761156,-53.7334,-3.2982,1.5884,,-3608.8602,113.3216
