instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SH600680,2021-03-31,90.105937804214,30.1882,,2777.7778,-0.2781,2.9813,4766.67197056728,0.0809,-0.62,-8.0266,0.0324,35.66989934,-0.63,1.624451110491,-0.2781,-0.0036,0.6019,,-7.7222,149.5265
SH600680,2021-06-30,202.549656094193,29.2983,,2773.4977,2.92,6.1437,4767.94311753757,0.1549,6.0,-14.2912,0.0649,40.0794923706,5.97,1.4885,2.92,0.0363,1.433,,39.6234,125.6106
SH600680,2021-09-30,319.021933988809,27.8253,,2769.2308,7.8608,9.7034,4747.38034189513,0.2218,15.67,-4.8863,0.0975,39.7259706834,14.7,0.8418,7.8608,0.0973,2.1345,,70.634,126.4933
SH600680,2021-12-31,-94.9365,33.4321,,2620.0873,4.2952,10.7681,4512.66111026905,0.3169,8.509,-10.8341,0.1374,41.3849411616,8.16,1.0892,4.2952,0.0513,3.0522,,26.7807,117.9477
SH600680,2022-03-31,124.801605927043,52.2982,,436.8932,0.0732,1.7209,2570.44512287007,0.066,0.14,-8.9098,0.206,47.5755008251,0.14,-1.0373,0.0732,0.0009,0.7856,,2.1016,114.5621
SH600680,2022-06-30,204.5001,51.9901,,571.61,8.5143,3.4622,2812.12713487833,0.1152,15.96,-12.8981,0.3149,47.3744075532,14.78,-0.0534,8.5143,0.1105,1.538,,138.5198,117.0351
SH600680,2022-09-30,3.1797,47.63,,565.09,7.924,5.6687,2886.14404770776,0.1676,14.62,-16.4417,0.4778,43.5425039072,13.62,1.0815,7.924,0.1004,2.4299,,87.2204,111.1157
SH600680,2022-12-31,-83.8478,39.3602,,513.8453,0.7109,9.1463,2788.96433315041,0.2402,1.29,-20.4863,0.7006,38.6839812726,1.31,10.6914,0.7109,0.0083,4.6106,,5.4402,78.0809
SH600680,2023-03-31,291.1125,31.1807,,522.9518,0.2929,2.8864,2576.25974159454,0.0647,0.55,-2.5724,0.1721,42.9073157502,0.54,3.1116,0.2929,0.0035,2.5794,,8.4366,34.8918
SH600680,2023-06-30,-93.0497,29.6971,,527.3953,0.6548,6.0612,2582.17211238746,0.1283,1.21,2.1873,0.3413,44.7499670964,1.2,2.6415,0.6548,0.0077,4.6877,,9.4215,38.3984
SH600680,2023-09-30,-87.7519,28.2684,,534.4418,1.0562,9.5513,2600.3047791556,0.1898,1.93,5.064,0.5052,47.2984075874,1.91,1.5862,1.0562,0.0123,6.8773,,10.1679,39.2596
SH600680,2023-12-31,236.1034,25.14,,539.3258,2.4054,14.3198,2614.39640252404,0.2484,4.32,5.0258,0.6675,46.5453655379,4.24,0.8018,2.4054,0.0278,9.2677,,17.4097,38.8446
SH600680,2024-06-30,2.0373,15.3259,,648.1815,0.6742,11.7448,3032.99790285968,0.1042,1.19,-15.5261,0.2777,47.8256935257,1.18,0.841,0.6742,0.0078,3.5005,,11.3803,51.4212
SH600680,2024-12-31,2.9495,12.1503,,594.0594,2.552,29.629,2932.70691269806,0.2088,4.27,-12.4708,0.606,44.0277660801,4.19,-0.7477,2.552,0.0287,8.2442,,20.4768,43.6671
SH600680,2025-06-30,-88.0846,11.5902,,641.0256,0.0821,15.5304,3218.38697054933,0.0923,0.14,-8.1723,0.2808,40.0712592565,0.14,5.9016,0.0821,0.0009,2.7637,,1.4767,65.1301
SH600680,2025-12-31,64.4718,13.6776,,536.193,4.2969,26.3204,2788.38773381525,0.2025,6.66,2.3918,0.6714,31.6273487982,6.45,0.0559,4.2969,0.0472,10.0574,,32.8919,35.7945
