instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH603678,2021-03-31,115.7854,0.1908,278.3802,90.6806,0.1151,4.2415,6.41,0.2702,22.6319,4.2415,0.5676,0.2786,471.6981,0.7773,130.662,333.0866,6.25,34.99542301,,0.6888
SH603678,2021-06-30,116.1215,0.3901,101.6356,60.9192,0.6799,14.2243,13.32,0.5501,23.3748,8.7649,1.226,0.5725,461.4201,1.5501,126.6892,327.2132,12.91,36.4194617685,2.359,1.4208
SH603678,2021-09-30,119.4215,0.574,83.5997,45.3562,0.2908,12.1805,18.59,0.8112,22.3444,12.1805,1.7477,0.8295,470.3833,2.2609,129.6955,332.8402,17.36,36.0422204391,,2.0818
SH603678,2021-12-31,122.691,0.7354,54.8826,29.4814,0.6085,19.928,22.41,1.0734,20.6305,14.0723,2.1239,1.0704,489.5295,2.9342,120.9555,335.3829,20.44,35.5205726371,4.3821,2.9763
SH603678,2022-03-31,209.3023,0.1188,-24.6192,-26.9166,1.2329,2.7128,4.06,0.1817,23.3433,2.7128,0.4279,0.1714,757.5758,0.43,167.4107,495.322,3.99,40.6423891152,,0.5376
SH603678,2022-06-30,189.0359,0.2742,-9.8182,-18.7257,1.0187,13.157,10.22,0.4165,25.9366,6.9098,1.1056,0.3945,656.4551,0.9522,159.2638,432.1729,10.01,43.2863455388,1.2706,1.1302
SH603678,2022-09-30,203.7275,0.3922,-8.2791,-21.1404,0.7316,9.7968,14.58,0.5977,25.9886,9.7968,1.6029,0.5566,688.4243,1.3253,170.4868,451.7316,13.83,44.4573655857,,1.5837
SH603678,2022-12-31,207.7922,0.4915,-15.4592,-24.829,1.121,18.0649,16.22,0.7609,23.202,10.9485,1.7955,0.6919,732.4517,1.7325,160.3635,473.1239,15.18,42.3878522364,2.2055,2.2449
SH603678,2023-03-31,305.1882,0.0853,-35.1554,-23.8955,3.3598,1.7012,2.37,0.1382,19.8896,1.7012,0.2778,0.1161,1055.0996,0.2949,217.8122,651.2301,2.34,41.4733454377,,0.4132
SH603678,2023-06-30,240.5131,0.2062,-48.7026,-19.5126,2.185,11.3473,4.71,0.3355,16.5303,3.3608,0.5684,0.2843,872.9389,0.7484,191.7954,536.5127,4.72,39.3807582263,0.7807,0.9385
SH603678,2023-09-30,185.618,0.3489,-60.9233,-4.3159,1.394,3.5931,5.45,0.5623,10.6136,3.5931,0.6277,0.4885,773.8607,1.4546,179.4497,480.1707,5.42,31.5848457149,,1.5046
SH603678,2023-12-31,188.2747,0.4532,-62.0356,-1.5489,2.7651,12.9175,5.97,0.7415,8.9471,3.9581,0.6831,0.6294,794.3513,1.9121,159.5462,485.5024,5.88,30.5825345403,1.7101,2.2564
SH603678,2024-03-31,267.8571,0.0838,-45.3782,1.5708,2.0567,0.9142,1.37,0.1424,10.696,0.9142,0.1519,0.1144,1073.9857,0.336,202.977,632.0225,1.36,32.5559165527,,0.4434
SH603678,2024-06-30,245.6332,0.1841,-39.3798,-9.5753,3.0991,12.5766,3.0,0.3153,11.0818,2.0868,0.345,0.2502,977.7295,0.7328,188.3239,570.8849,2.99,32.9384378054,0.656,0.9558
SH603678,2024-09-30,243.2432,0.277,-25.732,-20.7346,2.6547,2.8099,4.12,0.4717,9.9444,2.8099,0.4667,0.3769,974.7292,1.11,191.4351,572.3977,4.1,32.4446071373,,1.4104
SH603678,2024-12-31,244.3494,0.3585,-44.0956,-20.0391,3.7324,13.7847,3.57,0.6089,6.2553,2.2737,0.3823,0.4921,1004.1841,1.4733,186.345,591.2301,3.55,31.2298494398,1.2549,1.9319
SH603678,2025-03-31,241.2869,0.0981,47.5577,16.9555,-0.7532,1.3139,1.93,0.1678,13.4947,1.3139,0.2226,0.1312,917.4312,0.373,173.8459,536.3528,1.88,34.3501654463,,0.5177
SH603678,2025-06-30,211.9642,0.2251,65.8299,24.1992,-0.2562,15.5758,4.54,0.3815,14.7964,3.2624,0.5513,0.2934,799.6446,0.8492,166.7593,471.8218,4.26,35.5865309341,0.7388,1.0794
SH603678,2025-09-30,214.1158,0.3335,51.3836,25.4121,-0.3294,3.8237,5.43,0.5578,12.0038,3.8237,0.681,0.4464,809.5952,1.261,161.667,484.0445,5.22,32.5000759159,,1.6701
SH603678,2025-12-31,172.5874,0.484,84.5939,47.0885,-0.7253,15.2118,5.41,0.8087,7.8504,3.4702,0.6802,0.6778,743.8017,2.0859,153.9514,445.1589,5.23,27.1311330564,1.6564,2.3384
SH603678,2026-03-31,156.1145,0.1395,-64.4384,77.1596,-8.8158,0.3647,0.65,0.2224,2.7088,0.3647,0.0769,0.209,645.1613,0.5765,144.0461,404.6763,0.64,17.581252186,,0.6248
