instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH688352,2021-12-31,120.2606,0.3205,455.3812,51.9962,1.964,37.9508,11.17,1.3189,23.4645,7.009,,0.4791,1123.2449,2.9935,39.1769,272.9547,10.46,40.5655359041,0.694,9.1891
SH688352,2022-03-31,,,,,1.3579,,2.62,,21.9813,,,0.2414,,,,,2.62,42.2167874929,,
SH688352,2022-06-30,154.852,0.1549,,,2.3842,34.7725,6.02,0.5729,25.2328,3.7441,,0.2384,1162.04,1.1624,31.2755,314.191,5.84,42.7758529856,0.3376,5.7553
SH688352,2022-09-30,,0.2132,16.997930737663,3.9294736487,2.89,5.16,,,25.1553,5.16,,0.3228,1266.4165,,,,7.8,40.7732582169,,
SH688352,2022-12-31,152.2907,0.285,-2.1421,-0.2483,2.3135,40.251,9.88,1.1156,23.019,6.2859,0.3065,0.4293,1263.1579,2.3639,33.6216,322.6963,9.41,39.412878744,0.6106,10.7074
SH688352,2023-03-31,150.8043,0.0652,-60.3913,-12.2669,1.4166,0.6608,0.94,0.264,9.9239,0.6608,0.031,0.0952,1380.3681,0.5968,19.3686,340.9091,0.94,28.4906802498,,4.6467
SH688352,2023-06-30,135.2062,0.12,-32.3881,-3.8524,1.0899,28.6207,3.03,0.3211,17.7439,1.8352,0.1028,0.1565,1500.0,1.3313,24.9903,560.573,2.19,31.2225413203,0.3126,7.2028
SH688352,2023-09-30,145.435,0.1926,-0.759,16.9149,1.3388,3.4543,5.34,0.5312,21.3526,3.4543,0.206,0.257,1401.8692,1.8565,34.8104,508.2831,4.29,34.6073858289,,7.7563
SH688352,2023-12-31,132.3189,0.2721,22.5901,23.7101,1.4564,31.8189,7.59,0.765,22.8106,5.1957,0.3126,0.3599,1323.043,2.7207,26.5176,470.5882,6.37,35.7163554513,0.6897,13.5759
SH688352,2024-03-31,124.5675,0.0621,150.5078,43.7411,1.8168,1.0777,1.31,0.1577,17.295,1.0777,0.0645,0.0756,1449.2754,0.7225,33.6637,570.7039,1.3,33.7682772426,,2.6735
SH688352,2024-06-30,122.2079,0.1323,32.5657,35.578,1.9527,31.7911,2.75,0.3387,17.3497,2.3281,0.1363,0.1595,1360.5442,1.4729,36.5445,531.4438,2.76,32.8665156764,0.3481,4.9255
SH688352,2024-09-30,123.6151,0.2015,-6.7594,25.113,2.0961,3.2206,3.87,0.5384,15.9131,3.2206,0.1921,0.2434,1339.9504,2.1842,33.3712,501.4859,3.83,32.159234788,,8.0908
SH688352,2024-12-31,117.1875,0.2771,-15.7093,20.2558,2.2036,37.0967,5.29,0.7336,15.9886,4.4811,0.2635,0.3312,1299.17,3.072,33.9162,490.7306,5.22,31.2751918346,0.6917,10.6144
SH688352,2025-03-31,121.3265,0.0682,-61.5992,6.9699,2.5208,0.4255,0.49,0.2087,6.2087,0.4255,0.0248,0.0787,1319.6481,0.7418,37.3274,431.241,0.49,23.6729135654,,2.4111
SH688352,2025-06-30,125.5931,0.1431,-38.7799,6.6271,2.361,37.1225,1.64,0.435,9.9614,1.4313,0.0834,0.1649,1257.8616,1.4332,38.441,413.7931,1.63,27.653046899,0.3038,4.6825
SH688352,2025-09-30,119.5907,0.2247,-19.2035,11.7952,2.0612,2.5311,3.04,0.6607,11.5007,2.5311,0.1552,0.267,1201.6021,2.2577,44.8029,408.6575,3.07,28.6022965528,,6.0264
SH688352,2025-12-31,125.1564,0.2922,-15.1579,11.7836,2.2988,37.0139,4.38,0.7788,12.1351,3.3219,0.2235,0.3615,1232.0329,2.8764,36.6528,462.2496,4.35,29.0864783332,0.6623,9.8219
SH688352,2026-03-31,161.696,0.0526,-1095.2674,-11.3714,0.201532928461,-3.6748,-4.91,0.1289,-69.7213,-3.6748,-0.2465,0.0704,1711.0266,0.5566,47.511,698.2157,-5.02,14.3156182772,,1.8943
