instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ000002,2021-03-31,30.3296,4.0265,0.1766,0.57,1836.7347,0.2158,0.1314,0.033,19.7152,0.57,2727.2727,,3.1591,4.565,0.1314,0.049,0.0398,2261.3065,6.7328,20.4103945843
SZ000002,2021-06-30,14.1862,9.6783,0.4684,4.79,1433.121,1.3921,1.0762,0.0874,49.8068,4.98,2059.4966,13.2763,-13.1819,3.614,0.8273,0.1256,0.1051,1712.6546,0.4193,22.94027898
SZ000002,2021-09-30,12.4204,9.0629,0.7492,7.31,1350.0,2.1164,1.2506,0.1415,69.5976,7.33,1908.1272,,-18.1806,3.8794,1.2506,0.2,0.1706,1582.6495,0.0496,22.0982809743
SZ000002,2021-12-31,8.0375,8.4076,1.2195,9.78,1056.6481,3.2747,2.2253,0.2378,117.0622,9.55,1513.8772,35.6556,-35.7998,3.0753,1.9637,0.3407,0.2877,1251.3034,0.108,21.8244526988
SZ000002,2022-03-31,0.6472,4.4473,0.1594,0.6,1906.7797,0.2397,0.1431,0.0323,11.7463,0.6,2786.3777,,11.1663,7.662,0.1431,0.0472,0.0391,2301.7903,-4.7575,18.8747805749
SZ000002,2022-06-30,23.8197,8.7488,0.5275,5.06,1147.9592,1.5572,1.2826,0.1084,36.7328,5.22,1660.5166,15.3027,11.9283,4.9003,0.9633,0.1568,0.1319,1364.6702,0.4578,20.4649042393
SZ000002,2022-09-30,24.3797,8.0683,0.8455,7.12,1023.5027,2.3425,1.4866,0.1791,53.9135,7.07,1507.5377,,10.7308,5.008,1.4866,0.2638,0.2191,1232.314,-0.1533,19.6293067753
SZ000002,2022-12-31,11.2723,7.453,1.2631,9.48,880.4109,3.2286,2.4994,0.2727,82.2708,9.32,1320.132,34.4607,-1.3623,4.3758,2.1371,0.4089,0.3342,1077.1993,0.0732,19.553707451
SZ000002,2023-03-31,9.2663,4.1384,0.1707,0.6,1386.7488,0.2375,0.1626,0.0391,8.5047,0.59,2301.7903,,1.6763,10.5824,0.1626,0.0649,0.0486,1851.8519,2.4707,15.4473261534
SZ000002,2023-06-30,-2.9112,7.5504,0.4975,3.94,963.0819,1.2714,1.3103,0.1168,24.1956,3.96,1541.0959,11.9282,-16.2104,7.4394,0.9006,0.1869,0.1466,1227.8308,0.1229,18.8665075004
SZ000002,2023-09-30,-14.0268,7.2431,0.7149,5.45,971.5725,1.7625,1.2769,0.1706,34.4021,5.39,1582.6495,,-22.8201,7.8484,1.2769,0.2779,0.2147,1257.5687,0.0112,17.5806420677
SZ000002,2023-12-31,-7.5618,4.3921,1.1529,4.91,733.4963,1.7145,1.8046,0.2856,62.9449,4.85,1260.5042,26.126,-45.5258,5.7193,1.3593,0.4908,0.3631,991.4624,0.1913,15.2349718402
SZ000002,2024-03-31,-10.0474,0.5379,0.1535,-0.14,1125.0,0.0278,0.0226,0.0415,7.6663,-0.14,2168.6747,,-88.309,11.7397,0.0226,0.08,0.0545,1651.3761,-28.4386,10.8215793851
SZ000002,2024-06-30,-28.9278,-5.9678,0.3624,-4.001,906.801,-0.7142,-0.096,0.0975,16.9537,-4.077,1846.1538,7.1231,-156.175,10.6172,-0.5989,0.1985,0.1281,1405.1522,-0.036254171581,8.115160592
SZ000002,2024-09-30,-24.2548,-7.4573,0.5658,-7.4,869.0055,-1.3744,-1.2082,0.1537,25.718,-7.66,1756.6688,,-177.9847,10.4985,-1.2082,0.3107,0.203,1330.0493,-0.022045311727,9.5021310815
SZ000002,2024-12-31,-26.3157,-14.1921,0.9253,-21.82,712.7302,-4.0822,-3.1672,0.2459,44.5557,-24.41,1464.0098,17.2262,-338.0963,8.0798,-3.7865,0.5051,0.3319,1084.6641,0.011072577198,10.1730670092
SZ000002,2025-03-31,-38.3145,-16.8845,0.1136,-3.13,1283.8802,-0.5377,-0.5157,0.03,4.3934,-3.18,3000.0,,-2036.4279,20.4853,-0.5157,0.0701,0.0422,2132.7014,-0.152457485936,6.1002956388
SZ000002,2025-06-30,-26.2332,-10.3158,0.3192,-6.07,931.677,-0.9107,-0.1935,0.0849,12.0902,-6.24,2120.1413,5.1356,-21.254241812165,14.8881,-0.9099,0.1932,0.1199,1501.251,-0.028851208285,9.9681273017
SZ000002,2025-09-30,-26.6065,-17.4961,0.5044,-14.81,871.53,-2.3667,-2.4843,0.1332,18.2368,-15.94,2027.027,,-56.135371402684,14.8052,-2.4843,0.3098,0.1898,1422.5501,-0.036491763138,9.5844093063
SZ000002,2025-12-31,-31.9788,-39.3304,0.8123,-55.42,760.2957,-7.6953,-8.1471,0.2024,26.4816,-75.75,1778.6561,11.7817,-78.979955318052,13.5943,-8.9955,0.4735,0.2891,1245.2439,-0.004233016921,9.4611726057
SZ000002,2026-03-31,-23.8633,-21.0579,0.1247,-5.23,1265.8228,-0.5106,-0.6107,0.0287,2.8697,-5.38,3135.8885,,4.707692893445,31.3622,-0.6107,0.0711,0.042,2142.8571,-0.074786840292,9.1453830999
