instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ002697,2021-03-31,-3.6375,5.4884,0.6445,3.54,80.0427,0.0912,1.7379,0.3409,35.4651,3.48,264.007,,-13.3105,2.5377,1.7379,1.1244,0.638,141.0658,-0.1029,29.9338260022
SZ002697,2021-06-30,0.4156,4.8744,1.2968,6.26,81.367,0.1626,12.9283,0.6657,70.1521,6.23,270.3921,3.8016,-15.2674,2.5659,2.9446,2.2122,1.2714,141.5762,1.8045,29.7545396895
SZ002697,2021-09-30,2.8186,4.9823,1.9934,9.79,83.864,0.2565,4.5858,1.02,119.0352,9.76,264.7059,,-13.4226,2.2682,4.5858,3.2195,1.9291,139.9616,1.9345,29.7469204278
SZ002697,2021-12-31,3.2882,5.1405,2.6235,13.4,80.8971,0.3535,16.7896,1.3705,133.2213,13.07,262.6779,7.8807,-4.7595,2.7023,6.3876,4.4501,2.5285,142.3769,2.156,29.6665457624
SZ002697,2022-03-31,7.9886,5.0031,0.6517,3.26,91.1116,0.0898,1.6397,0.326,44.2973,3.21,276.0736,,-1.5602,2.0317,1.6397,0.9878,0.6816,132.0423,1.1216,29.6847001966
SZ002697,2022-06-30,7.6362,4.5636,1.2899,5.88,89.9146,0.1639,13.8089,0.6474,93.9203,5.73,278.0352,4.225,0.7719,1.9165,2.9476,2.0019,1.3131,137.0802,2.7639,29.1360164351
SZ002697,2022-09-30,8.1802,4.7164,1.9655,9.27,89.7368,0.2626,4.5742,0.9878,129.4659,8.88,273.3347,,2.4072,2.0855,4.5742,3.0088,1.9793,136.4119,2.6792,29.3040773127
SZ002697,2022-12-31,7.1545,4.847,2.558,12.4,90.4932,0.3571,16.3765,1.275,153.8304,11.7,282.3529,8.7301,1.0345,2.3402,5.9283,3.9782,2.493,144.4043,3.0283,29.05863403
SZ002697,2023-03-31,4.6752,5.5152,0.6053,3.34,97.9539,0.1036,1.7467,0.3143,53.5974,3.28,286.3506,,15.3885,1.6792,1.7467,0.9188,0.5693,158.0889,0.6112,30.0308953066
SZ002697,2023-06-30,2.4516,5.1328,1.2575,10.68,98.323,0.1888,15.1593,0.6326,102.649,6.75,284.54,4.5031,15.2311,1.7535,3.3682,1.8307,1.1724,153.5312,2.1112,29.3489853682
SZ002697,2023-09-30,0.8942,5.3287,1.8848,9.96,101.5801,0.2994,5.186,0.9525,132.7523,10.29,283.4646,,13.9941,2.0339,5.186,2.658,1.7466,154.5861,1.664,29.3686495332
SZ002697,2023-12-31,1.1234,5.5374,2.4529,13.75,99.6347,0.4126,18.3066,1.2431,129.677,13.65,289.5986,9.2704,15.528,2.7761,6.9182,3.6132,2.2428,160.5136,2.2141,29.630343494
SZ002697,2024-03-31,4.5488,6.1164,0.637,3.9,102.494,0.1201,2.0368,0.3312,42.5704,3.82,271.7391,,15.9465,2.1141,2.0368,0.8781,0.5939,151.5407,0.2317,29.7960467074
SZ002697,2024-06-30,3.6683,5.1396,1.2467,6.32,102.3018,0.196,15.1756,0.64,52.7394,6.33,281.25,4.9417,3.8043,3.413,3.2922,1.7595,1.1417,157.6596,1.6314,28.9810214265
SZ002697,2024-09-30,1.6526,5.0213,1.8397,9.22,104.1506,0.2868,4.6902,0.9457,57.9238,9.0,285.5028,,-4.2118,4.6613,4.6902,2.5924,1.6577,162.8763,2.0462,29.1308104455
SZ002697,2024-12-31,-0.0928,5.1478,2.3611,12.2,102.9189,0.3832,18.3155,1.2349,95.7503,11.68,291.5216,9.8096,-7.1211,3.7598,6.2899,3.4979,2.147,167.6758,2.2925,29.3493509338
SZ002697,2025-03-31,-7.1739,6.316,0.5459,3.45,110.8101,0.1151,1.893,0.2995,20.7917,3.39,300.5008,,-4.1446,4.3287,1.893,0.8122,0.5036,178.7133,-0.0904,29.2065876125
SZ002697,2025-06-30,-7.2963,5.8401,1.0623,6.13,110.1389,0.2065,16.1314,0.5862,44.2164,6.12,307.0624,4.897,5.3399,4.0709,3.4585,1.6343,0.9907,181.6897,1.4736,29.8524861216
SZ002697,2025-09-30,-8.4801,5.3833,1.5531,8.35,112.782,0.2814,4.5367,0.8503,57.0912,8.16,317.535,,-1.8831,4.7293,4.5367,2.394,1.4046,192.2255,2.2938,29.3606978302
SZ002697,2025-12-31,-5.6067,5.0298,2.0657,10.42,104.9471,0.3534,18.5924,1.152,79.8587,10.04,312.5,9.8955,-7.7705,4.508,5.7873,3.4303,1.9009,189.384,2.4559,29.6018918739
SZ002697,2026-03-31,-1.0259,5.8089,0.505,2.93,105.2016,0.1048,1.6953,0.2937,20.0461,2.89,306.4351,,-8.9726,4.4897,1.6953,0.8555,0.4713,190.9612,-0.3047,30.4094365266
