instrument,datetime,asset_turnover,profit_growth,equity_turnover,eps,gross_margin,roe_weighted,ar_turn_days,inventory_turn_days,revenue_growth,roa_alt,roa,roe,ar_turnover,net_margin,fixed_asset_turnover,current_asset_turnover,ocf_to_np,asset_turn_days,inventory_turnover,current_asset_turn_days
SH603577,2021-03-31,0.1803,17.4207,0.3652,0.0953,16.3960625847,2.01,104.5175,209.0107,7.1207,0.9164,0.9164,1.99,0.8611,5.4713,,0.2358,-0.4258,499.1681,0.4306,381.6794
SH603577,2021-06-30,0.3759,-11.0951,0.7786,0.1814,14.8608675802,3.78,105.0911,199.8668,0.4494,8.351,1.6815,3.8,1.7128,4.8974,2.3352,0.4884,0.4356,478.8508,0.9006,368.5504
SH603577,2021-09-30,0.5862,-21.9827,1.1246,0.2144,13.4346816985,5.26,100.0148,175.5755,13.1196,2.1109,2.1109,4.1,2.6996,4.1226,,0.75,-3.7282,460.5937,1.5378,360.0
SH603577,2021-12-31,0.8197,-36.924,1.5962,0.1971,12.4626575595,4.49,99.4997,171.062,28.9806,8.5097,1.897,3.77,3.6181,2.6754,5.3135,1.0479,-4.682,439.1851,2.1045,343.5442
SH603577,2022-03-31,0.1737,-40.0715,0.3527,0.0485,11.6085172806,0.92,112.2895,177.0956,24.8331,0.446,0.446,0.92,0.8015,2.6266,,0.2149,-3.7112,518.1347,0.5082,418.7994
SH603577,2022-06-30,0.3741,-31.5514,0.9456,0.1056,13.8375324581,1.72,114.1191,179.1936,57.3168,7.0604,0.656,2.0,1.5773,2.1308,2.8017,0.4818,-15.4125,481.1548,1.0045,373.599
SH603577,2022-09-30,0.5977,-37.3711,1.5074,0.1343,12.5903320818,2.15,102.01,152.3702,52.2757,0.8335,0.8335,2.49,2.6468,1.6956,,0.7749,-3.402,451.7316,1.772,348.4321
SH603577,2022-12-31,0.7632,-36.9239,2.028,0.1243,12.63787621,1.98,112.335,147.4141,44.4642,7.2461,0.7105,2.29,3.2047,1.1681,5.0699,1.0004,-4.4878,471.6981,2.4421,359.8561
SH603577,2023-03-31,0.1446,-65.2885,0.4855,0.0169,10.2670600689,0.2851,144.9042,165.5934,38.8932,0.0936,0.0936,0.28,0.6211,0.6564,,0.1951,-10.8569,622.4066,0.5435,461.3019
SH603577,2023-06-30,0.3096,-17.0837,0.978,0.0875,11.0881833576,1.43,124.7488,165.3804,4.7374,8.5681,0.5463,1.44,1.4429,1.6869,1.9008,0.4256,-1.6055,581.3953,1.0884,422.9323
SH603577,2023-09-30,0.4889,-17.5939,1.5611,0.1106,11.7018553814,1.83,111.3769,161.6766,4.8155,0.6726,0.6726,1.85,2.4242,1.3331,,0.6722,0.8733,552.2602,1.67,401.6662
SH603577,2023-12-31,0.6772,-27.3949,2.2428,0.0903,11.1581992577,1.48,122.8166,135.8029,13.4203,8.2994,0.4972,1.45,2.9312,0.7478,3.9445,0.9214,6.495,531.6007,2.6509,390.7098
SH603577,2024-03-31,0.1305,173.5339,0.4386,0.0461,14.2726325326,0.8079,149.0807,184.9188,-5.8861,0.2442,0.2442,0.8,0.6037,1.9079,,0.1769,-5.573,689.6552,0.4867,508.762
SH603577,2024-06-30,0.3274,94.3032,1.0878,0.1701,13.68989671,3.0,120.3369,139.0069,16.8307,9.2279,0.9011,2.96,1.4958,2.8055,1.837,0.4444,3.7121,549.7862,1.2949,405.0405
SH603577,2024-09-30,0.5287,190.9967,1.6967,0.3219,13.6502273044,5.66,128.3636,122.4712,14.962,1.7947,1.7947,5.54,2.1034,3.3743,,0.7223,2.4497,510.6866,2.2046,373.8059
SH603577,2024-12-31,0.7688,427.8133,2.4224,0.4764,14.0895352738,8.37,120.7203,101.0101,12.8207,12.9587,2.7578,8.19,2.9821,3.4983,4.1553,1.0524,1.1347,468.2622,3.564,342.0753
SH603577,2025-03-31,0.1416,1.0266,0.427,0.0466,13.3154578133,0.789,189.0756,121.6709,2.2047,0.2645,0.2645,0.79,0.476,1.8859,,0.1929,-5.6047,635.5932,0.7397,466.563
SH603577,2025-06-30,0.3378,10.7604,1.0153,0.1884,14.1144820606,3.19,163.5174,99.1845,-2.6845,11.5605,1.067,3.2,1.1008,3.1931,1.8884,0.4581,2.7285,532.8597,1.8148,392.9273
SH603577,2025-09-30,0.473,-20.9165,1.4646,0.2546,14.1500270843,4.26,161.2711,117.8113,-10.3112,1.3466,1.3466,4.24,1.6742,2.9753,,0.6326,1.6208,570.8245,2.2918,426.81
SH603577,2025-12-31,0.6904,-33.2781,2.0996,0.3179,13.3491525333,5.36,154.6193,106.6224,-9.4446,12.5807,1.7229,5.25,2.3283,2.5776,3.9872,0.9251,2.0215,521.4368,3.3764,389.1471
SH603577,2026-03-31,0.1304,-9.8166,0.3932,0.042,12.4508503339,0.6913,198.4564,158.1722,-4.3157,0.2362,0.2362,0.69,0.4535,1.7774,,0.1717,1.0066,690.184,0.569,524.1701
