instrument,datetime,asset_turnover,profit_growth,equity_turnover,eps,gross_margin,roe_weighted,ar_turn_days,inventory_turn_days,revenue_growth,roa_alt,roa,roe,ar_turnover,net_margin,fixed_asset_turnover,current_asset_turnover,ocf_to_np,asset_turn_days,inventory_turnover,current_asset_turn_days
BJ920855,2021-06-30,,6.6397,0.4384,0.4637,32.9673286693,7.4,46.4432,158.9544,33.8504,5.88,5.88,7.89,3.8757,17.5778,,0.6787,1.1975,543.060510193132,1.1324,265.2129
BJ920855,2021-12-31,,35.4121,0.846,0.7873,32.9901850555,12.88,49.2436,159.7231,16.0591,9.3935,9.3935,12.71,7.3106,15.0713,,1.2596,1.3948,566.222437156682,2.2539,285.805
BJ920855,2022-03-31,,-28.680414835202,0.1986,0.142,30.5722934817,2.27,69.6594,157.3977,3.163555507971,1.7057,1.7057,2.24,1.292,11.4119,,0.2832,-0.4879,604.178745926323,0.5718,317.7966
BJ920855,2022-06-30,,-10.385,0.3529,0.4155,32.6321070328,6.49,61.2703,175.2507,-14.3703,4.8576,4.8576,6.29,2.9378,18.3959,,0.498,1.5908,674.798416588401,1.0271,361.4458
BJ920855,2022-09-30,,-3.529495995163,0.4964,0.6058,33.7475875789,,57.5644,182.76357735871,-13.1390586868,7.0796,7.0796,9.31,4.6904,18.788,,0.7106,1.7183,709.197715617366,1.477318423627,379.9606
BJ920855,2022-12-31,0.4357,-4.7864,0.5452,0.5622,34.7444414707,11.41,59.5731,190.0639,-19.8424,27.9701,6.9151,8.18,6.043,17.9021,,0.7322,1.6633,826.2566,1.8941,491.6689
BJ920855,2023-03-31,0.0889,-4.9422,0.1044,0.1012,31.9951176915,1.46,54.1093,174.1486,-22.4505,1.2419,1.2419,1.45,1.6633,13.9884,,0.1362,0.8986,1012.3735,0.5168,660.793
BJ920855,2023-06-30,0.2111,6.1929,0.2497,0.3309,32.9732908257,4.73,52.3301,138.0262,2.0237,25.2821,4.0156,4.75,3.4397,19.1476,0.7965,0.3253,1.3043,852.6765,1.3041,553.3354
BJ920855,2023-09-30,0.2907,-1.1778,0.3457,0.449,32.6663175443,6.42,45.9488,153.235,-0.2522,5.3048,5.3048,6.34,5.8761,18.6136,,0.4469,1.7917,928.7926,1.762,604.162
BJ920855,2023-12-31,0.3989,0.5057,0.4749,0.5651,31.6610504857,8.06,52.0209,149.6259,6.3904,27.3968,6.5528,7.85,6.9203,16.9119,1.5466,0.6127,1.5215,902.4818,2.406,587.5632
BJ920855,2024-03-31,0.0766,-9.7745,0.091,0.0913,29.960946848,1.26,77.2068,183.1875,-8.9476,1.0635,1.0635,1.25,1.1657,13.8614,,0.1175,-0.2209,1174.9347,0.4913,765.9574
BJ920855,2024-06-30,0.192,-29.9877,0.2297,0.2317,29.371043633,3.19,63.023,145.8198,-4.6261,24.8974,2.7106,3.24,2.8561,14.0559,0.7998,0.2939,1.3548,937.5,1.2344,612.4532
BJ920855,2024-09-30,0.2906,-25.2498,0.3515,0.3356,28.9748464633,4.62,61.7185,149.3115,5.344,3.7857,3.7857,4.62,4.3747,13.2079,,0.4403,1.6557,929.1122,1.8083,613.2183
BJ920855,2024-12-31,0.3979,-8.1556,0.4796,0.519,30.7988463269,7.11,61.529,145.1437,5.0578,27.5812,5.7527,6.97,5.8509,14.7849,1.5733,0.5997,0.7476,904.7499,2.4803,600.3002
BJ920855,2025-03-31,0.1004,99.0313,0.1214,0.1818,35.2696490208,2.41,63.2022,160.485,38.8387,1.9758,1.9758,2.38,1.424,19.8709,,0.1477,0.2962,896.4143,0.5608,609.3433
BJ920855,2025-06-30,0.2106,39.4134,0.2543,0.323,32.6798560429,4.27,62.0091,149.2414,15.7513,26.0548,3.5493,4.27,2.9028,16.9293,0.8305,0.3109,1.1211,854.7009,1.2061,578.9643
BJ920855,2025-09-30,0.3004,29.15,0.3618,0.4335,31.7086519596,5.71,61.0722,154.2945,7.6269,4.7194,4.7194,5.65,4.421,15.8492,,0.4403,1.7873,898.8016,1.7499,613.2183
BJ920855,2025-12-31,0.3939,-11.3863,0.4732,0.4599,30.0260208636,6.09,62.3539,149.3838,2.089,28.5496,5.0132,5.97,5.7735,12.8333,1.5632,0.5749,2.0354,913.9375,2.4099,626.1959
BJ920855,2026-03-31,0.0899,-52.9956,0.1062,0.0855,29.5311764047,1.1,55.4563,160.973,-10.0541,0.9362,0.9362,1.1,1.6229,10.3842,,0.129,2.2157,1001.1123,0.5591,697.6744
