instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH603612,2021-03-31,90.8724,0.1874,603.5413,43.3408,-4.0051,1.4119,2.95,0.362,8.0085,1.4119,0.3128,0.3818,480.2561,0.9904,59.8046,248.6188,2.9,17.35618843,,1.5049
SH603612,2021-06-30,93.8624,0.4029,336.8005,49.3611,-0.4203,17.7612,7.64,0.7605,9.2355,3.2958,0.8343,0.866,446.761,1.9177,46.7096,236.6864,7.46,18.5984764596,1.2381,3.8536
SH603612,2021-09-30,80.1568,0.6901,270.2525,63.5344,-0.565,5.45,12.21,1.3793,8.7944,5.45,1.2635,1.3827,391.2476,3.3684,44.8818,195.7515,10.85,17.3252733568,,6.0158
SH603612,2021-12-31,102.3047,0.9169,166.9854,61.6512,-1.5639,20.793,15.3,1.6452,8.068,6.2849,1.6591,1.9415,392.6273,3.5189,50.8927,218.8184,13.74,17.0920057238,2.5536,7.0737
SH603612,2022-03-31,111.0974,0.2472,22.579,87.5949,-4.0682,1.2229,3.44,0.3997,5.2329,1.2229,0.3624,0.5852,364.0777,0.8101,46.6104,225.1689,3.38,11.1626174335,,1.9309
SH603612,2022-06-30,102.0755,0.5465,104.6565,102.8091,-1.6421,15.8422,11.8,0.8373,9.3197,4.3654,1.6136,1.357,329.3687,1.7634,43.3892,214.9767,11.27,16.2829491266,1.9526,4.1485
SH603612,2022-09-30,93.9653,0.9162,115.5488,107.4655,-0.4972,7.0433,19.35,1.4034,9.137,7.0433,2.7196,2.237,294.6955,2.8734,40.2528,192.3899,17.72,15.6636823167,,6.7076
SH603612,2022-12-31,83.9043,1.3155,53.9451,105.1247,-0.2911,19.2221,18.57,2.0547,6.055,6.7691,2.5503,3.0608,273.6602,4.2906,36.7801,175.2081,16.61,13.2347819328,4.5441,9.7879
SH603612,2023-03-31,96.7846,0.2319,-298.621,32.5441,-0.057658783636,-1.7377,-5.14,0.3649,-7.8417,-1.7377,-0.6532,0.556,388.0983,0.9299,51.9001,246.6429,-4.57,1.5761273612,,1.7341
SH603612,2023-06-30,84.4317,0.4586,-174.0676,2.0922,-0.008256585855,10.6817,-6.99,0.7499,-6.7614,-3.0363,-1.0163,1.0622,392.4989,2.1319,55.1623,240.032,-6.53,0.3207423829,1.7658,3.2631
SH603612,2023-09-30,86.0914,0.6728,-135.1734,-12.9833,0.050047076019,-2.4331,-5.45,1.1163,-3.6933,-2.4331,-0.8147,1.5431,401.308,3.1362,54.9708,241.8705,-5.24,3.3379018852,,4.9117
SH603612,2023-12-31,85.7449,0.8867,-167.6343,-21.0816,0.107824673478,11.4118,-12.04,1.4731,-5.1892,-4.6247,-1.469,2.0623,405.9998,4.1985,51.1465,244.3826,-12.83,1.6439281711,3.1123,7.0386
SH603612,2024-03-31,82.9417,0.1776,84.450736921433,-26.4434,-77.8845,0.0063,-0.76,0.3298,0.0362,0.0063,0.0021,0.4134,506.7568,1.0851,56.3733,272.8927,-0.76,9.943724935,,1.5965
SH603612,2024-06-30,81.2714,0.3588,107.671463730882,-20.3501,2.3428,16.7025,0.56,0.6608,1.8493,0.6331,0.2214,0.8552,501.6722,2.2148,54.3955,272.3971,0.56,9.4840811708,1.1404,3.3091
SH603612,2024-09-30,81.3376,0.5635,165.269864992448,-16.8551,0.0707,1.8961,3.79,1.0542,3.4463,1.8961,0.632,1.3427,479.1482,3.3195,54.0714,256.1184,4.09,9.2973767845,,4.9934
SH603612,2024-12-31,75.7863,0.7903,137.694743932774,-10.1943,0.9489,21.5807,5.01,1.5096,3.2684,2.5512,0.9022,1.9046,455.5232,4.7502,57.1021,238.4738,5.27,9.1969656729,2.2513,6.3045
SH603612,2025-03-31,95.5718,0.2048,30689.5348,20.4983,-2.2935,1.8253,4.62,0.3856,9.2375,1.8253,0.694,0.5467,439.4531,0.9417,56.8792,233.4025,4.61,17.0337100021,,1.5823
SH603612,2025-06-30,86.4097,0.4551,492.1638,28.2793,-0.5031,23.2326,9.73,0.8614,8.5366,3.7542,1.4236,1.1813,395.5175,2.0831,52.4155,208.9622,9.37,16.4636573382,1.2148,3.4341
SH603612,2025-09-30,80.3093,0.7098,159.2805,28.6611,0.3656,4.8318,12.05,1.3778,6.945,4.8318,1.7794,1.8074,380.3888,3.362,46.1389,195.9646,11.65,14.1440471603,,5.8519
SH603612,2025-12-31,81.729,0.9732,133.6083,28.6755,0.6781,26.995,13.73,1.8794,5.9337,5.6003,2.1076,2.4775,369.9137,4.4048,48.3254,191.5505,13.09,13.9848643744,2.5984,7.4495
SH603612,2026-03-31,99.8558,0.2425,-21.182,26.2128,-3.6527,1.3478,3.55,0.4494,5.7687,1.3478,0.547,0.6277,371.134,0.9013,46.6539,200.267,3.49,12.420191164,,1.9291
