instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920392,2023-03-31,1.8828,-75.2474,13.1439545884,664.2066,2.9321,0.2149,0.1355,0.3978,113.3501,0.61,418.7994,0.1705,47.8011,0.0272,2.615,,0.3978,0.794,-29.5982,0.61
BJ920392,2023-06-30,4.5028,-25.3667,16.7326565337,534.2832,7.848,0.5609,0.3369,20.7731,107.559,3.63,320.9128,0.4273,39.9751,0.1817,-0.3933,3.0027,2.641,1.6735,-20.9665,3.71
BJ920392,2023-09-30,7.5113,-15.0357,16.3758055541,516.6475,8.1666,0.8868,0.5226,4.2392,99.1153,5.97,304.4655,0.6596,35.9458,0.295,-0.2181,,4.2392,2.7241,-11.7679,5.94
BJ920392,2023-12-31,8.6889,-26.8606,14.8701955051,532.1508,6.7603,1.1577,0.6765,21.03,99.3432,6.84,310.9614,0.8995,41.4322,0.3331,0.2859,3.551,4.3248,3.6238,-3.8876,6.75
BJ920392,2024-03-31,2.1979,86.7233,5.7735541948,542.1687,3.9429,0.3336,0.166,0.6491,107.849,1.17,269.7842,0.2325,40.9482,0.0509,0.0506,,0.6491,0.8345,38.8531,1.13
BJ920392,2024-06-30,4.4591,135.7089,12.383354076,424.1282,10.3754,0.7855,0.4244,21.5866,104.5478,6.74,229.1534,0.6317,40.3669,0.4283,-0.2245,1.4523,3.6444,1.7217,78.2917,6.67
BJ920392,2024-09-30,8.3357,155.8248,14.821805858,338.3035,9.6365,1.461,0.7981,6.3289,88.2613,9.99,184.8049,1.1638,32.3908,0.7547,-0.0353,,6.3289,3.0591,116.8033,9.65
BJ920392,2024-12-31,11.5255,163.4077,14.4232880654,313.3159,7.9374,2.1,1.149,27.6147,77.8698,10.6,171.4286,1.661,31.2351,0.8773,0.5515,3.9064,7.6033,4.6231,124.3447,10.19
BJ920392,2025-03-31,2.0512,275.4008,15.6247808697,385.274,7.1645,0.4248,0.2336,1.6925,102.9866,1.55,211.8644,0.3385,43.8768,0.1909,1.1514,,1.6925,0.8739,106.5983,1.54
BJ920392,2025-06-30,4.2666,-10.5089,15.8176491994,364.52,6.7103,0.9138,0.4938,24.8195,102.5407,3.07,196.9796,0.7358,42.1882,0.2953,0.7933,1.5939,3.3057,1.7554,38.3701,3.1
BJ920392,2025-09-30,6.6252,-19.3247,15.7704792946,356.3416,6.7838,1.432,0.7577,5.0106,99.4842,4.9,188.5475,1.1446,40.7535,0.469,0.936,,5.0106,2.714,14.5995,4.87
BJ920392,2025-12-31,9.3217,-9.396,15.2808017392,346.0873,6.3226,1.9326,1.0402,27.5726,100.0167,6.11,186.2776,1.5869,38.6196,0.6123,1.0189,3.4046,6.2918,3.5994,13.7442,6.03
BJ920392,2026-03-31,2.1978,-21.9213,13.7485805276,374.0648,4.9072,0.4659,0.2406,1.1815,106.1822,0.81,193.1745,0.3753,40.95,0.1148,0.6101,,1.1815,0.8476,13.9936,0.81
