instrument,datetime,asset_turnover,profit_growth,equity_turnover,eps,gross_margin,roe_weighted,ar_turn_days,inventory_turn_days,revenue_growth,roa_alt,roa,roe,ar_turnover,net_margin,fixed_asset_turnover,current_asset_turnover,ocf_to_np,asset_turn_days,inventory_turnover,current_asset_turn_days
BJ920896,2021-06-30,,46.8326,0.7636,0.2434,25.0369125983,7.31,55.8729,89.8114,55.2098,3.2354,3.2354,8.25,3.2216,10.2987,,0.7142,1.8965,557.598881351112,2.0042,252.0302
BJ920896,2021-12-31,,53.3645,1.4942,0.4928,24.9392341254,15.5,60.3541,90.8724,29.1611,6.97,6.97,15.31,5.9648,10.2458,,1.5269,1.3646,530.028322701077,3.9616,235.7718
BJ920896,2022-03-31,,,0.7237,0.0984,22.1814708816,3.01,,,,,,3.01,,8.459,,,2.7556,,,
BJ920896,2022-06-30,,-2.5752,0.6675,0.2372,23.1659806448,7.23,67.1968,109.4358,-10.1346,3.3633,3.3633,7.53,2.6787,11.165,,0.6489,2.7715,598.331925697767,1.6448,277.3925
BJ920896,2022-09-30,,-7.956817816027,0.9673,0.3697,23.6209867752,11.32,69.0008,109.0028,-11.58409074357,5.7062,5.7062,11.26,3.913,11.7633,,1.0499,2.6456,582.024095881161,2.477,257.1673
BJ920896,2022-12-31,,-1.9328,1.2812,0.4833,23.4995107436,14.73,71.7417,107.9363,-11.9423,6.884,6.884,14.22,5.018,11.4104,,1.37,2.4985,598.836988241419,3.3353,262.7737
BJ920896,2023-03-31,,-1.506,0.2858,0.0969,24.4550264953,2.81,66.5041,111.0015,-15.3133,1.3955,1.3955,2.77,1.3533,9.8382,,0.341,2.0366,638.022428727432,0.8108,263.9296
BJ920896,2023-06-30,0.2922,-5.9956,0.5166,0.1672,23.46120194,5.57,69.7999,99.5961,1.7327,50.4841,2.8695,4.49,2.5788,10.3169,,0.646,1.624,616.0164,1.8073,278.6378
BJ920896,2023-09-30,,17.8885,0.801,0.3269,23.378950513,9.92,66.144,92.4341,9.3315,5.475,5.475,8.41,4.082,12.684,,1.0099,1.7224,588.590440957061,2.921,267.3532
BJ920896,2023-12-31,0.606,5.5274,1.0463,0.3825,22.188490554,11.15,60.3157,92.0881,6.8814,57.4146,6.4393,9.7,5.9686,11.2659,,1.3457,2.102,594.0594,3.9093,267.5188
BJ920896,2024-03-31,0.1291,3.0858,0.1883,0.0749,21.180773314,1.88,62.1934,103.1164,1.4575,1.3208,1.3208,1.87,1.4471,9.9961,,0.2708,1.7928,697.134,0.8728,332.3486
BJ920896,2024-06-30,0.264,-17.8596,0.3925,0.1373,20.5539429244,3.42,59.7173,99.9445,-5.3015,56.2969,2.4152,3.54,3.0142,8.9487,0.601,0.5549,2.6319,681.8182,1.801,324.3828
BJ920896,2024-09-30,0.4241,-34.4828,0.6222,0.2141,20.9272735639,5.41,61.5539,92.0936,-4.6528,3.7915,3.7915,5.41,4.3864,8.7158,,0.8835,2.3096,636.6423,2.9318,305.6027
BJ920896,2024-12-31,0.592,-8.6383,0.8556,0.3494,21.486436571,8.74,64.2983,89.3589,1.2173,62.6952,6.1639,8.54,5.5989,10.1689,1.3711,1.2234,2.1493,608.1081,4.0287,294.2619
BJ920896,2025-03-31,0.1574,81.4403,0.2183,0.1359,26.2816973735,3.27,70.4446,95.7651,21.1655,2.3158,2.3158,3.22,1.2776,14.9687,,0.3134,0.3138,571.7916,0.9398,287.1729
BJ920896,2025-06-30,0.3546,105.9441,0.4895,0.2829,25.4842733039,6.76,63.674,84.8896,30.2067,65.3421,5.0494,6.94,2.8269,14.1539,0.8272,0.7193,1.1972,507.6142,2.1204,250.2433
BJ920896,2025-09-30,0.5514,110.9,0.7624,0.4516,25.767095879,10.8,62.5289,82.6826,29.3017,7.716,7.716,10.65,4.318,14.216,,1.1124,1.2702,489.6627,3.2655,242.7184
BJ920896,2025-12-31,0.7493,73.2099,1.0398,0.6053,25.733901109,14.35,62.2579,80.2604,28.4,68.1256,9.9093,13.77,5.7824,13.7177,1.8581,1.4972,1.3688,480.4484,4.4854,240.4488
BJ920896,2026-03-31,0.1692,1.6013,0.2316,0.1381,26.6384514673,3.1,66.4992,96.8679,13.8957,2.2585,2.2585,3.05,1.3534,13.3529,,0.3308,1.3204,531.9149,0.9291,272.0677
