instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ300517,2021-03-31,529.8371,9.369,0.4814,4.51,110.1052,0.365,2.162,0.2305,0.7503,4.41,390.4555,,599.086,119.952,2.162,0.8174,0.2835,317.4603,-1.1753,19.9515582824
SZ300517,2021-06-30,144.2837,9.5945,0.7748,7.41,108.4926,0.3383,11.4183,0.3894,1.1883,7.19,462.2496,2.8783,203.9029,151.4769,3.8852,1.6591,0.4834,372.3624,-1.4149,21.9253082386
SZ300517,2021-09-30,85.4397,8.4863,0.9687,8.22,153.4876,0.3758,3.9795,0.47,1.439,7.91,574.4681,,111.1725,187.6303,3.9795,1.7591,0.5765,468.3435,-1.6531,22.4282468545
SZ300517,2021-12-31,30.4082,8.1458,1.2655,10.26,121.478,0.4738,12.1486,0.604,1.8926,9.87,596.0265,4.6961,75.4477,190.2145,4.8044,2.9635,0.7393,486.9471,-1.0748,24.174718621
SZ300517,2022-03-31,-66.319,21.5412,0.1494,3.22,118.8904,0.157,1.741,0.0772,0.2032,3.17,1165.8031,,-22.5603,442.9134,1.741,0.757,0.0949,948.3667,-1.572,19.1284010334
SZ300517,2022-06-30,-62.3341,13.4215,0.2714,3.65,114.8472,0.1782,10.6031,0.1419,0.3785,3.57,1268.4989,1.0919,-47.3101,475.5614,2.0144,1.5673,0.1744,1032.1101,-0.2947,24.4592961229
SZ300517,2022-09-30,-51.8693,10.5285,0.4232,4.57,117.8782,0.2198,2.4015,0.222,0.5893,4.26,1216.2162,,-40.2866,458.1707,2.4015,2.2905,0.271,996.31,0.5896,25.2275923012
SZ300517,2022-12-31,-43.0596,8.1654,0.6518,5.51,97.2395,0.2642,11.5146,0.3492,0.8908,5.04,1030.9278,2.7143,-42.9227,404.1311,2.9694,3.7022,0.4273,842.4994,0.1045,25.2583510666
SZ300517,2023-03-31,-38.7778,7.753,0.0813,0.64,142.8571,0.0332,0.3961,0.05,0.1242,0.62,1800.0,,-77.9651,724.6377,0.3961,0.63,0.0617,1458.671,-13.0006,23.8647196521
SZ300517,2023-06-30,-24.1772,2.4534,0.1839,0.46,126.2626,0.0237,10.1542,0.1142,0.2895,0.44,1576.1821,0.8584,-86.1401,621.7617,0.2898,1.4256,0.141,1276.5957,-11.282,24.2482955674
SZ300517,2023-09-30,-21.4732,1.9355,0.3056,0.6,103.9741,0.0311,0.3813,0.1902,0.464,0.58,1419.5584,,-85.5637,581.8966,0.3813,2.5968,0.2344,1151.8771,-3.5247,22.0497899443
SZ300517,2023-12-31,-34.7763,1.4567,0.3964,0.57,118.7413,0.0302,10.8952,0.2448,0.5862,0.57,1470.5882,1.8901,-88.3646,614.1249,0.3683,3.0318,0.3008,1196.8085,-4.6839,21.4663737136
SZ300517,2024-03-31,22.585,12.6905,0.0984,1.25,119.2211,0.0666,0.8051,0.0637,0.1635,1.24,1412.8728,,100.6518,550.4587,0.8051,0.7549,0.078,1153.8462,6.0203,18.2397769118
SZ300517,2024-06-30,20.5263,6.7565,0.2195,1.48,86.501,0.0786,12.6325,0.1452,0.3612,1.48,1239.6694,1.1516,231.929,498.3389,1.0032,2.0809,0.1782,1010.101,4.8606,12.8169507262
SZ300517,2024-09-30,-4.0721,5.7407,0.2903,1.65,99.2501,0.0884,1.1637,0.1951,0.4946,1.67,1383.9057,,184.5164,545.8957,1.1637,2.7204,0.2398,1125.9383,5.6079,17.2470357898
SZ300517,2024-12-31,1.073,5.4819,0.3947,2.17,98.6599,0.1148,14.0955,0.2638,0.6798,2.17,1364.6702,2.1328,280.3732,529.5675,1.4946,3.6489,0.3234,1113.1725,5.6981,14.9367300163
SZ300517,2025-03-31,-17.5526,0.7483,0.0816,0.06,113.8664,0.0032,0.043,0.0569,0.1673,0.06,1581.7223,,-95.1386,537.9558,0.043,0.7904,0.0696,1293.1034,95.0159,19.3603671648
SZ300517,2025-06-30,-34.7544,2.2647,0.1445,0.32,116.3467,0.0172,14.4684,0.1022,0.2964,0.33,1761.2524,0.8448,-78.1308,607.2874,0.2395,1.5471,0.1253,1436.5523,30.3918,19.6575958799
SZ300517,2025-09-30,-38.2983,-4.3808,0.1818,-0.79,133.7296,-0.0416,-0.5955,0.1295,0.3959,-0.81,2084.9421,,-147.0856,681.9904,-0.5955,2.019,0.1591,1697.0459,0.758886468283,19.052225037
SZ300517,2025-12-31,-44.2942,0.7618,0.2197,0.17,129.3289,0.0089,15.1511,0.1577,0.5275,0.17,2282.8155,1.3274,-92.2586,682.4645,0.1249,2.7836,0.1924,1871.1019,115.5844,12.6771803908
SZ300517,2026-03-31,-57.3765,9.468,0.0346,0.33,110.8921,0.0175,0.2452,0.0259,0.1166,0.33,3474.9035,,439.3141,771.8696,0.2452,0.8116,0.0314,2866.242,14.5657,12.8759684563
