instrument,datetime,asset_turnover,profit_growth,equity_turnover,eps,gross_margin,roe_weighted,ar_turn_days,inventory_turn_days,revenue_growth,roa_alt,roa,roe,ar_turnover,net_margin,fixed_asset_turnover,current_asset_turnover,ocf_to_np,asset_turn_days,inventory_turnover,current_asset_turn_days
SH603444,2021-03-31,0.1941,5.7313,0.2497,6.1696,83.1955019345,9.16,29.2132,,51.0856,7.2355,7.2355,8.74,3.0808,39.6674,,0.3336,0.7388,463.6785,,269.7842
SH603444,2021-06-30,0.4158,45.7159,0.5569,14.6469,81.9006965562,21.89,29.6189,,69.409,19.4535,17.2712,22.91,6.0772,44.0922,2.8035,0.7122,0.9805,432.9004,,252.738
SH603444,2021-09-30,0.5846,44.0714,0.7819,19.9744,82.8383258021,29.71,23.3924,,70.0464,21.9658,21.9658,28.42,11.5422,41.1865,,0.9784,1.2062,461.8543,,275.9608
SH603444,2021-12-31,0.7396,31.6183,0.9926,24.3866,84.8796154088,35.97,19.0827,,68.4374,26.7417,24.6722,32.06,18.8653,37.9415,5.8279,1.2138,1.3799,486.7496,,296.5892
SH603444,2022-03-31,0.1687,2.2418,0.2323,6.3077,90.6299982348,7.35,22.6392,,9.9764,6.0687,6.0687,7.08,3.9754,36.8776,,0.2734,0.7234,533.4914,,329.188
SH603444,2022-06-30,0.364,-15.0614,0.517,12.4406,89.9343188108,15.09,24.9221,,5.165,15.8976,13.3604,16.51,7.2225,35.612,3.5395,0.6111,0.8388,494.5055,,294.5508
SH603444,2022-09-30,0.534,-8.3147,0.7571,18.3131,88.1685019346,22.56,21.9386,,9.8926,18.1735,18.1735,22.37,12.3071,34.3626,,0.8928,0.9821,505.618,,302.4194
SH603444,2022-12-31,0.7603,11.8092,1.0579,27.2658,88.7348547607,32.49,19.4678,,11.8762,33.1773,30.1906,36.72,18.4921,37.9188,7.4044,1.3028,0.8943,473.4973,,276.3279
SH603444,2023-03-31,0.1722,-15.9687,0.2335,5.2958,88.2783926113,7.42,21.9743,,-6.9036,5.6019,5.6019,7.15,4.0957,33.2868,,0.3082,0.6447,522.6481,,292.0182
SH603444,2023-06-30,0.3518,-0.0352,0.4702,12.406,88.5201432597,15.82,20.0533,,-6.438,16.1828,13.0195,14.9,8.9761,38.049,3.516,0.6277,0.6732,511.6543,,286.7612
SH603444,2023-09-30,0.5098,-14.6222,0.6867,15.5975,88.2326184659,19.83,22.6153,,-13.6621,17.3306,17.3306,20.42,11.9388,33.9805,,0.9272,0.7338,529.6195,,291.1993
SH603444,2023-12-31,0.6376,-25.4354,0.8406,20.2814,88.5323172932,26.04,21.6547,,-19.0177,25.644,22.0151,25.21,16.6246,34.9138,6.3571,1.1325,0.8114,564.6173,,317.8808
SH603444,2024-03-31,0.1359,-21.5248,0.172,4.1494,89.2440948696,5.53,26.7985,,-18.9716,4.2651,4.2651,5.38,3.3584,32.2379,,0.2322,0.7713,662.2517,,387.5969
SH603444,2024-06-30,0.2886,-30.1056,0.3631,8.6711,88.2153751553,11.0,22.4456,,-16.5725,12.7735,8.9989,10.48,8.0194,31.8769,3.1028,0.4908,0.9513,623.7006,,366.7482
SH603444,2024-09-30,0.4222,-27.114,0.5298,11.3684,88.4648669447,13.91,20.5043,,-14.7724,12.1994,12.1994,13.88,13.168,29.0599,,0.7263,1.0098,639.5073,,371.7472
SH603444,2024-12-31,0.5451,-19.3119,0.6793,16.3646,87.8647795736,19.79,19.9545,,-11.689,21.1232,17.0278,19.28,18.041,31.9001,5.9451,0.9125,1.0591,660.4293,,394.5205
SH603444,2025-03-31,0.1611,26.8374,0.1951,5.2631,90.8888839523,5.62,14.2635,,22.4746,5.2817,5.2817,5.47,6.3098,33.3863,,0.2553,0.5611,558.6592,,352.5264
SH603444,2025-06-30,0.3423,31.2339,0.4256,11.3794,92.3148590713,12.54,14.2071,,28.4874,14.3224,10.5237,12.18,12.6697,32.5583,4.2896,0.5351,1.3134,525.8545,,336.3857
SH603444,2025-09-30,0.593,84.1078,0.7453,20.93,93.3140178335,22.86,15.5877,,59.1672,18.3755,18.3755,22.56,17.3214,33.6134,,0.9123,1.2329,455.312,,295.9553
SH603444,2025-12-31,0.7982,82.018,1.0194,29.7866,93.9013892002,33.27,14.6283,,67.8894,28.4574,24.8878,32.55,24.6099,34.5847,10.8357,1.22,1.3029,451.0148,,295.082
SH603444,2026-03-31,0.2093,62.6007,0.2713,8.5578,93.7665844592,8.98,16.0537,,62.6672,6.8297,6.8297,8.62,5.6062,33.3727,,0.3024,0.9405,430.0048,,297.619
