instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ002882,2021-03-31,70.0198,5.6398,0.3425,1.93,105.845,0.0878,1.4654,0.2561,0.8393,1.91,351.4252,,564.7356,107.2322,1.4654,0.8503,0.309,291.2621,-3.3176,14.1037364219
SZ002882,2021-06-30,42.5144,5.7539,0.9491,5.34,89.3123,0.2442,13.7227,0.641,1.9573,5.49,280.8112,6.1446,67.3852,91.9634,3.4504,2.0154,0.7626,236.0346,-6.6533,12.8271895891
SZ002882,2021-09-30,43.5751,5.2769,1.6542,8.7,70.4446,0.3971,4.9921,1.066,3.0392,8.63,253.2833,,20.2909,88.8392,4.9921,3.8328,1.2543,215.2595,-4.7233,12.333700586
SZ002882,2021-12-31,43.4526,1.1244,2.4042,2.72,62.4166,0.1192,11.8774,1.5731,4.5866,2.76,228.8475,14.4966,-73.1115,78.4895,1.6299,5.7677,1.8897,190.5064,-11.785,12.9311767503
SZ002882,2022-03-31,23.5808,5.1953,0.4399,2.29,106.032,0.0999,1.3592,0.2623,0.6611,2.26,343.1186,,13.8419,136.1367,1.3592,0.8488,0.3148,285.8958,-4.9328,12.6336346936
SZ002882,2022-06-30,12.2476,5.8123,1.0929,6.26,78.3358,0.2769,13.6527,0.6321,1.5171,6.3,284.7651,5.84,13.3878,118.6474,3.5673,2.2978,0.7553,238.3159,-1.9198,13.1950162592
SZ002882,2022-09-30,-5.4623,5.9123,1.6054,9.47,72.4404,0.4206,5.8565,0.9816,2.3581,9.26,275.0611,,5.9217,114.499,5.8565,3.7272,1.1812,228.5811,0.2359,12.8919909995
SZ002882,2022-12-31,-13.4347,5.5844,2.0469,11.49,71.2928,0.5125,20.5499,1.3319,3.5537,11.03,270.2906,11.1967,329.9207,101.3029,7.9253,5.0496,1.6185,222.4282,2.1407,12.9981889118
SZ002882,2023-03-31,-14.6235,5.9976,0.3496,2.1,97.0874,0.0985,1.502,0.2522,0.7009,2.07,356.8596,,-1.4398,128.4063,1.502,0.927,0.3101,290.229,-2.7596,13.4913574844
SZ002882,2023-06-30,-14.1722,6.8572,0.872,5.9,77.3861,0.2804,15.7771,0.6159,1.6219,5.92,292.2552,4.9655,1.2575,110.9809,4.1154,2.326,0.7539,238.7585,-1.7245,13.8756148103
SZ002882,2023-09-30,-9.7176,6.2824,1.3513,8.48,74.6413,0.4035,5.7355,0.9514,2.4794,8.3,283.7923,,-4.0667,108.8973,5.7355,3.6173,1.1657,231.6205,-1.5541,13.6661107267
SZ002882,2023-12-31,-1.0318,4.1507,1.9155,7.99,62.5913,0.377,14.2209,1.292,3.6891,7.79,278.6378,11.4774,-26.4401,97.5848,4.9651,5.7516,1.5727,228.9057,1.2255,13.2189898996
SZ002882,2024-03-31,-3.6004,5.2592,0.3242,1.71,97.0664,0.0832,1.0499,0.2039,0.6173,1.69,441.3928,,-15.4694,145.7962,1.0499,0.9272,0.2442,368.5504,-5.1508,12.7380722658
SZ002882,2024-06-30,-8.3983,5.1085,0.774,3.94,79.8616,0.1914,12.3057,0.4949,1.4021,3.99,363.7098,5.0614,-31.7588,128.3789,2.5362,2.2539,0.5959,302.0641,-4.4382,13.4709855243
SZ002882,2024-09-30,-5.0028,4.7181,1.2477,5.97,76.2798,0.2879,3.4713,0.7682,2.1784,5.96,351.471,,-28.6569,123.9442,3.4713,3.5396,0.9149,295.1142,-2.3967,13.1705455696
SZ002882,2024-12-31,-6.5315,3.7329,1.7302,6.61,69.029,0.3169,12.3846,1.0348,3.1402,6.55,347.8933,11.6605,-15.9402,114.6424,3.5953,5.2152,1.2332,291.9235,-0.1356,12.6168922159
SZ002882,2025-03-31,31.1396,4.0642,0.4135,1.72,85.9107,0.0844,0.8931,0.2273,0.7098,1.71,395.9525,,1.3436,126.7963,0.8931,1.0476,0.2706,332.5942,-10.5892,11.5548604404
SZ002882,2025-06-30,32.9799,2.9971,1.016,3.1,74.2329,0.1493,9.1605,0.5163,1.5823,3.21,348.6345,6.85,-21.9818,113.7585,1.4244,2.4248,0.6101,295.0336,-5.5605,11.1811860822
SZ002882,2025-09-30,41.3368,2.7253,1.7432,4.89,51.6559,0.235,2.1618,0.8761,2.3626,4.96,308.184,,-18.3599,114.2809,2.1618,5.2269,1.0392,259.8152,-2.1657,10.7407750246
SZ002882,2025-12-31,26.5417,2.1998,2.1731,5.06,59.958,0.2363,10.3511,1.112,3.2673,5.06,323.741,14.1811,-25.4273,110.1827,2.2491,6.0042,1.3321,270.25,-7.3137,10.5351227705
SZ002882,2026-03-31,-2.8812,0.5828,0.4099,0.36,94.0734,0.0117,0.1093,0.1897,0.5322,0.36,474.4333,,-86.0742,169.1094,0.1093,0.9567,0.2347,383.4683,-64.8264,10.7772355475
