instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920493,2023-03-31,1.2421,9.867467972658,19.3339006916,635.074633790002,-21.641,0.3615,,-3.3135,36.8008,-21.66,248.9627,0.8371,72.4579,-0.4555,-0.524210213345,,-3.3135,2.4456,97.4733,-23.77
BJ920493,2023-06-30,2.3403,16.562931950996,23.6677207784,674.863380069364,-16.6539,0.596,,-4.3984,41.5608,-23.99,302.0134,1.8009,76.9132,-0.7217,0.179216112092,,-4.3984,4.331,56.43,-46.63
BJ920493,2023-09-30,3.1215,35.952602062061,25.4087138266,624.670525403381,-12.7671,0.9579,,-5.3508,47.4425,-52.59,281.8666,3.0315,86.4969,-0.909,0.137870867159,,-5.3508,5.6911,70.8422,-68.28
BJ920493,2023-12-31,4.5332,29.489017993545,25.6318071879,682.4645,-15.6781,1.0613,0.5275,12.8998,30.8386,-63.55,339.2066,2.0928,79.4141,-1.3346,0.123577065947,,-6.8496,11.6737,58.4745,-23.92
BJ920493,2024-03-31,0.931,110.571486444118,34.2724289364,770.5479,1.328,0.2167,0.1168,0.1573,31.2913,0.74,415.3207,0.3746,96.6702,0.0298,-22.2192,,0.1573,2.8762,32.9012,0.73
BJ920493,2024-06-30,2.0105,110.61840053227,34.0588796472,767.5906,1.4775,0.4652,0.2345,24.1179,39.1262,1.24,386.9304,0.7689,89.53,0.0686,-4.4068,0.6804,0.341,4.6005,33.5129,1.22
BJ920493,2024-09-30,3.4581,105.803372129014,32.8082831312,831.793,1.1108,0.731,0.3246,0.3133,40.322,0.88,369.357,1.2286,78.0776,0.0827,4.0657,,0.3133,6.6961,30.3479,0.87
BJ920493,2024-12-31,5.5671,114.977321988359,32.8719292664,734.3941,1.966,1.0955,0.4902,24.7555,37.2343,3.51,328.6171,1.8511,64.6656,0.221,9.4967,1.1332,0.8377,9.6685,32.0667,3.45
BJ920493,2025-03-31,2.164,71.4658,25.3258115739,745.6504,1.5012,0.3285,0.1207,0.1701,45.7712,1.02,273.9726,0.5332,41.5896,0.0511,-1.0046,,0.1701,1.9663,51.6795,0.96
BJ920493,2025-06-30,4.3942,37.2833,23.2623773819,692.3077,1.1983,0.6723,0.26,24.2143,47.9029,1.38,267.7376,1.1589,40.9631,0.0918,7.1589,0.5571,0.2763,3.7576,69.27,1.22
BJ920493,2025-09-30,7.4887,112.8113,22.854528274,689.6552,1.3967,1.0472,0.3915,0.4632,53.6193,2.18,257.8304,1.8458,36.0543,0.1717,7.1307,,0.4632,5.0355,69.2477,1.99
BJ920493,2025-12-31,8.7916,1.7266,24.2348083978,609.3433,1.1795,1.5255,0.5908,26.7646,54.7279,3.08,235.9882,2.7063,40.9482,0.2193,18.7141,1.1787,0.5894,6.578,69.5584,2.74
BJ920493,2026-03-31,2.8969,260.6577,20.025125386,497.2376,2.4916,0.4341,0.181,0.4227,66.0114,2.55,207.3255,0.8451,31.0677,0.1798,-1.8449,,0.4227,1.3634,117.2927,2.5
