instrument,datetime,profit_growth,inventory_turn_days,inventory_turnover,asset_turn_days,revenue_growth,gross_margin,roe,ocf_to_np,roa,ar_turnover,net_margin,ar_turn_days
SZ300028,2020-03-31,78.003169685819,28.063780345969,3.206980630923,1246.09497672783,2322.84037330379,1.2246196936,-1.75,-0.033977435859,-1.0124971956,0.786685455795,-14.0185296601,114.404047179249
SZ300028,2019-12-31,-69.014952130039,34.358828680037,10.477656364612,22302.5460864899,-75.327014612316,-127.9012831652,-30.0,-0.935276133118,-19.5027299975,0.16194332226,-1208.2237071342,2222.99996675392
SZ300028,2019-09-30,-157.719389698447,57.019428834298,4.73522807085,23300.6274542085,-80.463173638284,-158.7641229832,-14.83,-1.766841438177,-9.8472776786,0.095405860837,-849.8064764078,2830.01481912408
SZ300028,2019-06-30,-140.594888960063,85.336695131977,2.109291902172,29309.0776035749,-89.139895423736,-166.9852171051,-11.06,-4.257605898975,-7.4088301212,0.049459102827,-1206.366538771,3639.37050434601
SZ300028,2019-03-31,-113.717855593961,66.531966008072,1.352733210816,34302.1911243402,-94.062328580297,-177.7336861829,-6.0,-2.667718650376,-4.0512384818,0.021207489516,-1544.0706297106,4243.78377893807
SZ300028,2018-12-31,87.585940536192,30.782644336012,11.694901713783,7252.2501674091,-42.592440930177,-18.2408289717,-14.33,-2.007251930771,-8.7553528197,0.442560058373,-176.3778026469,813.44891656848
SZ300028,2018-09-30,219.636822646109,35.789634440918,7.54408376106,6141.69984906706,-15.193846053597,-10.676646268,18.78,-2.044780916293,12.645252295,0.388180156228,287.6420152289,695.553329216071
SZ300028,2018-06-30,273.030605661923,24.307086977258,7.405247702796,4284.50273688103,146.427940768443,-7.4399251754,20.11,-1.855508123,13.5585739002,0.325491879838,322.7319276879,553.00918747831
SZ300028,2018-03-31,63.137581731064,22.657860675726,3.972131406758,2824.20153850497,689.734681683381,-4.9885816507,-2.39,-0.034236708196,-1.3670655501,0.294612217002,-42.8985403328,305.486313214869
SZ300028,2017-12-31,-786.040077113124,54.707473094656,6.580453814365,6329.96162866144,-84.022805534365,-14.3955195889,-70.01,-1.440451090134,-46.3874619532,0.595510559418,-815.6412617146,604.523285618701
SZ300028,2017-09-30,-444.774425672012,91.296107407205,2.957409769901,8777.97338651602,-89.740037019817,-25.9597851673,-8.98,-0.735029914198,-6.2716862593,0.348777594751,-203.8988706438,774.132295375106
SZ300028,2017-06-30,-447.040870312274,139.892323896004,1.286703909028,17702.2371810309,-94.570459763704,-60.407176772,-7.13,-1.849764129248,-4.6736189638,0.123970965891,-459.6306188499,1451.95287224158
SZ300028,2017-03-31,-760.607192061379,182.370968596493,0.493499599704,36118.8119796029,-97.741820693756,-139.0229642668,-3.23,-8.859589568071,-2.2900710444,0.029378433158,-919.0516163979,3063.47174867943
SZ300028,2016-12-31,-205.402294143755,89.010863335683,4.044450154835,1831.05536993618,-42.245603280306,19.5645923036,-6.14,0.258252015849,-2.891660924,1.782004715687,-14.7077535082,202.019667417778
SZ300028,2016-09-30,109.232773522858,133.971288120758,2.015357199198,1438.10689387907,-20.208677678648,34.1253543009,2.55,0.153313296242,1.1391952524,1.640640594295,6.0677205405,164.569864319383
SZ300028,2016-06-30,107.54383942808,146.330703505172,1.230090443689,1595.1293205869,-14.284650641054,30.4003360461,-0.98,0.005011569884,0.8114616341,0.937711227858,7.1910346947,191.956750279264
SZ300028,2016-03-31,-78.044470652469,115.361700188363,0.780154937497,1394.91530259388,-31.457489294714,30.2781189717,0.49,-3.685705619591,0.2026981102,0.51916938488,3.1416299527,173.353827519707
SZ300028,2015-12-31,1510.29200328862,111.305699157303,3.234335732362,1419.68075856806,-53.221898289238,16.701394914,5.97,0.703482620449,2.0435870193,1.33899540335,8.0590032491,268.858279198961
SZ300028,2015-09-30,-1157.44882448148,118.488911427648,2.278694240219,1395.41429366356,-52.892923282002,18.4636291002,-35.43,1.678250252416,-10.2278642862,0.859755504347,-52.859659328,314.042769874524
SZ300028,2015-06-30,-6057.52342063291,144.015269400167,1.249867467177,1411.83275070649,-52.09851234676,15.9937207578,-37.76,2.712946599665,-10.4786506204,0.518560256455,-82.1894562726,347.114916269369
SZ300028,2015-03-31,231.774405935115,104.344785449543,0.862525133501,1182.67711658987,-36.755849428938,22.5951950786,1.22,1.376167008415,0.7463584269,0.365466245816,9.8077892477,246.2607724526
SZ300028,2014-12-31,101.024228426005,82.006009715282,4.389922168508,794.300562156701,-10.546958533638,22.996696843,0.23,-0.058876695955,0.1532827428,1.905244673744,0.33820158,188.952109385806
SZ300028,2014-09-30,65.697490661555,96.455346182438,2.799222756293,943.327324521631,-15.48029191664,22.3271244431,3.43,-0.046354896391,0.7282393041,1.467006769641,2.544326053,184.048230442777
SZ300028,2014-06-30,-242.645043604641,121.77471715889,1.47813933959,1083.57435676767,-24.042100287665,23.6776007162,-8.19,0.110112304981,-0.0280227082,0.753503696271,-0.1686927109,238.884030550611
SZ300028,2014-03-31,-76.897983265221,104.777042165635,0.858966794059,955.065186767916,-10.832445921685,25.5504934681,0.38,0.07757315944,0.3024083204,0.40281642144,3.2091073221,223.426839646371
SZ300028,2013-12-31,-512.821553457494,79.99628091301,4.500209208369,788.468834799623,24.571402508605,18.5397944329,-38.64,-0.067264412879,-9.3140978244,1.980333803103,-20.3996551634,181.787534725668
SZ300028,2013-09-30,-82.239659094542,93.413362837111,2.890378761664,831.375466241857,61.565769661251,25.5427113706,0.73,-0.214818703459,0.5027829758,1.248442403694,1.5481534477,216.269488445042
SZ300028,2013-06-30,-96.226997491817,76.982594106805,2.338190887024,794.1422156818,122.716821264838,24.3912310219,0.13,-0.105841798052,0.076716885,0.904793673902,0.3384673167,198.94038297564
SZ300028,2013-03-31,10.794141167576,93.330231851359,0.964317758723,835.014649331721,97.629354921967,26.954191302,1.33,-0.424410007868,0.7777750066,0.433329443543,7.2161502714,207.694172046422
SZ300028,2012-12-31,-37.806870544229,68.443572430405,5.25980727213,801.266674461293,121.068990924691,28.6407124484,4.04,0.024512546616,2.7720367639,2.189022270231,6.1698352202,164.456983784825
SZ300028,2012-09-30,-4.022196224483,80.166130641646,3.36800588776,989.257394880797,80.830524046461,33.0905738337,4.17,0.0737238021,2.9584921257,1.41747410403,10.8396674557,190.479670303935
SZ300028,2012-06-30,19.250181893875,43.706379983541,4.118391870198,1349.76623253181,25.83539618539,36.359147789,3.5,0.383625537329,2.66438273,0.848776703953,19.9794102197,212.069910922022
SZ300028,2012-03-31,25.726399868872,36.776852294748,2.44719149096,1130.91668842586,18.168799230943,32.8236646845,1.25,0.381813506409,1.0243588476,0.484764945533,12.8718279517,185.656988669106
SZ300028,2011-12-31,-12.124772973822,78.950911090735,4.559795384581,1402.26952238426,1.534263746884,36.2558488024,6.69,0.436868914384,5.6302799529,1.632563030607,21.9310277235,220.512159868124
SZ300028,2011-09-30,-9.055106460838,94.19513908285,2.866389949937,1463.27543606928,-4.431930404679,39.5985817279,4.49,0.410991776315,3.7683789908,1.152824834766,20.4228755963,234.207307005842
SZ300028,2011-06-30,-23.479697388512,98.735653505524,1.823049664526,1445.98499622837,-15.913866013756,37.8010903225,3.09,0.425535264966,2.6244309638,0.792819811807,21.0827099851,227.037716917975
SZ300028,2011-03-31,11.948156785307,68.46895655718,1.314464313836,1261.93548188759,40.468243656463,36.0499190383,1.02,0.479204806413,0.8628234237,0.457663786076,12.0980832549,196.650909987129
SZ300028,2010-12-31,22.563030151202,78.696955118709,4.57450989631,1339.95534810769,11.87708669245,35.5862609402,7.92,0.163116339609,6.8079651226,1.837640474855,25.3399146549,195.903390748077
SZ300028,2010-09-30,3.423431092913,63.540618654069,4.249250412086,1271.29174719014,15.824783318083,34.4108062703,0.0,-1.751711e-05,4.5579538453,1.302716780159,21.461070769,207.259171074043
SZ300028,2010-06-30,51.110964593791,57.180323213402,3.147936036112,1140.63249932649,29.218661105293,37.9752146167,4.2,0.023235654304,3.6559555331,0.976379485668,23.167231651,184.354549273279
SZ300028,2010-03-31,18.516508611976,83.303077897945,1.080392252856,1650.73126081698,46.106163762937,37.2495620571,0.96,0.097938887244,0.827644641,0.377787686071,15.1802097974,238.229045885539
SZ300028,2009-12-31,9.441403748736,100.163387912303,3.5941276299,1010.00095809401,20.518985674536,37.2849212516,14.68,-0.097827778395,8.2445607412,2.150976992245,23.1305951324,167.365806932348
SZ300028,2009-09-30,5.532811853405,96.008596417808,2.812248174372,663.030985645322,22.925198501577,36.411297711,,-0.095356840592,9.7873220931,1.7225291413,24.0344363489,156.746259628577
SZ300028,2009-06-30,,109.429123403634,1.64490031905,626.152601604753,,37.0304107483,7.68,-0.114368398591,5.6950260627,1.261366005904,19.8108632521,142.702434628399
SZ300028,2009-03-31,,,,,,42.3651132968,,-0.083216428986,,,18.7140360831,
