instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ002813,2021-03-31,-32.4795,1.743,0.2038,0.36,98.0713,0.0113,0.256,0.1456,1.2682,0.35,618.1319,,115.757866321124,70.9667,0.256,0.9177,0.3224,279.1563,4.2132,25.9366675076
SZ002813,2021-06-30,-39.5397,2.1193,0.4616,0.98,84.9057,0.0313,17.1777,0.3198,3.2282,0.97,562.8518,1.1173,111.157058365881,55.7586,0.6616,2.12,0.727,247.5928,11.5465,24.6277250106
SZ002813,2021-09-30,-35.096,2.1104,0.6805,1.43,90.6162,0.046,0.9897,0.4765,4.7447,1.42,566.6317,,114.739793215037,56.9056,0.9897,2.9796,1.0767,250.7662,7.131,23.9211776867
SZ002813,2021-12-31,-16.7066,1.2657,1.0676,1.36,59.4197,0.0433,17.9857,0.7264,6.6784,1.35,495.5947,2.6417,-93.4091,53.9051,0.8813,6.0586,1.5105,238.3317,12.7982,24.8184155935
SZ002813,2022-03-31,-20.908,0.8168,0.1594,0.15,74.3372,0.0042,0.0857,0.1048,1.3172,0.15,858.7786,,-62.9359,68.3268,0.0857,1.2107,0.2038,441.6094,9.4893,18.6599757003
SZ002813,2022-06-30,-12.8287,1.6965,0.3976,0.7,63.6267,0.0218,19.3648,0.2687,3.1282,0.7,669.8921,1.0719,-30.2186,57.5411,0.4678,2.829,0.5305,339.3025,-0.7739,20.4795831883
SZ002813,2022-09-30,-8.8867,1.4517,0.6128,0.92,61.3818,0.0289,0.6281,0.4182,5.3448,0.91,645.6241,,-37.3227,50.5164,0.6281,4.3987,0.8216,328.6271,4.082,18.3436869594
SZ002813,2022-12-31,-16.7843,0.9227,0.878,0.84,55.1665,0.0263,20.7731,0.5988,6.3458,0.84,601.2024,2.4465,-39.3357,56.7304,0.5715,6.5257,1.1679,308.2456,7.9644,19.7763007214
SZ002813,2023-03-31,-1.5787,-7.8391,0.1562,-1.22,77.7403,-0.0397,-0.9142,0.1133,1.3553,-1.23,794.3513,,-1044.5511,66.406,-0.9142,1.1577,0.223,403.5874,-0.113379614754,13.0566180582
SZ002813,2023-06-30,-4.973,-8.7965,0.3814,-3.35,65.1065,-0.1076,19.8982,0.2739,2.9945,-3.4,657.1742,1.1394,-592.7254,60.1102,-2.482,2.7647,0.535,336.4486,-0.053012514261,18.7462618635
SZ002813,2023-09-30,-10.216,-8.5302,0.5604,-4.76,71.6656,-0.1522,-3.5062,0.3994,4.1002,-4.88,676.014,,-627.5571,65.8504,-3.5062,3.7675,0.7773,347.3562,-0.041938182697,21.0325981182
SZ002813,2023-12-31,-16.7047,-9.6497,0.7537,-7.25,79.8191,-0.2287,20.8969,0.5353,6.0647,-7.52,672.5201,1.875,-971.0995,59.3599,-5.3673,4.5102,1.0575,340.4255,-0.054747174125,21.8264483638
SZ002813,2024-03-31,-1.1144,-26.2982,0.168,-4.42,91.0378,-0.1315,-3.2681,0.1207,1.1671,-4.49,745.6504,,-231.750686972993,77.1142,-3.2681,0.9886,0.249,361.4458,-0.538982173339,15.3448281911
SZ002813,2024-06-30,-7.8275,-18.4244,0.3834,-7.07,90.5478,-0.2077,25.6129,0.2761,2.9996,-7.27,651.9377,0.7475,-93.059040984403,60.008,-5.3207,1.9879,0.5767,312.1207,-0.124582373679,21.1675624508
SZ002813,2024-09-30,-4.3433,-19.6816,0.5937,-11.64,108.0216,-0.3359,-8.3067,0.411,4.537,-12.32,656.9343,,-120.892481925799,59.5107,-8.3067,2.4995,0.8389,321.85,-0.099013646439,21.0027964763
SZ002813,2024-12-31,26.7673,-15.3673,1.0679,-16.37,82.3761,-0.4618,18.1869,0.6956,6.0089,-17.75,517.5388,2.0155,-102.034700259109,59.9111,-10.5488,4.3702,1.3548,265.7219,-0.139178409728,19.579690361
SZ002813,2025-03-31,25.4686,-26.5059,0.2498,-6.6,118.9218,-0.1663,-3.8854,0.145,1.0997,-6.83,620.6897,,-26.469567994976,81.8405,-3.8854,0.7568,0.2726,330.1541,-0.273895755151,10.4702581554
SZ002813,2025-06-30,35.0913,-25.4532,0.6265,-15.91,98.798,-0.3876,14.4454,0.3609,2.5776,-17.06,498.7531,1.0816,-86.636244475409,69.8324,-9.5417,1.8219,0.6529,275.6931,-0.269371681275,10.1910076978
SZ002813,2025-09-30,27.2616,-26.6703,0.9303,-24.64,109.3162,-0.5793,-13.7323,0.5054,4.3071,-27.85,534.2303,,-72.460149930031,62.6872,-13.7323,2.4699,0.8995,300.1668,-0.262294682407,10.1319983925
SZ002813,2025-12-31,3.6144,-25.0893,1.3941,-34.65,95.6683,-0.7811,4.603,0.7622,5.6856,-41.62,472.317,2.3319,-69.165728785074,63.3179,-20.6005,3.763,1.4122,254.9214,-0.192881096182,10.6924986333
SZ002813,2026-03-31,-20.8329,-30.9845,0.2772,-8.56,188.2451,-0.1539,-4.0661,0.1311,1.1521,-8.95,686.4989,,7.456278151616,78.1182,-4.0661,0.4781,0.2422,371.5937,-0.612832444232,14.5849263105
