instrument,datetime,asset_turnover,profit_growth,equity_turnover,eps,gross_margin,roe_weighted,ar_turn_days,inventory_turn_days,revenue_growth,roa_alt,roa,roe,ar_turnover,net_margin,fixed_asset_turnover,current_asset_turnover,ocf_to_np,asset_turn_days,inventory_turnover,current_asset_turn_days
SH603298,2021-03-31,0.3668,47.1653,0.6052,0.2664,16.4145923162,4.39,26.3027,44.2065,63.9188,2.2695,2.2695,4.13,3.4217,6.8859,,0.5791,1.8465,245.3653,2.0359,155.4136
SH603298,2021-06-30,0.8015,21.8977,1.3405,0.6298,16.0920463193,9.67,23.8102,40.166,43.7879,14.1743,5.31,9.6,7.5598,7.4067,5.2986,1.2789,0.2929,224.5789,4.4814,140.746
SH603298,2021-09-30,1.1731,15.806,1.958,0.9186,15.6750685134,14.0,25.6642,44.5229,34.0595,7.4698,7.4698,13.46,10.5205,7.2327,,1.8648,0.1834,230.1594,6.0643,144.7876
SH603298,2021-12-31,1.5661,6.8232,2.5485,1.1439,15.5140496926,17.22,23.3578,45.61,26.5292,18.782,9.5324,16.22,15.4124,6.8401,10.3075,2.5215,0.016,229.8704,7.893,142.7722
SH603298,2022-03-31,0.329,-14.2799,0.5896,0.2284,15.283095622,3.34,29.3341,53.6033,7.5031,1.7197,1.7197,3.28,3.0681,5.4906,,0.5015,1.1375,273.5562,1.679,179.4616
SH603298,2022-06-30,0.7063,-9.8374,1.2343,0.5678,16.1021916326,7.9,29.8716,48.7013,2.1392,14.1473,4.5092,7.99,6.0258,6.5382,5.3402,1.0896,0.9014,254.8492,3.696,165.1982
SH603298,2022-09-30,1.0396,0.2647,1.8142,0.9211,16.2791781812,12.85,32.2866,48.9325,3.2773,6.9587,6.9587,12.36,8.3626,7.0217,,1.601,0.6866,259.7153,5.5178,168.6446
SH603298,2022-12-31,1.3048,8.3319,2.2453,1.2393,17.7786552371,16.7,30.9643,56.6929,-0.5334,18.8856,9.1818,15.73,11.6263,7.4497,9.5573,2.0198,0.5826,275.9044,6.35,178.2355
SH603298,2023-03-31,0.326,52.2599,0.5289,0.322,18.1533940122,4.2,34.8662,53.5842,9.0431,2.4263,2.4263,3.88,2.5813,7.6667,,0.497,1.1884,276.0736,1.6796,181.0865
SH603298,2023-06-30,0.6713,68.3326,1.0936,0.8852,19.0687152187,11.21,35.0829,51.0957,9.2729,16.1754,6.4677,10.19,5.1307,10.072,5.0946,1.0342,0.8147,268.1365,3.5228,174.0476
SH603298,2023-09-30,0.9939,72.6541,1.6043,1.4727,20.1886115953,18.19,37.3031,51.1315,10.1172,10.2148,10.2148,15.91,7.238,11.0094,,1.5321,0.6786,271.6571,5.2805,176.2287
SH603298,2023-12-31,1.2718,70.8704,2.0262,1.9609,20.7584900424,22.23,33.2933,56.7438,12.9015,22.9331,13.2041,19.96,10.813,11.2748,9.2054,1.989,0.884,283.0634,6.3443,180.9955
SH603298,2024-03-31,0.2868,33.4875,0.4425,0.4298,20.5733148691,4.31,40.5314,62.129,6.1732,2.6462,2.6462,4.22,2.2205,9.6391,,0.443,0.8534,313.8075,1.4486,203.1603
SH603298,2024-06-30,0.5935,29.4193,0.9017,0.8183,21.4103003714,11.38,41.581,59.7967,4.0372,17.1834,7.1775,11.06,4.3289,12.5292,4.2971,0.9382,0.5801,303.2856,3.0102,191.8567
SH603298,2024-09-30,0.8666,19.3487,1.2976,1.2554,23.0121307691,17.47,44.7501,60.469,1.7427,10.6151,10.6151,16.2,6.0335,12.9145,,1.3695,0.4098,311.5624,4.4651,197.1522
SH603298,2024-12-31,1.0897,17.7861,1.6374,1.6498,23.7254097983,21.64,44.517,64.138,1.3151,23.0858,13.2065,19.89,8.0868,13.1077,7.9765,1.7273,0.6186,330.3662,5.6129,208.4178
SH603298,2025-03-31,0.2671,12.3397,0.4062,0.3449,20.8662095611,4.2,53.6929,63.7484,8.019,2.5983,2.5983,4.12,1.6762,10.0247,,0.4164,0.4815,336.9525,1.4118,216.1383
SH603298,2025-06-30,0.5464,9.2145,0.8288,0.8937,21.9561479291,10.47,53.5189,62.7812,8.7418,16.6295,6.619,10.34,3.3633,12.5837,4.1162,0.8788,0.2998,329.429,2.8671,204.8248
SH603298,2025-09-30,0.7941,10.7613,1.2172,1.3905,23.4787633316,16.24,55.6793,65.6487,9.7291,9.674,9.674,15.39,4.8492,13.036,,1.2661,0.3781,340.0076,4.1128,213.2533
SH603298,2025-12-31,0.9835,7.2524,1.5256,1.7694,24.7816701212,20.34,54.6564,73.594,7.5994,21.7003,11.7591,18.88,6.5866,13.0655,6.5137,1.5736,0.7266,366.0397,4.8917,228.7748
SH603298,2026-03-31,0.2428,2.7826,0.3908,0.3545,22.4953340186,4.0,57.9188,78.1861,9.1027,2.2338,2.2338,3.92,1.5539,9.444,,0.3857,0.4571,370.6755,1.1511,233.342
