instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SZ002621,2021-03-31,1409.4586,36.958,0.0225,816.6969,0.4471,2.4352,4000.0,0.0436,0.88,39.3225,0.1102,67.9102756519,0.86,-1.8599,0.4471,0.0191,0.598,,19.7496,150.5017
SZ002621,2021-06-30,245.031863629981,35.5795,0.0497,712.3071,1.7128,5.0591,3621.7304,0.0852,3.82,37.8437,0.2527,68.5931683083,2.8,-0.2997,1.4521,0.0609,1.2197,8.0127,28.7666,147.5773
SZ002621,2021-09-30,-46.3246,34.8459,0.0742,721.5393,1.7831,7.7484,3638.814,0.127,4.41,-1.8234,0.3742,68.0729277537,3.2,-0.6166,1.7831,0.075,1.6187,,23.709,166.8005
SZ002621,2021-12-31,58.557987245618,31.3876,0.0978,1088.5999,-7.1435,11.4695,3680.9816,0.1809,-24.81,-5.6112,0.3307,64.5997392551,-22.2,0.11237379312,-7.4501,-0.2993,2.421,15.8572,-73.1614,148.6989
SZ002621,2022-03-31,-158.2864,46.8604,0.0136,2513.9665,-0.2804,1.9206,6617.6471,0.0236,-1.32,-44.2088,0.0358,58.7036327466,-1.33,-0.622833902871,-0.2804,-0.0112,0.2603,,-20.6329,345.7549
SZ002621,2022-06-30,-209.3861,54.1598,0.026,2623.9067,-1.352,3.3235,6923.0769,0.0452,-5.64,-51.3923,0.0686,59.6024601596,-5.73,-0.807311001823,-1.6951,-0.0669,0.4597,4.2884,-64.736,391.5597
SZ002621,2022-09-30,-251.9082,49.5649,0.0391,2613.7464,-2.9377,5.4474,6905.3708,0.068,-9.38,-51.2887,0.1033,57.4580684027,-9.53,-0.708989163373,-2.9377,-0.1145,0.6682,,-73.9377,404.0706
SZ002621,2022-12-31,-121.971689873166,48.0988,0.0513,2870.8134,-22.1878,7.4846,7017.5439,0.0954,-66.64,-54.2628,0.1254,52.645585965,-92.42,-0.46108280579,-22.6325,-0.7418,0.8367,8.2184,-396.3997,430.2617
SZ002621,2023-03-31,-7.548642441222,62.461,0.011,3643.7247,-0.4957,1.4409,8181.8182,0.0224,-2.67,-33.902,0.0247,52.5419712968,-2.74,-0.670823277849,-0.4957,-0.0161,0.1414,,-44.8865,636.4922
SZ002621,2023-06-30,-51.551280498752,53.5459,0.0273,2912.6214,-3.4733,3.3616,6593.4066,0.0555,-16.91,-16.2471,0.0618,55.453740915,-18.29,-0.604409511396,-3.9585,-0.1214,0.3328,4.395,-140.2238,540.8654
SZ002621,2023-09-30,-91.202443275905,56.4901,0.0394,3043.9684,-8.0173,4.7796,6852.7919,0.0808,-38.24,-21.42,0.0887,55.134946903,-41.98,-0.638496699638,-8.0173,-0.233,0.4813,,-191.4456,560.9807
SZ002621,2023-12-31,-115.815261280403,73.5279,0.0548,3505.3554,-108.0948,4.8961,6569.3431,0.1623,0.0,-30.1722,0.1027,57.6812689698,,-0.680228187356,-108.9764,-1.6295,0.7593,7.0659,-1247.0575,474.1209
SZ002621,2024-03-31,-213.757312078448,123.8135,,8571.4286,-4.0712,0.7269,11896.8342006548,,,-69.1672,0.0105,32.1598397956,,-1.575182674484,-4.0712,-0.0583,0.1387,,-526.6731,648.8825
SZ002621,2024-06-30,4.468711122128,122.7078,0.0156,8181.8182,-8.7537,1.4669,11538.4615,,0.0,-74.5622,0.022,32.1321877485,,-1.380681119973,-8.7537,-0.1163,0.2764,,-527.985,651.2301
SZ002621,2024-12-31,84.860393219612,129.5104,0.0302,8933.0025,-24.4,2.7797,11920.5298,,0.0,-69.9146,0.0403,31.1250715866,,-1.312607809526,-24.4,-0.2706,0.5574,,-688.2876,645.8558
SZ002621,2025-06-30,91.585449523393,275.9044,,20689.6552,-0.5311,0.6524,26303.8722159571,,0.0,-65.8616,0.0087,24.0909280505,,-0.480825508295,-0.5311,-0.0058,0.1706,,-76.8969,1055.0996
SZ002621,2025-12-31,91.668411983806,259.7403,,20930.2326,-0.6708,1.386,26401.7892105322,,0.0,-62.4309,0.0172,25.4771379469,,-0.407960047185,-0.6708,-0.0071,0.3623,,-48.0234,993.6517
