instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH603279,2021-03-31,244.4324,0.162,56.1641,73.9136,0.4195,1.7777,3.28,0.2114,11.31,1.7777,0.2408,0.2888,555.5556,0.3682,44.2152,425.7332,3.2,28.0836153942,,2.0355
SH603279,2021-06-30,211.1685,0.3899,64.4479,54.9493,0.9005,16.0011,8.82,0.5168,13.1087,5.0234,0.6625,0.7138,461.6568,0.8524,40.3388,348.2972,9.54,29.5011439722,2.4325,4.4622
SH603279,2021-09-30,198.7486,0.6053,44.1169,45.5582,0.9098,7.7895,14.34,0.8032,13.4833,7.7895,1.0917,1.1045,446.0598,1.3585,39.703,336.1554,14.66,29.7932568494,,6.8005
SH603279,2021-12-31,191.8772,0.8307,25.7097,39.7022,0.8919,21.2568,20.61,1.1185,13.9108,10.8727,1.5707,1.4669,433.3694,1.8762,37.5094,321.8596,19.2,29.9924829336,5.3215,9.5976
SH603279,2022-03-31,216.972,0.1858,54.5356,30.4947,0.9164,2.4064,4.45,0.2601,13.3936,2.4064,0.3722,0.3333,484.3918,0.4148,42.4068,346.0208,4.38,29.4671057064,,2.1223
SH603279,2022-06-30,193.2782,0.4102,31.5089,25.7546,1.1608,15.032,10.13,0.5714,13.7086,5.267,0.6224,0.7724,438.8103,0.9313,40.6614,315.0158,10.53,29.3456007353,2.7467,4.4268
SH603279,2022-09-30,193.0226,0.6118,30.6273,24.0207,1.4101,7.7586,16.5,0.8484,14.2015,7.7586,1.0187,1.176,441.3207,1.3988,40.9445,318.2461,16.03,29.7997640641,,6.5943
SH603279,2022-12-31,197.8674,0.816,28.8888,22.1677,1.2265,19.5423,22.79,1.1417,14.6761,10.4545,1.4461,1.539,441.1765,1.8194,39.2585,315.3193,20.77,30.7314339283,4.715,9.17
SH603279,2023-03-31,224.2152,0.1755,39.719,28.2391,-0.1385,2.4489,5.2,0.2447,14.5926,2.4489,0.3714,0.3554,512.8205,0.4014,43.3651,367.7973,5.05,30.0864213089,,2.0754
SH603279,2023-06-30,232.6784,0.3759,33.5396,16.7054,0.0085,15.4125,11.16,0.5325,15.686,5.7869,0.8311,0.7628,478.8508,0.7736,43.2391,338.0282,11.99,32.4364824583,1.8706,4.1629
SH603279,2023-09-30,233.1002,0.5623,25.9018,12.3602,0.1344,8.6446,17.5,0.7946,15.9131,8.6446,1.2826,1.1232,480.1707,1.1583,45.2329,339.7936,17.35,32.7314149528,,5.9691
SH603279,2023-12-31,222.7861,0.7527,20.8858,9.9818,0.2659,21.7161,23.53,1.076,16.1312,11.6829,1.7481,1.4607,478.2782,1.6159,41.3138,334.5725,22.19,31.7473225129,3.6114,8.7138
SH603279,2024-03-31,238.2844,0.1786,6.6977,2.6606,0.3475,2.7723,5.13,0.2636,15.1665,2.7723,0.3963,0.3461,503.9194,0.3777,45.6112,341.4264,5.49,29.9551748302,,1.9732
SH603279,2024-06-30,229.0951,0.3629,-4.2837,2.3356,0.5826,16.4881,10.48,0.5321,14.6713,5.3311,0.7957,0.6956,496.0044,0.7857,44.3164,338.2823,10.31,29.4165226231,1.5692,4.0617
SH603279,2024-09-30,217.4789,0.5372,-10.0882,1.201,0.8858,7.4856,15.03,0.7831,14.138,7.4856,1.1536,1.0227,502.6061,1.2415,45.5251,344.7836,14.28,29.0622281656,,5.9308
SH603279,2024-12-31,222.924,0.7086,-15.8575,-1.9179,1.2267,22.0081,18.82,1.0511,13.8386,9.7807,1.4715,1.3612,508.044,1.6149,46.9196,342.4983,19.0,29.0569157656,2.9023,7.6727
SH603279,2025-03-31,219.6729,0.1601,-26.9909,-6.6992,0.9875,1.8768,3.67,0.2414,11.868,1.8768,0.2894,0.309,562.1487,0.4097,55.6105,372.8252,3.6,25.1409088583,,1.6184
SH603279,2025-06-30,224.9438,0.3203,-28.5115,-9.6168,1.2961,16.6394,7.15,0.4833,11.6043,3.6537,0.5689,0.6227,561.9732,0.8002,55.5967,372.4395,7.11,25.8905906865,1.254,3.2376
SH603279,2025-09-30,225.4321,0.4686,-34.526,-10.7001,1.5116,4.7045,9.51,0.7012,10.3658,4.7045,0.7553,0.9147,576.1844,1.1977,53.306,385.0542,9.22,24.4731598968,,5.0651
SH603279,2025-12-31,195.9717,0.6713,-38.6296,-5.0869,2.1079,20.6311,11.86,1.0243,8.948,6.0107,0.9032,1.2953,536.2729,1.837,49.5724,351.4595,11.52,22.1677549296,2.5273,7.2621
SH603279,2026-03-31,204.2669,0.1557,-26.0015,-3.5098,0.5151,1.4086,2.7,0.2374,9.1016,1.4086,0.2142,0.2962,578.0347,0.4406,44.5368,379.107,2.66,22.3456346944,,2.0208
