instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SH600321,2021-03-31,60.1400365961,978.2609,0.0502,1089.5884,-0.3054,0.092,1792.8287,0.1171,-0.739,169.074,0.0826,5.244654002,-0.74,0.581104808863,-0.3054,-0.0094,0.9308,,-6.2555,96.691
SH600321,2021-06-30,87.920136955543,996.1262,0.1055,1068.2493,13.4482,0.1807,1706.1611,0.2541,-0.7179,62.8899,0.1685,9.592901354,-0.72,0.188204646024,-0.2768,-0.009,1.5944,0.277,-2.783,112.8951
SH600321,2021-09-30,80.585733680887,1189.9515,0.1318,1301.2048,-0.566,0.2269,2048.5584,0.3265,-1.52,26.9221,0.2075,9.2310106731,-1.54,0.338776473614,-0.566,-0.0193,2.1437,,-4.6464,125.9505
SH600321,2021-12-31,105.674980076946,825.8775,0.2669,863.7236,14.0424,0.4359,1348.8198,0.6526,2.2375,72.6783,0.4168,14.7368053293,2.28,5.2736,0.8466,0.0285,4.1803,0.7624,3.4128,86.1182
SH600321,2022-03-31,-143.008628375484,1890.7563,0.0242,2556.8182,-0.6891,0.0476,3719.0083,0.0643,-1.8182,-45.6187,0.0352,-6.042410881,-1.84,-0.40601981016,-0.6891,-0.0233,0.3561,,-28.5518,252.738
SH600321,2022-06-30,-407.307044444351,1677.5396,0.0561,2208.589,12.276,0.1073,3208.5561,0.1518,-3.7733,-41.3893,0.0815,-4.6492978689,-3.8,0.042720814349,-1.3737,-0.0469,0.8531,0.1928,-24.6357,210.9952
SH600321,2022-09-30,-270.189747896327,1609.0584,0.0897,2076.9231,-2.1191,0.1678,3010.0334,0.2454,-5.82,-26.7269,0.13,-3.5641399768,-6.0,0.195536697862,-2.1191,-0.0725,1.3787,,-23.7964,195.8367
SH600321,2022-12-31,-551.8968,1441.1529,0.1339,1891.7499,7.5737,0.2498,2688.5736,0.3848,-10.6386,-46.1456,0.1903,-5.6525666601,-12.17,0.134738743575,-3.8443,-0.129,2.0454,0.5457,-28.6367,176.0047
SH600321,2023-03-31,144.125276030118,908.1736,0.0684,951.3742,0.3005,0.0991,1315.7895,0.2137,0.95,179.7439,0.0946,12.5438813406,0.95,5.5986,0.3005,0.0099,1.1424,,4.3599,78.7815
SH600321,2023-06-30,73.475781836936,1154.5863,0.1011,1298.7013,11.2463,0.1559,1780.4154,0.3254,-1.1744,80.2523,0.1386,8.7405887526,-1.18,0.280183932662,-0.3784,-0.013,1.7134,0.4495,-3.7849,105.0543
SH600321,2023-09-30,51.799368565332,1281.4428,0.1403,1399.689,-1.0503,0.2107,1924.4476,0.4506,-3.32,54.4321,0.1929,9.5577700513,-3.39,0.467463362215,-1.0503,-0.0352,2.1957,,-7.4796,122.9676
SH600321,2023-12-31,35.315057600573,1536.4917,0.155,1712.6546,9.7802,0.2343,2322.5806,0.526,-8.1928,17.8525,0.2102,8.4223280758,-8.74,0.71404193942,-2.3939,-0.0836,2.5179,0.7039,-15.7569,142.9763
SH600321,2024-03-31,-196.8155,5056.1798,0.0131,5142.8571,-0.2803,0.0178,6870.229,0.0476,-1.02,-80.1115,0.0175,16.5566192185,-1.02,0.09447498629,-0.2803,-0.0096,0.2076,,-21.2237,433.526
SH600321,2024-06-30,-423.983946943563,606.2647,0.1739,755.6675,-2.1898,0.2969,1035.0776,0.6057,-7.0316,63.028,0.2382,-0.9656739447,-7.29,0.086434862054,-2.1898,-0.0644,2.5543,,-11.5122,70.4694
SH600321,2024-12-31,-382.974457842266,917.4312,0.2177,1193.634,-15.2389,0.3924,1653.6518,0.8839,-53.4957,25.518,0.3016,-5.7082940465,-73.7,0.17175365813,-15.2389,-0.4,3.429,,-60.0537,104.9869
SH600321,2025-06-30,-112.296954042424,2884.6154,,4245.283,-5.3309,0.0624,6153.04423821379,0.1581,-28.8076,-86.4394,0.0424,-19.2161398184,-33.66,0.730554529756,-5.3309,-0.1367,0.4774,,-180.0749,377.0423
SH600321,2025-12-31,33.506419554336,2319.5876,,2487.906,-11.5697,0.1552,3673.45527662647,0.5797,-64.9074,-63.7779,0.1447,10.3431189441,-95.68,0.190995971111,-11.5697,-0.266,1.7699,,-110.2415,203.4013
