instrument,datetime,asset_turnover,profit_growth,equity_turnover,eps,gross_margin,roe_weighted,ar_turn_days,inventory_turn_days,revenue_growth,roa_alt,roa,roe,ar_turnover,net_margin,fixed_asset_turnover,current_asset_turnover,ocf_to_np,asset_turn_days,inventory_turnover,current_asset_turn_days
SH603626,2021-03-31,0.1685,411.4053,0.4799,0.1134,18.3918063768,2.74,145.0911,55.5624,122.829,0.8896,0.8896,2.7,0.6203,5.3758,,0.3982,0.0454,534.1246,1.6198,226.0171
SH603626,2021-06-30,0.3244,1010.5428,0.8231,0.6914,20.7600472696,14.98,147.3357,52.3149,38.3737,25.1292,6.043,13.75,1.2217,17.9703,0.71,0.7661,0.521,554.8705,3.4407,234.9563
SH603626,2021-09-30,0.4536,433.6141,1.0545,0.6546,20.738459916,15.65,167.9,56.1342,8.1829,6.2328,6.2328,12.2,1.6081,13.5461,,1.0442,0.5498,595.2381,4.8099,258.5712
SH603626,2021-12-31,0.6878,874.865970850478,1.6197,0.6628,18.2887909883,16.02,154.3805,46.5026,19.6139,26.0087,6.1269,12.33,2.3319,8.9113,1.6261,1.5474,0.8707,523.408,7.7415,232.6483
SH603626,2022-03-31,0.153,-89.4299,0.307,0.0105,14.6074697153,0.2,180.433,45.8085,-11.0554,0.098,0.098,0.2,0.4988,0.6389,,0.3312,15.1589,588.2353,1.9647,271.7391
SH603626,2022-06-30,0.2646,-93.9528,0.5144,0.0368,13.0275472892,0.68,189.5335,59.6145,-17.9137,24.9582,0.3608,0.68,0.9497,1.3238,0.627,0.5837,20.746,680.2721,3.0194,308.3776
SH603626,2022-09-30,0.4244,-89.6606,0.8229,0.0677,13.1855670955,1.25,192.5958,53.8643,-7.7168,0.663,0.663,1.24,1.4019,1.5177,,0.9375,12.1986,636.1923,5.0126,288.0
SH603626,2022-12-31,0.5837,-76.5181,1.1228,0.1557,14.5794375512,2.86,178.66,43.3829,-17.4432,29.4077,1.5227,2.8,2.015,2.5347,1.3034,1.3466,8.8061,616.7552,8.2982,267.34
SH603626,2023-03-31,0.0959,-1522.4298,0.1708,-0.1501,10.0383300453,-2.73,215.6205,60.9963,-43.1857,-1.6074,-1.6074,-2.77,0.4174,-15.9946,,0.2544,0.584032082168,938.4776,1.4755,353.7736
SH603626,2023-06-30,0.2321,-437.1872,0.4181,-0.1247,13.2293781459,-2.25,191.5709,50.8187,-17.1958,31.7784,-1.2909,-2.28,0.9396,-5.3908,0.4641,0.5962,0.217716803922,775.5278,3.542,301.9121
SH603626,2023-09-30,0.3458,-524.0085,0.6321,-0.2886,12.2021627964,-5.3,193.7567,54.8246,-23.1452,-2.986,-2.986,-5.43,1.3935,-8.3732,,0.8807,0.187132184792,780.7981,4.9248,306.5743
SH603626,2023-12-31,0.4729,-424.2886,0.8759,-0.5072,12.5590155342,-9.52,175.5498,56.3927,-24.1581,31.0691,-5.3268,-9.96,2.0507,-10.8379,0.9505,1.2432,0.238090049982,761.2603,6.3838,289.5753
SH603626,2024-03-31,0.1436,15.14833060154,0.2751,-0.1279,7.4739859831,-2.55,131.2336,49.307,46.1274,-1.3239,-1.3239,-2.6,0.6858,-9.2876,,0.3873,-0.048613966826,626.7409,1.8253,232.378
SH603626,2024-06-30,0.321,-132.125094378699,0.6453,-0.2895,5.3352845444,-5.88,124.5158,42.6358,35.6215,34.3396,-2.8871,-6.25,1.4456,-9.2267,0.6534,0.8445,0.053275107539,560.7477,4.2218,213.1439
SH603626,2024-09-30,0.4817,-46.113036303056,0.9849,-0.4217,6.6821238958,-8.76,126.606,46.434,37.1018,-4.175,-4.175,-9.36,2.1326,-8.9235,,1.252,0.032141938599,560.5148,5.8147,215.655
SH603626,2024-12-31,0.6242,-69.441333226164,1.3318,-0.8593,5.3383234518,-18.81,124.4899,47.8107,30.2589,30.5349,-8.5841,-21.15,2.8918,-14.098,1.2934,1.6062,0.032429078301,576.7382,7.5297,224.1315
SH603626,2025-03-31,0.1259,-31.546713470568,0.3131,-0.1683,4.8201407692,-4.23,157.3977,68.8758,-9.591,-1.7233,-1.7233,-4.32,0.5718,-13.5136,,0.3069,-0.033964307523,714.8531,1.3067,293.2551
SH603626,2025-06-30,0.2908,34.507609505173,0.7193,-0.1896,7.6597579342,-4.78,139.5565,61.0728,-9.1302,40.8405,-1.975,-4.91,1.2898,-6.65,0.6164,0.7018,0.037518505161,618.9821,2.9473,256.4833
SH603626,2025-09-30,0.4596,50.943590523384,1.1181,-0.2069,9.951636856,-5.22,134.744,56.8206,-6.4471,-2.2419,-2.2419,-5.38,2.0038,-4.6792,,1.1253,0.074938783938,587.4674,4.7518,239.936
SH603626,2025-12-31,0.5766,26.374001200379,1.5098,-0.6327,8.0329287799,-16.95,129.7484,53.23,-7.3701,37.9634,-6.6091,-18.52,2.7746,-11.2056,1.2407,1.3475,0.109291000508,624.3496,6.7631,267.1614
SH603626,2026-03-31,0.1233,512.776307786885,0.2997,0.6947,11.4063716947,18.5,129.8139,52.9318,-9.5086,7.9789,7.9789,16.93,0.6933,61.6415,,0.2778,-0.1876,729.927,1.7003,323.9741
